Team A,Team B,Score A,Score B,Date,Competition,SourceURL
Phoenix Premier FC 14B X-Factor,Phoenix Premier FC 14B Black,7,3,1/4/2025,Inside Classic,
Phoenix Premier FC 14B X-Factor,AZ Arsenal 14 Boys Teal 2 SC,12,2,1/4/2025,Inside Classic,
Phoenix Premier FC 14B X-Factor,Scottsdale 14 Sandsharks Black,7,0,11/10/2024,Kick for the Cure,
Phoenix Valley Soccer Club boys 2014,Phoenix Premier FC 14B X-Factor,2,6,11/9/2024,Kick for the Cure,
Phoenix Premier FC 14B X-Factor,FSC United 14 Boys,11,0,11/9/2024,Kick for the Cure,
Phoenix Premier FC 14B X-Factor,PRFC Desert Foothills 14B Predator,6,0,10/27/2024,Phoenix Rising FC Tournaments - Fall Classic,
Phoenix Premier FC 14B X-Factor,PRFC Scottsdale 14B Predator,7,1,10/27/2024,Phoenix Rising FC Tournaments - Fall Classic,
Phoenix Premier FC 14B X-Factor,PRFC West Valley 14B Pre-Academy,5,0,10/26/2024,Phoenix Rising FC Tournaments - Fall Classic,
Amore 2014 Boys,Phoenix Premier FC 14B X-Factor,3,7,10/26/2024,Phoenix Rising FC Tournaments - Fall Classic,
Dynamos SC 14B Gold,Tuzos Halcones 2014,7,3,10/5/2025,ARIZONA ADVANCED LEAGUES,
RSL-AZ Yuma 14 Boys Quinonez,Tuzos Halcones 2014,7,2,10/4/2025,ARIZONA ADVANCED LEAGUES,
Tuzos Halcones 2014,CDO 14B Premier,1,4,9/28/2025,ARIZONA ADVANCED LEAGUES,
Tuzos Academy Mesa 2014,Tuzos Halcones 2014,3,4,9/21/2025,ARIZONA ADVANCED LEAGUES,
Tuzos Halcones 2014,PRFC Scottsdale 14B Pre-Academy,0,10,9/20/2025,ARIZONA ADVANCED LEAGUES,
Tuzos Halcones 2014,AZ Inferno 14 Boys Blue,7,1,9/7/2025,Tuzos Challenge,
PRFC West Valley 14B Predator,Tuzos Halcones 2014,5,3,9/6/2025,Tuzos Challenge,
Tuzos Halcones 2014,Phoenix United 2014 Premier,3,3,9/6/2025,Tuzos Challenge,
Phoenix United 2015 Academy,Tuzos Halcones 2014,2,2,4/27/2025,AZFC Select Challenge,
Next Level Soccer Northwest 2015 Boys Red,Tuzos Halcones 2014,2,3,4/26/2025,AZFC Select Challenge,
Tuzos Halcones 2014,XOLOS ARIZONA 2014B,0,6,4/26/2025,AZFC Select Challenge,
PRFC Desert Foothills 14B Pre-Academy,Tuzos Halcones 2014,5,2,4/5/2025,Yavapai,
Tuzos Halcones 2014,Madison FC 14 Gold Boys Storm,4,8,4/5/2025,Yavapai,
XOLOS ARIZONA 2014B,Tuzos Halcones 2014,5,3,3/30/2025,Tuzos Challenge,
Phoenix United 2015 Academy,Tuzos Halcones 2014,2,3,3/29/2025,Tuzos Challenge,
Tuzos Halcones 2014,State 48 FC 14 White,4,0,3/29/2025,Tuzos Challenge,
Tuzos Halcones 2014,Madison FC 14 Gold Boys Storm,3,0,3/8/2025,Futsal B and G ,
14B OMolina,Tuzos Halcones 2014,3,1,2/8/2025,Futsal B and G ,
15B NMarkette,Tuzos Halcones 2014,1,4,1/25/2025,Futsal B and G ,
Phoenix Premier FC 14B Black,Tuzos Halcones 2014,3,4,1/11/2025,Futsal B and G ,
CCV STARS 14 Boys Navy PEO,Tuzos Halcones 2014,0,1,12/8/2024,Salvation Army Christmas Angel,
FC Deportivo AZ 2014B (Gallegos),Tuzos Halcones 2014,3,4,12/7/2024,Salvation Army Christmas Angel,
Tuzos Halcones 2014,2014 Boys Yellow,2,3,12/7/2024,Salvation Army Christmas Angel,
NOS Santos 15 Boys Blue,Tuzos Halcones 2014,1,9,12/6/2024,Salvation Army Christmas Angel,
Tuzos Halcones 2014,West Valley 2014 Boys Martinez Pre-Elite64,4,3,11/9/2024,OPEN League: Season 1,
Legends FC AZ 14B Black,Tuzos Halcones 2014,2,6,10/19/2024,OPEN League: Season 1,
Tuzos Halcones 2014,Phoenix Premier FC 14B Black,4,4,10/12/2024,OPEN League: Season 1,
AZEV B2014 (NAVY),Tuzos Halcones 2014,5,6,10/5/2024,OPEN League: Season 1,
14,Tuzos Halcones 2014,8,0,9/21/2024,OPEN League: Season 1,
Tuzos Halcones 2014,Verde Valley United FC,3,4,5/26/2024,Flagstaff Soccer United Cup,
Tuzos Halcones 2014,Milan,6,0,5/26/2024,Flagstaff Soccer United Cup,
Verde Valley United FC,Tuzos Halcones 2014,2,2,5/25/2024,Flagstaff Soccer United Cup,
BRAZAS FC 2014 Boys Gold,Phoenix United 2014 Premier,1,1,10/4/2025,OPEN League: Season 1,
Phoenix United 2014 Premier,PSG 14B Blue,3,2,9/28/2025,The Derby 2025,
FC ARIZONA PRE ECNL RL B14,Phoenix United 2014 Premier,1,0,9/27/2025,The Derby 2025,
Playmaker Futbol Academy 14B Black,Phoenix United 2014 Premier,0,0,9/26/2025,The Derby 2025,
Tuzos 2014 Nava,Phoenix United 2014 Premier,1,6,9/20/2025,OPEN League: Season 1,
Phoenix United 2014 Premier,PRFC West Valley 14B Pre-Academy,3,0,9/13/2025,OPEN League: Season 1,
PRFC West Valley 14B Predator,Phoenix United 2014 Premier,1,5,9/7/2025,Tuzos Challenge,
Synergy FC 14 B,Phoenix United 2014 Premier,0,6,9/7/2025,Tuzos Challenge,
Phoenix United 2014 Premier,Spartak Academy 2014 Boys,10,0,9/6/2025,Tuzos Challenge,
Tuzos Halcones 2014,Phoenix United 2014 Premier,3,3,9/6/2025,Tuzos Challenge,
Phoenix United 2014 Premier,Amore 2014 Boys,5,3,8/31/2025,Phoenix Rising Cup,
Playmaker Futbol Academy 14B Gold,Phoenix United 2014 Premier,1,9,8/31/2025,Phoenix Rising Cup,
Phoenix United 2014 Premier,FC Arizona 14B Black GFC Suenaga U12,6,3,8/30/2025,Phoenix Rising Cup,
Phoenix United 2014 Premier,PRFC North Valley 14B Predator,6,1,8/29/2025,Phoenix Rising Cup,
14 ECNL #2,Phoenix United 2014 Premier,9,0,5/25/2025,Flagstaff Soccer United Cup,
Phoenix United 2014 Premier,Eagles F.C.,1,0,5/25/2025,Flagstaff Soccer United Cup,
Phoenix United 2014 Premier,Milan,7,0,5/24/2025,Flagstaff Soccer United Cup,
Santos 15B,Phoenix United 2014 Premier,0,7,5/24/2025,Flagstaff Soccer United Cup,
Phoenix United 2014 Premier,Tuzos Royals 14 Pre-Academy,6,1,4/13/2025,Rivalries Cup,
El Paso Football Club U11 BLUE,Phoenix United 2014 Premier,1,5,4/13/2025,Rivalries Cup,
Next Level Soccer Northwest 2015 Boys Red,Phoenix United 2014 Premier,1,5,4/12/2025,Rivalries Cup,
Phoenix United 2014 Premier,Las Vegas Sports Academy U11 Boys Black 2014,5,2,4/12/2025,Rivalries Cup,
Verde Valley United FC,Phoenix United 2014 Premier,0,4,3/30/2025,Tuzos Challenge,
Phoenix United 2014 Premier,Tuzos Royals 14 Pre-Academy,4,1,3/29/2025,Tuzos Challenge,
PSG 14B Blue,Phoenix United 2014 Premier,2,2,3/29/2025,Tuzos Challenge,
Legends FC AZ 14B Black,Phoenix United 2014 Premier,2,3,3/22/2025,Tournaments Powered by Rated Sports ,
Tuzos Academy Mesa 2014,Phoenix United 2014 Premier,2,0,3/16/2025,INFERNO CUP,
2014 Boys Yellow,Phoenix United 2014 Premier,4,3,3/15/2025,INFERNO CUP,
Phoenix United 2014 Premier,Next Level Soccer Northwest 2015 Boys Red,1,3,3/15/2025,INFERNO CUP,
PRFC West Valley 14B Pre-Academy,Phoenix United 2014 Premier,0,3,3/8/2025,Futsal B and G ,
Madison FC 14 Gold Boys Storm,Phoenix United 2014 Premier,3,0,2/23/2025,AZFC Select Invitational ,
Phoenix United 2014 Premier,Kingman SC B14 McGill,3,2,2/22/2025,AZFC Select Invitational ,
Tuzos Academy Mesa 2014,Phoenix United 2014 Premier,3,3,2/9/2025,Desert Classic,
Phoenix United 2014 Premier,Select 14B,6,1,2/8/2025,Desert Classic,
Phoenix United 2014 Premier,PRFC Scottsdale 14B Predator,2,3,2/8/2025,Futsal B and G ,
Phoenix United 2014 Premier,AZ Arsenal 15 Boys Teal 1 JZ,4,7,1/22/2025,Futsal B and G ,
Phoenix United 2014 Premier,PRFC Southeast Valley 14B Predator-Central,2,0,1/11/2025,Futsal B and G ,
Phoenix United 2014 Premier,CCV STARS 14 Boys Navy PEO,1,2,12/14/2024,OPEN League: Season 1,
U-11 (2014) Boys Pre Academy,Phoenix United 2014 Premier,2,2,12/8/2024,Salvation Army Christmas Angel,
Phoenix United 2014 Premier,Tuzos Royals 14 Pre-Academy,1,3,12/8/2024,Salvation Army Christmas Angel,
East Valley NSFC 14 Boys Aguirre,Phoenix United 2014 Premier,5,2,12/6/2024,Salvation Army Christmas Angel,
West Valley 2014 Boys Martinez Pre-Elite64,Phoenix United 2014 Premier,5,2,11/24/2024,Heritage Cup,
Phoenix United 2014 Premier,PSG 14B Blue,1,6,11/23/2024,Heritage Cup,
CCV STARS 14 Boys Navy LAV,Phoenix United 2014 Premier,0,2,11/23/2024,Heritage Cup,
2014 Boys Yellow,Phoenix United 2014 Premier,3,2,11/16/2024,OPEN League: Season 1,
Phoenix United 2014 Premier,East Valley NSFC 14 Boys Aguirre,2,5,10/26/2024,OPEN League: Season 1,
Next Level Soccer Southeast 2014 Boys Green,Phoenix United 2014 Premier,5,3,10/20/2024,The Fiesta Cup ,
Phoenix United 2015 Academy,Phoenix United 2014 Premier,3,4,10/19/2024,The Fiesta Cup ,
Phoenix United 2014 Premier,14 Cityzens,1,5,10/18/2024,The Fiesta Cup ,
Phoenix United 2014 Premier,PRFC Southeast Valley 14B Predator-Central,1,3,10/12/2024,OPEN League: Season 1,
U-11 (2014) Boys Pre Academy,Phoenix United 2014 Premier,3,0,10/5/2024,OPEN League: Season 1,
Phoenix United 2014 Premier,AZEV B2014 (NAVY),0,2,9/29/2024,Arizona Athletic Grounds Tournament Series,
AZEV B2014 (WHITE),Phoenix United 2014 Premier,1,4,9/28/2024,Arizona Athletic Grounds Tournament Series,
Phoenix United 2014 Premier,State 48 FC 14 White,4,1,9/27/2024,Arizona Athletic Grounds Tournament Series,
Madison FC 14 Gold Boys Storm,Phoenix United 2014 Premier,3,0,9/21/2024,OPEN League: Season 1,
PRFC Scottsdale 14B Pre-Academy,Phoenix United 2014 Premier,7,0,9/7/2024,OPEN League: Season 1,
PRFC Desert Foothills 14B Pre-Academy,Phoenix United 2014 Premier,2,2,9/1/2024,Phoenix Rising Cup,
PRFC Desert Foothills 14B Pre-Academy,CCV Stars 14 Boys South Pre-ECNL,2,3,10/5/2025,ARIZONA ADVANCED LEAGUES,
PRFC Desert Foothills 14B Pre-Academy,Madison FC 14 Gold Boys,4,3,10/3/2025,ARIZONA ADVANCED LEAGUES,
PRFC Desert Foothills 14B Pre-Academy,14 Pre-MLSN #2,1,2,9/28/2025,ARIZONA ADVANCED LEAGUES,
Madison FC 14 Gold Boys,PRFC Desert Foothills 14B Pre-Academy,4,1,9/20/2025,ARIZONA ADVANCED LEAGUES,
PRFC Desert Foothills 14B Pre-Academy,Southeast 2014 Boys Green,4,0,9/19/2025,ARIZONA ADVANCED LEAGUES,
PRFC Desert Foothills 14B Pre-Academy,Southeast 2014 Boys Red,1,5,9/7/2025,Flagstaff Soccer United Cup,
Madison FC 14 Gold Boys,PRFC Desert Foothills 14B Pre-Academy,4,1,9/6/2025,Flagstaff Soccer United Cup,
PRFC Desert Foothills 14B Pre-Academy,AZEV B2014 (NAVY),2,3,9/6/2025,Flagstaff Soccer United Cup,
PRFC Desert Foothills 14B Pre-Academy,Southeast 2014 Boys Green,6,1,8/31/2025,Phoenix Rising Cup,
Tuzos Academy Mesa 2014,PRFC Desert Foothills 14B Pre-Academy,2,0,8/31/2025,Phoenix Rising Cup,
PRFC Desert Foothills 14B Pre-Academy,14B Hermanson AL,6,0,8/30/2025,Phoenix Rising Cup,
Dynamos SC 14B Gold,PRFC Desert Foothills 14B Pre-Academy,0,5,8/29/2025,Phoenix Rising Cup,
Madison FC 14 Gold Boys Storm,PRFC Desert Foothills 14B Pre-Academy,4,2,4/6/2025,Yavapai,
PRFC Desert Foothills 14B Pre-Academy,Tuzos Halcones 2014,5,2,4/5/2025,Yavapai,
PRFC Desert Foothills 14B Pre-Academy,NOS Santos 14 Boys Blue,8,3,3/29/2025,Futsal B and G ,
Tuzos Royals 2014,PRFC Desert Foothills 14B Pre-Academy,1,2,3/1/2025,Futsal B and G ,
PRFC Desert Foothills 14B Pre-Academy,PRFC Scottsdale 14B Pre-Academy,1,4,2/23/2025,Phoenix Rising FC Tournaments - Max Shacknai Invitational,
AZ Arsenal 14 Boys Teal 1,PRFC Desert Foothills 14B Pre-Academy,1,3,2/23/2025,Phoenix Rising FC Tournaments - Max Shacknai Invitational,
PRFC Desert Foothills 14B Pre-Academy,Phoenix Premier FC 14B Black,3,2,2/22/2025,Phoenix Rising FC Tournaments - Max Shacknai Invitational,
Next Level Soccer Southeast 2014 Boys Blue,PRFC Desert Foothills 14B Pre-Academy,1,6,2/22/2025,Phoenix Rising FC Tournaments - Max Shacknai Invitational,
Brazas 2014 Boys Black Marcos,PRFC Desert Foothills 14B Pre-Academy,2,0,2/15/2025,Futsal B and G ,
PRFC Desert Foothills 14B Pre-Academy,AZSC 14B Perez,2,5,2/8/2025,Futsal B and G ,
AZ Arsenal 14 Boys Teal 1,PRFC Desert Foothills 14B Pre-Academy,2,2,2/1/2025,Futsal B and G ,
AZSC 14B Perez,PRFC Desert Foothills 14B Pre-Academy,4,3,1/26/2025,AZ Soccer Clash,
PRFC Desert Foothills 14B Pre-Academy,U-11 (2014) Boys Pre Academy,4,1,1/25/2025,AZ Soccer Clash,
East Valley NSFC 14 Boys Aguirre,PRFC Desert Foothills 14B Pre-Academy,1,3,1/25/2025,AZ Soccer Clash,
PRFC North Valley 14B Predator,PRFC Desert Foothills 14B Pre-Academy,2,3,1/24/2025,AZ Soccer Clash,
PRFC Desert Foothills 14B Pre-Academy,Phoenix United 2014B West,2,3,1/18/2025,Futsal B and G ,
PRFC Desert Foothills 14B Pre-Academy,PRFC West Valley 15B Predator,6,3,12/15/2024,Holiday Classic,
PRFC Desert Foothills 14B Pre-Academy,Next Level Soccer Southeast 2014 Boys Blue,2,3,12/14/2024,Holiday Classic,
Madison FC 14 Gold Boys Storm,PRFC Desert Foothills 14B Pre-Academy,1,1,12/14/2024,Holiday Classic,
Playmaker Futbol Academy 14B Gold,PRFC Desert Foothills 14B Pre-Academy,2,4,11/3/2024,2025 Rush Cup ,
Legends FC AZ 14B Gold,PRFC Desert Foothills 14B Pre-Academy,1,2,11/2/2024,2025 Rush Cup ,
PRFC Desert Foothills 14B Pre-Academy,14,2,3,11/2/2024,2025 Rush Cup ,
Next Level Soccer Northwest 2014 Boys,PRFC Desert Foothills 14B Pre-Academy,1,4,10/27/2024,Phoenix Rising FC Tournaments - Fall Classic,
15B NMarkette,PRFC Desert Foothills 14B Pre-Academy,1,10,10/19/2024,OPEN League: Season 1,
Legends FC AZ 14B Gold,PRFC Desert Foothills 14B Pre-Academy,3,9,10/5/2024,OPEN League: Season 1,
PRFC Desert Foothills 14B Pre-Academy,Brazas 2014 Boys Black Marcos,3,3,9/28/2024,OPEN League: Season 1,
PRFC Desert Foothills 14B Pre-Academy,Tuzos Royals 2014,2,4,9/21/2024,OPEN League: Season 1,
AZSC 14B Perez,PRFC Desert Foothills 14B Pre-Academy,4,2,9/14/2024,OPEN League: Season 1,
PRFC Desert Foothills 14B Pre-Academy,AZ Arsenal 14 Boys Teal 1,5,0,9/7/2024,OPEN League: Season 1,
PRFC North Valley 14B Predator,PRFC Desert Foothills 14B Pre-Academy,2,4,9/1/2024,Phoenix Rising Cup,
Juventus,PRFC Desert Foothills 14B Pre-Academy,1,1,4/21/2024,Schools Out,
PRFC Desert Foothills 14B Pre-Academy,Chelsea 13B,1,6,4/20/2024,Schools Out,
Tuzos Academy Mesa 2014,Pima Surf 2014 B,0,6,10/5/2025,ARIZONA ADVANCED LEAGUES,
Tuzos Academy Mesa 2014,Tuzos Halcones 2014,3,4,9/21/2025,ARIZONA ADVANCED LEAGUES,
Tuzos Academy Mesa 2014,RSL-AZ Yuma 14 Boys Quinonez,4,7,9/20/2025,ARIZONA ADVANCED LEAGUES,
Tuzos Royals 14 Pre-Academy,Tuzos Academy Mesa 2014,2,3,9/7/2025,Tuzos Challenge,
Tuzos Academy Mesa 2014,U-12 (2014) Boys Yuma Pre Academy,1,2,9/7/2025,Tuzos Challenge,
FC Elite Arizona 2014 Boys - Urbina,Tuzos Academy Mesa 2014,0,4,9/6/2025,Tuzos Challenge,
Tuzos Academy Mesa 2014,U-12 (2014) Boys Pre Academy Blue,5,3,9/6/2025,Tuzos Challenge,
Tuzos Academy Mesa 2014,Dynamos SC 14B Gold,2,2,8/31/2025,Phoenix Rising Cup,
Tuzos Academy Mesa 2014,PRFC Desert Foothills 14B Pre-Academy,2,0,8/31/2025,Phoenix Rising Cup,
RSL-AZ Yuma 14 Boys Quinonez,Tuzos Academy Mesa 2014,3,3,8/30/2025,Phoenix Rising Cup,
Tuzos Academy Mesa 2014,Southeast 2014 Boys Green,3,1,8/29/2025,Phoenix Rising Cup,
2014B West,Tuzos Academy Mesa 2014,12,1,3/30/2025,Tuzos Challenge,
Tuzos Academy Mesa 2014,Tuzos Royals 2014,2,8,3/29/2025,Tuzos Challenge,
Phoenix United 2015 Elite,Tuzos Academy Mesa 2014,0,1,3/29/2025,Tuzos Challenge,
Tuzos Academy Mesa 2014,Phoenix United FC 2014 Premier,2,0,3/16/2025,INFERNO CUP,
14B Engilman,Tuzos Academy Mesa 2014,5,3,3/15/2025,INFERNO CUP,
Tuzos Academy Mesa 2014,CCV STARS 14 Boys Navy PEO,2,3,3/15/2025,INFERNO CUP,
Tuzos Academy Mesa 2014,Select 14B,7,0,3/1/2025,Futsal B and G ,
Select 14B,Tuzos Academy Mesa 2014,3,3,2/9/2025,Desert Classic,
Tuzos Academy Mesa 2014,Phoenix United FC 2014 Premier,3,3,2/9/2025,Desert Classic,
Tuzos Academy Mesa 2014,2014 Boys Blue,4,0,2/1/2025,Futsal B and G ,
Tuzos Academy Mesa 2014,LAFC 14 BOYS,7,3,1/25/2025,Futsal B and G ,
PRFC Scottsdale 14B Copa,Tuzos Academy Mesa 2014,0,11,1/18/2025,Futsal B and G ,
Tuzos Academy Mesa 2014,AZSC 14B Azanger,1,0,1/11/2025,Futsal B and G ,
Next Level Soccer Southeast 2014 Boys Blue,Tuzos Academy Mesa 2014,7,1,12/7/2024,The Open,
Next Level Soccer Southeast 2014 Boys Blue,Tuzos Academy Mesa 2014,9,2,12/6/2024,The Open,
Tuzos Academy Mesa 2014,Next Level Soccer Northwest 2014 Boys,1,2,12/6/2024,The Open,
Tuzos Academy Mesa 2014,Playmaker Futbol Academy 14B Gold,3,1,11/16/2024,OPEN League: Season 1,
14B Jimmy,Tuzos Academy Mesa 2014,4,5,11/9/2024,OPEN League: Season 1,
14B Engilman,Tuzos Academy Mesa 2014,4,4,11/3/2024,2025 Rush Cup ,
Tuzos Academy Mesa 2014,Next Level Soccer Northwest 2014 Boys,3,6,11/2/2024,2025 Rush Cup ,
Tuzos Academy Mesa 2014,AZ Arsenal 15 Boys Teal 1 JZ,3,3,11/2/2024,2025 Rush Cup ,
Tuzos Academy Mesa 2014,14B OMolina,5,1,10/26/2024,OPEN League: Season 1,
NOS Santos 14 Boys Blue,Tuzos Academy Mesa 2014,5,4,10/23/2024,OPEN League: Season 1,
Tuzos Academy Mesa 2014,PRFC Southeast Valley 14B Pre-Academy,2,1,10/19/2024,OPEN League: Season 1,
Tuzos Academy Mesa 2014,Next Level Soccer Southeast 2014 Boys Green,6,4,10/11/2024,Arsenal Challenge,
Tuzos Academy Mesa 2014,14B Engilman,1,1,10/5/2024,OPEN League: Season 1,
Phoenix United 2014B West,Tuzos Academy Mesa 2014,5,2,9/21/2024,OPEN League: Season 1,
14 ECNL #2,Tuzos Academy Mesa 2014,1,1,8/31/2024,Phoenix Rising Cup,
Tuzos Academy Mesa 2014,PRFC West Valley 14B Pre-Academy,5,1,8/30/2024,Phoenix Rising Cup,
CITY SC SW B14 Premier MUR,FC Elite Arizona 2014 Boys (ARCHIVED),5,3,6/1/2025,Soccer in the Sand,
FC Elite Arizona 2014 Boys (ARCHIVED),SWSC B2014 GOLD,6,0,5/31/2025,Soccer in the Sand,
Temecula FC 2014 quails,FC Elite Arizona 2014 Boys (ARCHIVED),8,7,5/31/2025,Soccer in the Sand,
State 48 FC 14 White,FC Elite Arizona 2014 Boys (ARCHIVED),2,1,4/27/2025,AZFC Select Challenge,
FC Elite Arizona 2014 Boys (ARCHIVED),PRFC North Valley 14B Copa,6,0,4/26/2025,AZFC Select Challenge,
Madison FC 2015 Boys Gold,FC Elite Arizona 2014 Boys (ARCHIVED),1,3,4/26/2025,AZFC Select Challenge,
FC Elite Arizona 2014 Boys (ARCHIVED),FC Deportivo AZ 2014B (Gallegos),2,3,4/6/2025,Yavapai,
FC Deportivo AZ 2014B (Gallegos),FC Elite Arizona 2014 Boys (ARCHIVED),4,3,4/5/2025,Yavapai,
FC Elite Arizona 2014 Boys (ARCHIVED),Amore 2014 Boys,4,1,4/5/2025,Yavapai,
FC Elite Arizona 2014 Boys (ARCHIVED),2014 Boys Yellow,0,1,3/23/2025,TFC Spring Cup,
2014 Boys Yellow,FC Elite Arizona 2014 Boys (ARCHIVED),1,2,3/22/2025,TFC Spring Cup,
Phoenix United 2015 Academy,FC Elite Arizona 2014 Boys (ARCHIVED),2,2,3/22/2025,TFC Spring Cup,
PRFC Southeast Valley 14B Predator-Central,FC Elite Arizona 2014 Boys (ARCHIVED),1,2,3/8/2025,Futsal B and G ,
Kingman SC B14 McGill,FC Elite Arizona 2014 Boys (ARCHIVED),0,3,2/23/2025,AZFC Select Invitational ,
PRFC Scottsdale 14B Predator,FC Elite Arizona 2014 Boys (ARCHIVED),0,2,2/1/2025,Futsal B and G ,
Next Level Soccer Southeast 2014 Boys Green,FC Elite Arizona 2014 Boys (ARCHIVED),0,0,1/25/2025,AZ Soccer Clash,
FC Elite Arizona 2014 Boys (ARCHIVED),PRFC Desert Foothills 14B Predator,7,0,1/25/2025,AZ Soccer Clash,
FC Elite Arizona 2014 Boys (ARCHIVED),NOS Santos 15 Boys Blue,6,0,1/24/2025,AZ Soccer Clash,
Real Arizona 2014,FC Elite Arizona 2014 Boys (ARCHIVED),0,1,1/19/2025,Sandsharks,
FC Elite Arizona 2014 Boys (ARCHIVED),Scottsdale 14 Sandsharks,1,0,1/19/2025,Sandsharks,
FC Elite Arizona 2014 Boys (ARCHIVED),2014 Boys Yellow,3,1,1/18/2025,Sandsharks,
AZ Arsenal 15 Boys Teal 1 JZ,FC Elite Arizona 2014 Boys (ARCHIVED),3,1,1/15/2025,Futsal B and G ,
FC Elite Arizona 2014 Boys (ARCHIVED),PRFC West Valley 14B Pre-Academy,0,3,1/11/2025,Futsal B and G ,
AZ Arsenal 14 Boys AYDP,FC Elite Arizona 2014 Boys (ARCHIVED),0,4,12/14/2024,TFC Winter Festival,
FC Elite Arizona 2014 Boys (ARCHIVED),2014 Boys Blue,5,0,12/14/2024,TFC Winter Festival,
FC Elite Arizona 2014 Boys (ARCHIVED),Phoenix Premier FC 14B SW,5,4,12/8/2024,Salvation Army Christmas Angel,
FC Elite Arizona 2014 Boys (ARCHIVED),14 Boys Navy,8,0,12/8/2024,Salvation Army Christmas Angel,
FC Elite Arizona 2014 Boys (ARCHIVED),Phoenix Premier FC 14B SW,3,2,12/7/2024,Salvation Army Christmas Angel,
NOS Santos 14 Boys White,FC Elite Arizona 2014 Boys (ARCHIVED),0,5,12/7/2024,Salvation Army Christmas Angel,
PRFC West Valley 14B Pre-Academy,FC Elite Arizona 2014 Boys (ARCHIVED),1,1,11/9/2024,OPEN League: Season 1,
15B NMarkette,FC Elite Arizona 2014 Boys (ARCHIVED),3,8,10/27/2024,Phoenix Rising FC Tournaments - Fall Classic,
FC Elite Arizona 2014 Boys (ARCHIVED),PRFC Scottsdale 14B Copa,13,1,10/25/2024,Phoenix Rising FC Tournaments - Fall Classic,
Next Level Soccer Northwest 2014 Boys,FC Elite Arizona 2014 Boys (ARCHIVED),1,2,10/20/2024,The Fiesta Cup ,
Next Level Soccer Southeast 2014 Boys Red,FC Elite Arizona 2014 Boys (ARCHIVED),4,0,10/19/2024,The Fiesta Cup ,
West Valley 2014 Boys Martinez Pre-Elite64,FC Elite Arizona 2014 Boys (ARCHIVED),0,2,10/12/2024,Tournaments Powered by Rated Sports ,
FC Elite Arizona 2014 Boys (ARCHIVED),Synergy FC 14 B,3,0,10/12/2024,Tournaments Powered by Rated Sports ,
FC Elite Arizona 2014 Boys (ARCHIVED),AZSC 14B Perez,0,2,10/11/2024,Tournaments Powered by Rated Sports ,
Next Level Soccer Southeast 2014 Boys Blue,FC Elite Arizona 2014 Boys (ARCHIVED),1,3,9/29/2024,The Derby,
Legends FC AZ 14B Gold,FC Elite Arizona 2014 Boys (ARCHIVED),3,0,9/27/2024,The Derby,
FC Elite Arizona 2014 Boys (ARCHIVED),Legends FC AZ 14B Black,2,0,9/27/2024,The Derby,
14 ECNL #1,FC Elite Arizona 2014 Boys (ARCHIVED),4,0,9/22/2024,Tournaments,
CDO 14B Premier,FC Elite Arizona 2014 Boys (ARCHIVED),1,4,9/21/2024,Tournaments,
FC Elite Arizona 2014 Boys (ARCHIVED),14 ECNL #1,1,2,9/21/2024,Tournaments,
LAFC 14 BOYS,FC Elite Arizona 2014 Boys (ARCHIVED),0,10,9/14/2024,OPEN League: Season 1,
Scottsdale 14 Sandsharks,FC Elite Arizona 2014 Boys (ARCHIVED),1,0,9/7/2024,OPEN League: Season 1,
FC Elite Arizona 2014 Boys (ARCHIVED),PRFC Desert Foothills 14B Predator,4,0,9/1/2024,Phoenix Rising Cup,
AZ Arsenal 14 Boys Teal 2 PJ,FC Elite Arizona 2014 Boys (ARCHIVED),0,9,8/31/2024,Phoenix Rising Cup,
BRAZAS FC 2014 Boys Black,East Valley NSFC 14 Boys Aguirre,3,2,9/20/2025,OPEN League: Season 1,
Southeast 2015 Boys Red,East Valley NSFC 14 Boys Aguirre,9,0,9/13/2025,Cactus Kick Off,
East Valley NSFC 14 Boys Aguirre,15B AChacon Pre-MLS Next,0,8,9/13/2025,Cactus Kick Off,
East Valley NSFC 14 Boys Aguirre,Playmaker Futbol Academy PRE-ECNL B14,2,2,9/12/2025,Cactus Kick Off,
NOS Santos 14 Boys Blue,East Valley NSFC 14 Boys Aguirre,5,0,4/26/2025,Arizona Presidents Cup ,
East Valley NSFC 14 Boys Aguirre,AZ Arsenal 14 Boys Teal 1,4,1,4/19/2025,East Valley Spring Invitational,
Next Level Soccer Southeast 2014 Boys Red,East Valley NSFC 14 Boys Aguirre,5,1,4/16/2025,East Valley Spring Invitational,
East Valley NSFC 14 Boys Aguirre,AZEV B2014 (NAVY),1,0,4/14/2025,East Valley Spring Invitational,
East Valley NSFC 14 Boys Aguirre,14B Jimmy,1,4,4/11/2025,Arizona Presidents Cup ,
AZ Arsenal 15 Boys Teal 1 JZ,East Valley NSFC 14 Boys Aguirre,3,2,4/4/2025,Arizona Presidents Cup ,
East Valley NSFC 14 Boys Aguirre,15B NMarkette,4,2,3/8/2025,Ostrich Festival,
14B OMolina,East Valley NSFC 14 Boys Aguirre,3,2,3/8/2025,Ostrich Festival,
AZEV B2014 (NAVY),East Valley NSFC 14 Boys Aguirre,6,2,3/5/2025,Futsal B and G ,
14B Engilman,East Valley NSFC 14 Boys Aguirre,4,5,2/22/2025,Futsal B and G ,
