TeamKey,OppKey,Team,Opp,Score A,Score B,Date
42160188,42171732,Players 15 Boys Academy,2015 Boys Blue,0,1,2025-03-21
42171732,42160188,2015 Boys Blue,Players 15 Boys Academy,1,0,2025-03-21
42161788,42161711,State 48 FC Avondale 15 Copper,Scottsdale 15 Sandsharks Black,0,0,2025-03-21
42161711,42161788,Scottsdale 15 Sandsharks Black,State 48 FC Avondale 15 Copper,0,0,2025-03-21
42159633,42174229,PRFC Scottsdale 15B Copa,LAIFC B2015 EA,2,2,2025-03-21
42174229,42159633,LAIFC B2015 EA,PRFC Scottsdale 15B Copa,2,2,2025-03-21
42174229,42159633,LAIFC B2015 EA,PRFC Scottsdale 15B Copa,2,2,2025-03-21
42159633,42174229,PRFC Scottsdale 15B Copa,LAIFC B2015 EA,2,2,2025-03-21
42161804,42159421,15B,15/16,0,4,2025-03-21
42161415,42160014,PRFC Desert Foothills 15B Predator,Legends,1,1,2025-03-21
42161415,42160014,PRFC Desert Foothills 15B Predator,Legends,1,1,2025-03-21
42160014,42161415,Legends,PRFC Desert Foothills 15B Predator,1,1,2025-03-21
42161711,42161788,Scottsdale 15 Sandsharks Black,State 48 FC Avondale 15 Copper,0,0,2025-03-21
42161788,42161711,State 48 FC Avondale 15 Copper,Scottsdale 15 Sandsharks Black,0,0,2025-03-21
7161fd12e4d0,42160732,Synergy FC 14 B,15 Boys Navy,1,5,2025-03-21
42160732,7161fd12e4d0,15 Boys Navy,Synergy FC 14 B,5,1,2025-03-21
42158292,42158532,2015 Boys,White,7,0,2025-03-21
42158532,42158292,White,2015 Boys,0,7,2025-03-21
42159917,42159695,Southeast 2015 Boys Black,Phoenix United 2015 Elite,2,3,2025-03-21
42161728,42161196,FCDA 2015B Pre - Academy,15B NJMarkette,4,1,2025-03-21
42159421,42161804,15/16,15B,4,0,2025-03-21
42159695,42159917,Phoenix United 2015 Elite,Southeast 2015 Boys Black,3,2,2025-03-21
42159960,7d780284681d,Northwest 2015 Boys Black,B14 HR,1,1,2025-03-21
42161804,42170397,15B,B15/14,3,3,2025-03-21
42160084,42159959,Eagles,BRAZAS FC 2015 Boys Black,1,2,2025-03-21
42159959,42160084,BRAZAS FC 2015 Boys Black,Eagles,2,1,2025-03-21
42161804,42170397,15B,B15/14,3,3,2025-03-21
42170397,42161804,B15/14,15B,3,3,2025-03-21
42160958,42159421,Scottsdale 15 Sandsharks Select,15/16,1,2,2025-03-21
42159421,42160958,15/16,Scottsdale 15 Sandsharks Select,2,1,2025-03-21
42160050,42161830,Arsenal,Madison FC 15 Gold Boys,3,0,2025-03-21
42161830,42160050,Madison FC 15 Gold Boys,Arsenal,0,3,2025-03-21
42160958,42159421,Scottsdale 15 Sandsharks Select,15/16,1,2,2025-03-21
42159421,42160958,15/16,Scottsdale 15 Sandsharks Select,2,1,2025-03-21
42161830,42160050,Madison FC 15 Gold Boys,Arsenal,0,3,2025-03-21
42160050,42161830,Arsenal,Madison FC 15 Gold Boys,3,0,2025-03-21
ca938fe7d0b7,42162216,Next Level Soccer Southeast 2016 Boys Black,Tuzos Edwin 2015,5,0,2025-03-21
42162216,ca938fe7d0b7,Tuzos Edwin 2015,Next Level Soccer Southeast 2016 Boys Black,0,5,2025-03-21
42159724,42163339,Northwest 2015 Boys Red,NMSA 2015 Boys,0,3,2025-03-21
42163339,42159724,NMSA 2015 Boys,Northwest 2015 Boys Red,3,0,2025-03-21
42161196,42161728,15B NJMarkette,FCDA 2015B Pre - Academy,1,4,2025-03-21
42161196,42161728,15B NJMarkette,FCDA 2015B Pre - Academy,1,4,2025-03-21
42161728,42161196,FCDA 2015B Pre - Academy,15B NJMarkette,4,1,2025-03-21
42159959,42160084,BRAZAS FC 2015 Boys Black,Eagles,2,1,2025-03-21
42160084,42159959,Eagles,BRAZAS FC 2015 Boys Black,1,2,2025-03-21
7d780284681d,42159960,B14 HR,Northwest 2015 Boys Black,1,1,2025-03-21
42170397,42161804,B15/14,15B,3,3,2025-03-21
42158778,42161570,B15,PSG 15B Blue,0,0,2025-03-21
42161728,42161196,FCDA 2015B Pre - Academy,15B NJMarkette,4,1,2025-03-21
42161078,42159932,PRFC Scottsdale 15B Predator,CCV STARS 15 Boys Red PEO,0,4,2025-03-21
42159960,7d780284681d,Northwest 2015 Boys Black,B14 HR,1,1,2025-03-21
42161570,42158778,PSG 15B Blue,B15,0,0,2025-03-21
7d780284681d,42159960,B14 HR,Northwest 2015 Boys Black,1,1,2025-03-21
42161728,42161196,FCDA 2015B Pre - Academy,15B NJMarkette,4,1,2025-03-21
42161196,42161728,15B NJMarkette,FCDA 2015B Pre - Academy,1,4,2025-03-21
7161fd12e4d0,42160732,Synergy FC 14 B,15 Boys Navy,1,5,2025-03-21
42159421,42160958,15/16,Scottsdale 15 Sandsharks Select,2,1,2025-03-21
42160958,42159421,Scottsdale 15 Sandsharks Select,15/16,1,2,2025-03-21
42160050,42161830,Arsenal,Madison FC 15 Gold Boys,3,0,2025-03-21
42161830,42160050,Madison FC 15 Gold Boys,Arsenal,0,3,2025-03-21
42161078,42159932,PRFC Scottsdale 15B Predator,CCV STARS 15 Boys Red PEO,0,4,2025-03-21
42159932,42161078,CCV STARS 15 Boys Red PEO,PRFC Scottsdale 15B Predator,4,0,2025-03-21
42160732,7161fd12e4d0,15 Boys Navy,Synergy FC 14 B,5,1,2025-03-21
42160958,42159421,Scottsdale 15 Sandsharks Select,15/16,1,2,2025-03-21
42159421,42160958,15/16,Scottsdale 15 Sandsharks Select,2,1,2025-03-21
42161570,42158778,PSG 15B Blue,B15,0,0,2025-03-21
42160050,42161830,Arsenal,Madison FC 15 Gold Boys,3,0,2025-03-21
42161830,42160050,Madison FC 15 Gold Boys,Arsenal,0,3,2025-03-21
42158778,42161570,B15,PSG 15B Blue,0,0,2025-03-21
42158292,42158532,2015 Boys,White,7,0,2025-03-21
42158532,42158292,White,2015 Boys,0,7,2025-03-21
42158532,42158292,White,2015 Boys,0,7,2025-03-21
42158292,42158532,2015 Boys,White,7,0,2025-03-21
42159932,42161078,CCV STARS 15 Boys Red PEO,PRFC Scottsdale 15B Predator,4,0,2025-03-21
42161078,42159959,PRFC Scottsdale 15B Predator,BRAZAS FC 2015 Boys Black,1,1,2025-03-22
42158038,42162137,2015 Boys Academy,AZSC 15B Gold,6,7,2025-03-22
42161078,42159959,PRFC Scottsdale 15B Predator,BRAZAS FC 2015 Boys Black,1,1,2025-03-22
42159959,42161078,BRAZAS FC 2015 Boys Black,PRFC Scottsdale 15B Predator,1,1,2025-03-22
9dc8c94650a7,42159959,West Valley 2014 Boys Martinez Pre-Elite64,BRAZAS FC 2015 Boys Black,0,4,2025-03-22
42159959,9dc8c94650a7,BRAZAS FC 2015 Boys Black,West Valley 2014 Boys Martinez Pre-Elite64,4,0,2025-03-22
42162137,42158038,AZSC 15B Gold,2015 Boys Academy,7,6,2025-03-22
42160014,42159960,Legends,Northwest 2015 Boys Black,1,1,2025-03-22
42158038,42158563,2015 Boys Academy,2015 Rush Boys,3,3,2025-03-22
42159960,42160014,Northwest 2015 Boys Black,Legends,1,1,2025-03-22
42158038,42162137,2015 Boys Academy,AZSC 15B Gold,6,7,2025-03-22
42162137,42158038,AZSC 15B Gold,2015 Boys Academy,7,6,2025-03-22
42158563,42158038,2015 Rush Boys,2015 Boys Academy,3,3,2025-03-22
42158563,42158038,2015 Rush Boys,2015 Boys Academy,3,3,2025-03-22
42158038,42158563,2015 Boys Academy,2015 Rush Boys,3,3,2025-03-22
42159959,42161078,BRAZAS FC 2015 Boys Black,PRFC Scottsdale 15B Predator,1,1,2025-03-22
42161526,42158038,Phoenix Premier FC 15B Black,2015 Boys Academy,7,3,2025-03-22
42158038,42161526,2015 Boys Academy,Phoenix Premier FC 15B Black,3,7,2025-03-22
42158532,42160014,White,Legends,2,2,2025-03-22
42171732,42159421,2015 Boys Blue,15/16,1,1,2025-03-22
42160014,42158532,Legends,White,2,2,2025-03-22
42158532,42160014,White,Legends,2,2,2025-03-22
42158038,42161526,2015 Boys Academy,Phoenix Premier FC 15B Black,3,7,2025-03-22
42161804,42161804,15B,15B,11,0,2025-03-22
42161804,42161804,15B,15B,0,11,2025-03-22
42161804,42161804,15B,15B,0,11,2025-03-22
42161804,42161804,15B,15B,11,0,2025-03-22
42162972,42161804,Wolves 15B,15B,0,8,2025-03-22
42161804,42162972,15B,Wolves 15B,8,0,2025-03-22
42160014,42158532,Legends,White,2,2,2025-03-22
42159421,42171732,15/16,2015 Boys Blue,1,1,2025-03-22
42186417,42159695,Boys 2014 Red,Phoenix United 2015 Elite,3,3,2025-03-22
42186417,42159695,Boys 2014 Red,Phoenix United 2015 Elite,3,3,2025-03-22
42159695,42186417,Phoenix United 2015 Elite,Boys 2014 Red,3,3,2025-03-22
42159959,9dc8c94650a7,BRAZAS FC 2015 Boys Black,West Valley 2014 Boys Martinez Pre-Elite64,4,0,2025-03-22
9dc8c94650a7,42159959,West Valley 2014 Boys Martinez Pre-Elite64,BRAZAS FC 2015 Boys Black,0,4,2025-03-22
42160014,42158292,Legends,2015 Boys,0,2,2025-03-22
42158292,42160014,2015 Boys,Legends,2,0,2025-03-22
42158532,42160014,White,Legends,2,2,2025-03-22
42159695,42186417,Phoenix United 2015 Elite,Boys 2014 Red,3,3,2025-03-22
42161526,42158038,Phoenix Premier FC 15B Black,2015 Boys Academy,7,3,2025-03-22
0009eb6b8e27,42159960,BVBIA 14B North America,Northwest 2015 Boys Black,1,2,2025-03-22
706e243b612b,42161804,ACADEMY B14 - EA2,15B,1,1,2025-03-22
42161228,42160161,Sun Warriors 15/16 Boys,Brazas 2015 Boys Gold Diego Rangel,3,6,2025-03-22
42159960,0009eb6b8e27,Northwest 2015 Boys Black,BVBIA 14B North America,2,1,2025-03-22
42160161,42161804,Brazas 2015 Boys Gold Diego Rangel,15B,8,2,2025-03-22
42161804,42160161,15B,Brazas 2015 Boys Gold Diego Rangel,2,8,2025-03-22
42161804,42160161,15B,Brazas 2015 Boys Gold Diego Rangel,2,8,2025-03-22
42160161,42161804,Brazas 2015 Boys Gold Diego Rangel,15B,8,2,2025-03-22
42174753,42169603,2014,Phoenix United 2015 Academy,2,2,2025-03-22
42169603,42174753,Phoenix United 2015 Academy,2014,2,2,2025-03-22
42160161,42161228,Brazas 2015 Boys Gold Diego Rangel,Sun Warriors 15/16 Boys,6,3,2025-03-22
33a7fa8a7ca5,42169603,Excel Soccer Academy 14 Black,Phoenix United 2015 Academy,3,3,2025-03-22
42169603,33a7fa8a7ca5,Phoenix United 2015 Academy,Excel Soccer Academy 14 Black,3,3,2025-03-22
33a7fa8a7ca5,42169603,Excel Soccer Academy 14 Black,Phoenix United 2015 Academy,3,3,2025-03-22
42159960,0009eb6b8e27,Northwest 2015 Boys Black,BVBIA 14B North America,2,1,2025-03-22
0009eb6b8e27,42159960,BVBIA 14B North America,Northwest 2015 Boys Black,1,2,2025-03-22
42159961,42161526,Southeast 2015 Boys Green,Phoenix Premier FC 15B Black,1,5,2025-03-22
42161526,42159961,Phoenix Premier FC 15B Black,Southeast 2015 Boys Green,5,1,2025-03-22
42162178,42171732,AZ Thundercats 2015,2015 Boys Blue,8,3,2025-03-22
42160014,42158532,Legends,White,2,2,2025-03-22
42169603,33a7fa8a7ca5,Phoenix United 2015 Academy,Excel Soccer Academy 14 Black,3,3,2025-03-22
42161804,706e243b612b,15B,ACADEMY B14 - EA2,1,1,2025-03-22
42159917,42160378,Southeast 2015 Boys Black,Royals,2,3,2025-03-22
42171732,42162178,2015 Boys Blue,AZ Thundercats 2015,3,8,2025-03-22
42158292,42160014,2015 Boys,Legends,2,0,2025-03-22
42160014,42158292,Legends,2015 Boys,0,2,2025-03-22
42159960,42160014,Northwest 2015 Boys Black,Legends,1,1,2025-03-22
42160014,42159960,Legends,Northwest 2015 Boys Black,1,1,2025-03-22
42162183,42169603,2015 Boys Yellow,Phoenix United 2015 Academy,6,0,2025-03-22
42169603,42162183,Phoenix United 2015 Academy,2015 Boys Yellow,0,6,2025-03-22
42161526,42159961,Phoenix Premier FC 15B Black,Southeast 2015 Boys Green,5,1,2025-03-22
42159961,42161526,Southeast 2015 Boys Green,Phoenix Premier FC 15B Black,1,5,2025-03-22
42160378,42159917,Royals,Southeast 2015 Boys Black,3,2,2025-03-22
42169603,42162183,Phoenix United 2015 Academy,2015 Boys Yellow,0,6,2025-03-22
42169603,42174753,Phoenix United 2015 Academy,2014,2,2,2025-03-22
42174753,42169603,2014,Phoenix United 2015 Academy,2,2,2025-03-22
42159917,42158531,Southeast 2015 Boys Black,Blue,0,1,2025-03-22
42158531,42159917,Blue,Southeast 2015 Boys Black,1,0,2025-03-22
42158531,42159917,Blue,Southeast 2015 Boys Black,1,0,2025-03-22
42159917,42158531,Southeast 2015 Boys Black,Blue,0,1,2025-03-22
42159917,42160378,Southeast 2015 Boys Black,Royals,2,3,2025-03-22
42160378,42159917,Royals,Southeast 2015 Boys Black,3,2,2025-03-22
42162183,42169603,2015 Boys Yellow,Phoenix United 2015 Academy,6,0,2025-03-22
42160050,cbdfe6bb317b,Arsenal,Phoenix Premier FC 14B CG,1,4,2025-03-22
42162325,42161358,15/16B Valenzuela Nogales,Rangers 15B,3,1,2025-03-22
cbdfe6bb317b,42160050,Phoenix Premier FC 14B CG,Arsenal,4,1,2025-03-22
42161228,42160161,Sun Warriors 15/16 Boys,Brazas 2015 Boys Gold Diego Rangel,3,6,2025-03-22
42160161,42161228,Brazas 2015 Boys Gold Diego Rangel,Sun Warriors 15/16 Boys,6,3,2025-03-22
42162325,42161400,15/16B Valenzuela Nogales,Freedom Roadrunners,2,2,2025-03-22
42161400,42162325,Freedom Roadrunners,15/16B Valenzuela Nogales,2,2,2025-03-22
706e243b612b,42161804,ACADEMY B14 - EA2,15B,1,1,2025-03-22
42161804,706e243b612b,15B,ACADEMY B14 - EA2,1,1,2025-03-22
42158532,42161415,White,PRFC Desert Foothills 15B Predator,0,4,2025-03-22
42161415,42158532,PRFC Desert Foothills 15B Predator,White,4,0,2025-03-22
42160014,42158292,Legends,2015 Boys,0,2,2025-03-22
42158292,42160014,2015 Boys,Legends,2,0,2025-03-22
42158292,42160014,2015 Boys,Legends,2,0,2025-03-22
42160014,42158292,Legends,2015 Boys,0,2,2025-03-22
42158292,42161415,2015 Boys,PRFC Desert Foothills 15B Predator,1,1,2025-03-22
42161415,42158292,PRFC Desert Foothills 15B Predator,2015 Boys,1,1,2025-03-22
42161415,42158292,PRFC Desert Foothills 15B Predator,2015 Boys,1,1,2025-03-22
42158292,42161415,2015 Boys,PRFC Desert Foothills 15B Predator,1,1,2025-03-22
42161415,42158532,PRFC Desert Foothills 15B Predator,White,4,0,2025-03-22
42161358,42162325,Rangers 15B,15/16B Valenzuela Nogales,1,3,2025-03-22
42159932,759b838f8c2a,CCV STARS 15 Boys Red PEO,Next Level Soccer Southeast 2014 Boys Blue,1,1,2025-03-22
759b838f8c2a,42159932,Next Level Soccer Southeast 2014 Boys Blue,CCV STARS 15 Boys Red PEO,1,1,2025-03-22
759b838f8c2a,42159932,Next Level Soccer Southeast 2014 Boys Blue,CCV STARS 15 Boys Red PEO,1,1,2025-03-22
42161570,42159421,PSG 15B Blue,15/16,4,0,2025-03-22
42162325,42161358,15/16B Valenzuela Nogales,Rangers 15B,3,1,2025-03-22
42161358,42162325,Rangers 15B,15/16B Valenzuela Nogales,1,3,2025-03-22
118237dc9880,42159932,Next Level Soccer Northwest 2014 Boys,CCV STARS 15 Boys Red PEO,0,1,2025-03-22
42159932,118237dc9880,CCV STARS 15 Boys Red PEO,Next Level Soccer Northwest 2014 Boys,1,0,2025-03-22
42161526,42158038,Phoenix Premier FC 15B Black,2015 Boys Academy,7,3,2025-03-22
42158038,42161526,2015 Boys Academy,Phoenix Premier FC 15B Black,3,7,2025-03-22
42158038,42161526,2015 Boys Academy,Phoenix Premier FC 15B Black,3,7,2025-03-22
42158532,42161415,White,PRFC Desert Foothills 15B Predator,0,4,2025-03-22
42161526,42158038,Phoenix Premier FC 15B Black,2015 Boys Academy,7,3,2025-03-22
118237dc9880,42159932,Next Level Soccer Northwest 2014 Boys,CCV STARS 15 Boys Red PEO,0,1,2025-03-22
42162198,42161526,La Piedad FC 2015,Phoenix Premier FC 15B Black,1,5,2025-03-22
42161526,42162198,Phoenix Premier FC 15B Black,La Piedad FC 2015,5,1,2025-03-22
42161526,42162198,Phoenix Premier FC 15B Black,La Piedad FC 2015,5,1,2025-03-22
42162198,42161526,La Piedad FC 2015,Phoenix Premier FC 15B Black,1,5,2025-03-22
42161400,42162325,Freedom Roadrunners,15/16B Valenzuela Nogales,2,2,2025-03-22
42162325,42161400,15/16B Valenzuela Nogales,Freedom Roadrunners,2,2,2025-03-22
42159932,759b838f8c2a,CCV STARS 15 Boys Red PEO,Next Level Soccer Southeast 2014 Boys Blue,1,1,2025-03-22
42159932,118237dc9880,CCV STARS 15 Boys Red PEO,Next Level Soccer Northwest 2014 Boys,1,0,2025-03-22
42160378,42160732,Royals,15 Boys Navy,2,1,2025-03-22
42160732,42160378,15 Boys Navy,Royals,1,2,2025-03-22
42160732,42160378,15 Boys Navy,Royals,1,2,2025-03-22
42160050,42161829,Arsenal,Madison FC 15 Blue Boys,3,1,2025-03-22
42158563,42162198,2015 Rush Boys,La Piedad FC 2015,3,7,2025-03-22
42162198,42158563,La Piedad FC 2015,2015 Rush Boys,7,3,2025-03-22
42162198,42158563,La Piedad FC 2015,2015 Rush Boys,7,3,2025-03-22
42158563,42162198,2015 Rush Boys,La Piedad FC 2015,3,7,2025-03-22
42158038,42158563,2015 Boys Academy,2015 Rush Boys,3,3,2025-03-22
42158563,42158038,2015 Rush Boys,2015 Boys Academy,3,3,2025-03-22
42158563,42158038,2015 Rush Boys,2015 Boys Academy,3,3,2025-03-22
42161829,42160050,Madison FC 15 Blue Boys,Arsenal,1,3,2025-03-22
42158038,42158563,2015 Boys Academy,2015 Rush Boys,3,3,2025-03-22
42158563,42159961,2015 Rush Boys,Southeast 2015 Boys Green,3,6,2025-03-22
42158563,42159961,2015 Rush Boys,Southeast 2015 Boys Green,3,6,2025-03-22
42159961,42158563,Southeast 2015 Boys Green,2015 Rush Boys,6,3,2025-03-22
42160050,42161829,Arsenal,Madison FC 15 Blue Boys,3,1,2025-03-22
42161829,42160050,Madison FC 15 Blue Boys,Arsenal,1,3,2025-03-22
42161804,42162972,15B,Wolves 15B,8,0,2025-03-22
42162972,42161804,Wolves 15B,15B,0,8,2025-03-22
42160050,cbdfe6bb317b,Arsenal,Phoenix Premier FC 14B CG,1,4,2025-03-22
42159961,42158563,Southeast 2015 Boys Green,2015 Rush Boys,6,3,2025-03-22
cbdfe6bb317b,42160050,Phoenix Premier FC 14B CG,Arsenal,4,1,2025-03-22
42160014,42158532,Legends,White,2,2,2025-03-22
42158532,42162980,White,OJB FC 2015 Boys,9,3,2025-03-22
42160378,42160732,Royals,15 Boys Navy,2,1,2025-03-22
42160668,42161804,15 Boys Soul Warriors,15B,5,3,2025-03-22
42161804,42160668,15B,15 Boys Soul Warriors,3,5,2025-03-22
42161804,42160668,15B,15 Boys Soul Warriors,3,5,2025-03-22
42160668,42161804,15 Boys Soul Warriors,15B,5,3,2025-03-22
42161804,42161804,15B,15B,0,11,2025-03-22
42161804,42161804,15B,15B,11,0,2025-03-22
42161804,42161804,15B,15B,11,0,2025-03-22
42158532,42160014,White,Legends,2,2,2025-03-22
42161804,42161804,15B,15B,0,11,2025-03-22
42171732,42161804,2015 Boys Blue,15B,3,0,2025-03-22
42171732,42161804,2015 Boys Blue,15B,3,0,2025-03-22
42161804,42171732,15B,2015 Boys Blue,0,3,2025-03-22
42171732,42159421,2015 Boys Blue,15/16,1,1,2025-03-22
42159421,42171732,15/16,2015 Boys Blue,1,1,2025-03-22
42158532,42162980,White,OJB FC 2015 Boys,9,3,2025-03-22
42162980,42158532,OJB FC 2015 Boys,White,3,9,2025-03-22
42162980,42158532,OJB FC 2015 Boys,White,3,9,2025-03-22
42161804,42171732,15B,2015 Boys Blue,0,3,2025-03-22
42159421,42161570,15/16,PSG 15B Blue,0,4,2025-03-22
42176871,42159633,Playmaker Futbol Academy 15B Gold,PRFC Scottsdale 15B Copa,4,2,2025-03-22
42161526,42159961,Phoenix Premier FC 15B Black,Southeast 2015 Boys Green,5,1,2025-03-22
42161526,42162198,Phoenix Premier FC 15B Black,La Piedad FC 2015,5,1,2025-03-22
42162198,42158563,La Piedad FC 2015,2015 Rush Boys,7,3,2025-03-22
42158563,42162198,2015 Rush Boys,La Piedad FC 2015,3,7,2025-03-22
42162198,42158563,La Piedad FC 2015,2015 Rush Boys,7,3,2025-03-22
42158531,42161804,Blue,15B,1,6,2025-03-22
42161804,42158531,15B,Blue,6,1,2025-03-22
42161804,42158531,15B,Blue,6,1,2025-03-22
42158531,42161804,Blue,15B,1,6,2025-03-22
42162216,42160732,Tuzos Edwin 2015,15 Boys Navy,0,1,2025-03-22
42160732,42162216,15 Boys Navy,Tuzos Edwin 2015,1,0,2025-03-22
42160732,42162216,15 Boys Navy,Tuzos Edwin 2015,1,0,2025-03-22
42162216,42160732,Tuzos Edwin 2015,15 Boys Navy,0,1,2025-03-22
42161804,ea4ca71ce5e4,15B,14 ECNL #2,0,3,2025-03-22
ea4ca71ce5e4,42161804,14 ECNL #2,15B,3,0,2025-03-22
ea4ca71ce5e4,42161804,14 ECNL #2,15B,3,0,2025-03-22
42161804,ea4ca71ce5e4,15B,14 ECNL #2,0,3,2025-03-22
42161196,42159724,15B NJMarkette,Northwest 2015 Boys Red,0,0,2025-03-22
42162198,42161526,La Piedad FC 2015,Phoenix Premier FC 15B Black,1,5,2025-03-22
42162198,42161526,La Piedad FC 2015,Phoenix Premier FC 15B Black,1,5,2025-03-22
42161526,42162198,Phoenix Premier FC 15B Black,La Piedad FC 2015,5,1,2025-03-22
42162198,42162137,La Piedad FC 2015,AZSC 15B Gold,15,1,2025-03-22
759b838f8c2a,42161078,Next Level Soccer Southeast 2014 Boys Blue,PRFC Scottsdale 15B Predator,3,0,2025-03-22
759b838f8c2a,42161078,Next Level Soccer Southeast 2014 Boys Blue,PRFC Scottsdale 15B Predator,3,0,2025-03-22
42161078,759b838f8c2a,PRFC Scottsdale 15B Predator,Next Level Soccer Southeast 2014 Boys Blue,0,3,2025-03-22
42171732,1f883f0684a7,2015 Boys Blue,RSL-AZ Yuma 14 Boys Quinonez,3,5,2025-03-22
1f883f0684a7,42171732,RSL-AZ Yuma 14 Boys Quinonez,2015 Boys Blue,5,3,2025-03-22
1f883f0684a7,42171732,RSL-AZ Yuma 14 Boys Quinonez,2015 Boys Blue,5,3,2025-03-22
42171732,1f883f0684a7,2015 Boys Blue,RSL-AZ Yuma 14 Boys Quinonez,3,5,2025-03-22
42171732,42161402,2015 Boys Blue,PRFC Southeast Valley 15B Predator,1,4,2025-03-22
42159724,42161196,Northwest 2015 Boys Red,15B NJMarkette,0,0,2025-03-22
42161402,42171732,PRFC Southeast Valley 15B Predator,2015 Boys Blue,4,1,2025-03-22
42171732,42161402,2015 Boys Blue,PRFC Southeast Valley 15B Predator,1,4,2025-03-22
cbdfe6bb317b,42161830,Phoenix Premier FC 14B CG,Madison FC 15 Gold Boys,3,0,2025-03-22
42161830,cbdfe6bb317b,Madison FC 15 Gold Boys,Phoenix Premier FC 14B CG,0,3,2025-03-22
42161830,cbdfe6bb317b,Madison FC 15 Gold Boys,Phoenix Premier FC 14B CG,0,3,2025-03-22
cbdfe6bb317b,42161830,Phoenix Premier FC 14B CG,Madison FC 15 Gold Boys,3,0,2025-03-22
42162198,42162137,La Piedad FC 2015,AZSC 15B Gold,15,1,2025-03-22
42162137,42162198,AZSC 15B Gold,La Piedad FC 2015,1,15,2025-03-22
42162137,42162198,AZSC 15B Gold,La Piedad FC 2015,1,15,2025-03-22
42161402,42171732,PRFC Southeast Valley 15B Predator,2015 Boys Blue,4,1,2025-03-22
42161078,759b838f8c2a,PRFC Scottsdale 15B Predator,Next Level Soccer Southeast 2014 Boys Blue,0,3,2025-03-22
42159724,42161196,Northwest 2015 Boys Red,15B NJMarkette,0,0,2025-03-22
42159421,42161570,15/16,PSG 15B Blue,0,4,2025-03-22
42162183,42162178,2015 Boys Yellow,AZ Thundercats 2015,6,7,2025-03-22
42161788,2f70e5324275,State 48 FC Avondale 15 Copper,Next Level Soccer Northwest 2015 Girls Black,1,0,2025-03-22
2f70e5324275,42161788,Next Level Soccer Northwest 2015 Girls Black,State 48 FC Avondale 15 Copper,0,1,2025-03-22
42161983,42162317,AZSC 2015B White,Phoenix Premier FC 15B White,6,1,2025-03-22
42162317,42161983,Phoenix Premier FC 15B White,AZSC 2015B White,1,6,2025-03-22
42171732,42162178,2015 Boys Blue,AZ Thundercats 2015,3,8,2025-03-22
42162178,42171732,AZ Thundercats 2015,2015 Boys Blue,8,3,2025-03-22
42162317,42161983,Phoenix Premier FC 15B White,AZSC 2015B White,1,6,2025-03-22
42161983,42162317,AZSC 2015B White,Phoenix Premier FC 15B White,6,1,2025-03-22
42162183,42162178,2015 Boys Yellow,AZ Thundercats 2015,6,7,2025-03-22
42162178,42162183,AZ Thundercats 2015,2015 Boys Yellow,7,6,2025-03-22
42162216,42160829,Tuzos Edwin 2015,State 48 FC Buckeye 15 Black,0,0,2025-03-22
42160829,42162216,State 48 FC Buckeye 15 Black,Tuzos Edwin 2015,0,0,2025-03-22
42162216,42160732,Tuzos Edwin 2015,15 Boys Navy,0,1,2025-03-22
42160732,42162216,15 Boys Navy,Tuzos Edwin 2015,1,0,2025-03-22
42162519,42161788,Locomotive 2015,State 48 FC Avondale 15 Copper,0,1,2025-03-22
42161788,42162519,State 48 FC Avondale 15 Copper,Locomotive 2015,1,0,2025-03-22
42162178,42162183,AZ Thundercats 2015,2015 Boys Yellow,7,6,2025-03-22
42161394,42161415,NOS Santos 15 Boys White,PRFC Desert Foothills 15B Predator,4,1,2025-03-22
42161415,42161394,PRFC Desert Foothills 15B Predator,NOS Santos 15 Boys White,1,4,2025-03-22
42161415,42161394,PRFC Desert Foothills 15B Predator,NOS Santos 15 Boys White,1,4,2025-03-22
42161570,42159421,PSG 15B Blue,15/16,4,0,2025-03-22
42161196,42159724,15B NJMarkette,Northwest 2015 Boys Red,0,0,2025-03-22
42159724,42161196,Northwest 2015 Boys Red,15B NJMarkette,0,0,2025-03-22
42160188,42159421,Players 15 Boys Academy,15/16,3,0,2025-03-22
42159421,42160188,15/16,Players 15 Boys Academy,0,3,2025-03-22
42160732,42162216,15 Boys Navy,Tuzos Edwin 2015,1,0,2025-03-22
42162216,42160732,Tuzos Edwin 2015,15 Boys Navy,0,1,2025-03-22
42160829,42162216,State 48 FC Buckeye 15 Black,Tuzos Edwin 2015,0,0,2025-03-22
42161196,42159724,15B NJMarkette,Northwest 2015 Boys Red,0,0,2025-03-22
42162216,42160829,Tuzos Edwin 2015,State 48 FC Buckeye 15 Black,0,0,2025-03-22
42162519,42161788,Locomotive 2015,State 48 FC Avondale 15 Copper,0,1,2025-03-22
42161415,d1f222b9f9d4,PRFC Desert Foothills 15B Predator,FC ARIZONA 14 GFC VELAZCO,4,5,2025-03-22
d1f222b9f9d4,42161415,FC ARIZONA 14 GFC VELAZCO,PRFC Desert Foothills 15B Predator,5,4,2025-03-22
2f70e5324275,42161788,Next Level Soccer Northwest 2015 Girls Black,State 48 FC Avondale 15 Copper,0,1,2025-03-22
42161788,2f70e5324275,State 48 FC Avondale 15 Copper,Next Level Soccer Northwest 2015 Girls Black,1,0,2025-03-22
d1f222b9f9d4,42161415,FC ARIZONA 14 GFC VELAZCO,PRFC Desert Foothills 15B Predator,5,4,2025-03-22
