Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
paradise valley soccer club 2012 boys black,chandler soccer club 2012 boys white,Paradise Valley Soccer Club 2012 Boys Black,Chandler Soccer Club 2012 Boys White,3,5,League Play,2025-09-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,queen creek soccer club 2012 boys white,Paradise Valley Soccer Club 2012 Boys Black,Queen Creek Soccer Club 2012 Boys White,2,2,League Play,2025-01-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,queen creek soccer club 2012 boys black,Paradise Valley Soccer Club 2012 Boys Black,Queen Creek Soccer Club 2012 Boys Black,0,1,League Play,2025-07-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,maricopa soccer club 2012 boys red,Paradise Valley Soccer Club 2012 Boys Black,Maricopa Soccer Club 2012 Boys Red,0,0,League Play,2025-05-31,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,queen creek soccer club 2012 boys white,Paradise Valley Soccer Club 2012 Boys Black,Queen Creek Soccer Club 2012 Boys White,2,5,League Play,2024-10-31,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,az arsenal soccer club 2012 boys blue,Paradise Valley Soccer Club 2012 Boys Black,AZ Arsenal Soccer Club 2012 Boys Blue,1,4,League Play,2025-03-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,az soccer club 2012 boys gold,Paradise Valley Soccer Club 2012 Boys Black,AZ Soccer Club 2012 Boys Gold,0,3,League Play,2025-04-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,az arsenal soccer club 2012 boys red,Paradise Valley Soccer Club 2012 Boys Black,AZ Arsenal Soccer Club 2012 Boys Red,1,4,League Play,2025-07-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,rsl-az yuma 2012 boys red,Paradise Valley Soccer Club 2012 Boys Black,RSL-AZ Yuma 2012 Boys Red,3,3,League Play,2025-06-21,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,fc tucson youth soccer 2012 boys white,Paradise Valley Soccer Club 2012 Boys Black,FC Tucson Youth Soccer 2012 Boys White,0,2,League Play,2024-12-29,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,mesa soccer club 2012 boys black,Paradise Valley Soccer Club 2012 Boys Black,Mesa Soccer Club 2012 Boys Black,4,4,League Play,2024-10-30,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,phoenix premier fc 2012 boys red,Paradise Valley Soccer Club 2012 Boys Black,Phoenix Premier FC 2012 Boys Red,2,2,League Play,2025-05-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,desert sc 2012 boys blue,Paradise Valley Soccer Club 2012 Boys Black,Desert SC 2012 Boys Blue,5,1,League Play,2025-07-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,mesa soccer club 2012 boys black,Paradise Valley Soccer Club 2012 Boys Black,Mesa Soccer Club 2012 Boys Black,5,2,League Play,2025-06-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,queen creek soccer club 2012 boys gold,Paradise Valley Soccer Club 2012 Boys Black,Queen Creek Soccer Club 2012 Boys Gold,3,1,League Play,2025-04-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,rsl-az yuma 2012 boys gold,Paradise Valley Soccer Club 2012 Boys Black,RSL-AZ Yuma 2012 Boys Gold,3,2,League Play,2025-08-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,phoenix rising fc 2012 boys blue,Paradise Valley Soccer Club 2012 Boys Black,Phoenix Rising FC 2012 Boys Blue,4,2,League Play,2025-09-05,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,chandler soccer club 2012 boys white,Paradise Valley Soccer Club 2012 Boys Black,Chandler Soccer Club 2012 Boys White,4,1,League Play,2025-05-31,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,peoria soccer club 2012 boys white,Paradise Valley Soccer Club 2012 Boys Black,Peoria Soccer Club 2012 Boys White,5,0,League Play,2025-06-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,rsl-az north 2012 boys red,Paradise Valley Soccer Club 2012 Boys Black,RSL-AZ North 2012 Boys Red,0,2,League Play,2025-01-01,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,tempe soccer club 2012 boys blue,Paradise Valley Soccer Club 2012 Boys Black,Tempe Soccer Club 2012 Boys Blue,5,1,League Play,2025-02-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,tempe soccer club 2012 boys white,Paradise Valley Soccer Club 2012 Boys Black,Tempe Soccer Club 2012 Boys White,2,1,League Play,2025-10-06,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,az soccer club 2012 boys gold,Paradise Valley Soccer Club 2012 Boys Black,AZ Soccer Club 2012 Boys Gold,4,0,League Play,2025-09-14,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,apache junction soccer club 2012 boys gold,Paradise Valley Soccer Club 2012 Boys Black,Apache Junction Soccer Club 2012 Boys Gold,4,5,League Play,2025-04-03,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,phoenix premier fc 2012 boys red,Paradise Valley Soccer Club 2012 Boys Black,Phoenix Premier FC 2012 Boys Red,1,2,League Play,2025-05-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,casa grande soccer club 2012 boys gold,Paradise Valley Soccer Club 2012 Boys Black,Casa Grande Soccer Club 2012 Boys Gold,2,3,League Play,2025-06-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,mesa soccer club 2012 boys black,Paradise Valley Soccer Club 2012 Boys Black,Mesa Soccer Club 2012 Boys Black,1,5,League Play,2025-05-03,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,valley united fc 2012 boys red,Paradise Valley Soccer Club 2012 Boys Black,Valley United FC 2012 Boys Red,5,4,League Play,2025-01-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
paradise valley soccer club 2012 boys black,glendale soccer club 2012 boys red,Paradise Valley Soccer Club 2012 Boys Black,Glendale Soccer Club 2012 Boys Red,1,1,League Play,2025-08-12,az_boys_u14,https://rankings.gotsport.com/teams/u14_31
goodyear soccer club 2012 boys blue,fc tucson youth soccer 2012 boys red,Goodyear Soccer Club 2012 Boys Blue,FC Tucson Youth Soccer 2012 Boys Red,2,2,League Play,2025-05-06,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,goodyear soccer club 2012 boys gold,Goodyear Soccer Club 2012 Boys Blue,Goodyear Soccer Club 2012 Boys Gold,5,0,League Play,2024-11-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,az soccer club 2012 boys red,Goodyear Soccer Club 2012 Boys Blue,AZ Soccer Club 2012 Boys Red,3,2,League Play,2025-03-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,apache junction soccer club 2012 boys gold,Goodyear Soccer Club 2012 Boys Blue,Apache Junction Soccer Club 2012 Boys Gold,3,1,League Play,2025-01-16,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,rsl-az south 2012 boys blue,Goodyear Soccer Club 2012 Boys Blue,RSL-AZ South 2012 Boys Blue,5,0,League Play,2024-12-30,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,tempe soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Blue,Tempe Soccer Club 2012 Boys Black,5,0,League Play,2025-09-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,az arsenal soccer club 2012 boys red,Goodyear Soccer Club 2012 Boys Blue,AZ Arsenal Soccer Club 2012 Boys Red,5,1,League Play,2024-12-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,tempe soccer club 2012 boys blue,Goodyear Soccer Club 2012 Boys Blue,Tempe Soccer Club 2012 Boys Blue,0,4,League Play,2025-05-23,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys gold,Goodyear Soccer Club 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys Gold,2,1,League Play,2024-10-23,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,paradise valley soccer club 2012 boys blue,Goodyear Soccer Club 2012 Boys Blue,Paradise Valley Soccer Club 2012 Boys Blue,0,4,League Play,2025-03-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys Black,4,1,League Play,2025-08-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,fc elite arizona 2012 boys gold,Goodyear Soccer Club 2012 Boys Blue,FC Elite Arizona 2012 Boys Gold,5,5,League Play,2024-12-08,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys Black,3,5,League Play,2025-06-13,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,paradise valley soccer club 2012 boys blue,Goodyear Soccer Club 2012 Boys Blue,Paradise Valley Soccer Club 2012 Boys Blue,4,1,League Play,2025-04-23,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys Black,2,0,League Play,2025-09-14,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,peoria soccer club 2012 boys white,Goodyear Soccer Club 2012 Boys Blue,Peoria Soccer Club 2012 Boys White,2,5,League Play,2024-12-23,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys white,Goodyear Soccer Club 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys White,5,0,League Play,2025-07-31,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,tempe soccer club 2012 boys blue,Goodyear Soccer Club 2012 Boys Blue,Tempe Soccer Club 2012 Boys Blue,2,4,League Play,2025-04-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys gold,Goodyear Soccer Club 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys Gold,3,3,League Play,2025-08-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,fountain hills soccer club 2012 boys blue,Goodyear Soccer Club 2012 Boys Blue,Fountain Hills Soccer Club 2012 Boys Blue,0,5,League Play,2025-07-01,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,desert sc 2012 boys blue,Goodyear Soccer Club 2012 Boys Blue,Desert SC 2012 Boys Blue,5,0,League Play,2024-10-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,phoenix rising fc 2012 boys blue,Goodyear Soccer Club 2012 Boys Blue,Phoenix Rising FC 2012 Boys Blue,4,0,League Play,2024-10-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,chandler soccer club 2012 boys white,Goodyear Soccer Club 2012 Boys Blue,Chandler Soccer Club 2012 Boys White,2,5,League Play,2025-02-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,cave creek soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Blue,Cave Creek Soccer Club 2012 Boys Black,2,0,League Play,2025-01-29,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,fountain hills soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Blue,Fountain Hills Soccer Club 2012 Boys Black,4,1,League Play,2025-06-08,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,fc tucson youth soccer 2012 boys blue,Goodyear Soccer Club 2012 Boys Blue,FC Tucson Youth Soccer 2012 Boys Blue,4,5,League Play,2025-03-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,desert sc 2012 boys red,Goodyear Soccer Club 2012 Boys Blue,Desert SC 2012 Boys Red,4,5,League Play,2025-09-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,phoenix premier fc 2012 boys gold,Goodyear Soccer Club 2012 Boys Blue,Phoenix Premier FC 2012 Boys Gold,0,1,League Play,2024-10-31,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,fountain hills soccer club 2012 boys white,Goodyear Soccer Club 2012 Boys Blue,Fountain Hills Soccer Club 2012 Boys White,0,0,League Play,2024-10-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
goodyear soccer club 2012 boys blue,tempe soccer club 2012 boys black,Goodyear Soccer Club 2012 Boys Blue,Tempe Soccer Club 2012 Boys Black,1,5,League Play,2024-12-04,az_boys_u14,https://rankings.gotsport.com/teams/u14_32
apache junction soccer club 2012 boys blue,paradise valley soccer club 2012 boys blue,Apache Junction Soccer Club 2012 Boys Blue,Paradise Valley Soccer Club 2012 Boys Blue,4,5,League Play,2024-11-13,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,phoenix premier fc 2012 boys gold,Apache Junction Soccer Club 2012 Boys Blue,Phoenix Premier FC 2012 Boys Gold,5,2,League Play,2024-12-04,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,tempe soccer club 2012 boys blue,Apache Junction Soccer Club 2012 Boys Blue,Tempe Soccer Club 2012 Boys Blue,2,1,League Play,2024-11-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,peoria soccer club 2012 boys white,Apache Junction Soccer Club 2012 Boys Blue,Peoria Soccer Club 2012 Boys White,4,1,League Play,2025-08-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,phoenix premier fc 2012 boys gold,Apache Junction Soccer Club 2012 Boys Blue,Phoenix Premier FC 2012 Boys Gold,2,2,League Play,2025-02-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,queen creek soccer club 2012 boys white,Apache Junction Soccer Club 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys White,1,2,League Play,2025-10-04,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,rsl-az south 2012 boys white,Apache Junction Soccer Club 2012 Boys Blue,RSL-AZ South 2012 Boys White,5,2,League Play,2025-02-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,casa grande soccer club 2012 boys blue,Apache Junction Soccer Club 2012 Boys Blue,Casa Grande Soccer Club 2012 Boys Blue,4,1,League Play,2025-09-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,desert sc 2012 boys gold,Apache Junction Soccer Club 2012 Boys Blue,Desert SC 2012 Boys Gold,4,2,League Play,2025-07-25,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,desert sc 2012 boys gold,Apache Junction Soccer Club 2012 Boys Blue,Desert SC 2012 Boys Gold,4,3,League Play,2025-03-13,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,cave creek soccer club 2012 boys black,Apache Junction Soccer Club 2012 Boys Blue,Cave Creek Soccer Club 2012 Boys Black,3,2,League Play,2025-10-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,fc elite arizona 2012 boys gold,Apache Junction Soccer Club 2012 Boys Blue,FC Elite Arizona 2012 Boys Gold,3,4,League Play,2025-07-08,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,desert sc 2012 boys blue,Apache Junction Soccer Club 2012 Boys Blue,Desert SC 2012 Boys Blue,5,0,League Play,2024-12-29,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,mesa soccer club 2012 boys red,Apache Junction Soccer Club 2012 Boys Blue,Mesa Soccer Club 2012 Boys Red,0,0,League Play,2025-01-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,az arsenal soccer club 2012 boys blue,Apache Junction Soccer Club 2012 Boys Blue,AZ Arsenal Soccer Club 2012 Boys Blue,1,1,League Play,2025-06-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,phoenix premier fc 2012 boys gold,Apache Junction Soccer Club 2012 Boys Blue,Phoenix Premier FC 2012 Boys Gold,3,0,League Play,2025-04-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,goodyear soccer club 2012 boys red,Apache Junction Soccer Club 2012 Boys Blue,Goodyear Soccer Club 2012 Boys Red,4,2,League Play,2024-11-08,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,phoenix rising fc 2012 boys black,Apache Junction Soccer Club 2012 Boys Blue,Phoenix Rising FC 2012 Boys Black,4,5,League Play,2025-09-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,desert sc 2012 boys gold,Apache Junction Soccer Club 2012 Boys Blue,Desert SC 2012 Boys Gold,0,3,League Play,2025-05-21,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,rsl-az north 2012 boys red,Apache Junction Soccer Club 2012 Boys Blue,RSL-AZ North 2012 Boys Red,5,3,League Play,2025-08-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,glendale soccer club 2012 boys red,Apache Junction Soccer Club 2012 Boys Blue,Glendale Soccer Club 2012 Boys Red,5,5,League Play,2025-09-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,mesa soccer club 2012 boys red,Apache Junction Soccer Club 2012 Boys Blue,Mesa Soccer Club 2012 Boys Red,5,4,League Play,2024-11-16,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,maricopa soccer club 2012 boys red,Apache Junction Soccer Club 2012 Boys Blue,Maricopa Soccer Club 2012 Boys Red,2,3,League Play,2024-12-06,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,buckeye soccer club 2012 boys blue,Apache Junction Soccer Club 2012 Boys Blue,Buckeye Soccer Club 2012 Boys Blue,3,1,League Play,2024-10-12,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,mesa soccer club 2012 boys black,Apache Junction Soccer Club 2012 Boys Blue,Mesa Soccer Club 2012 Boys Black,2,1,League Play,2025-09-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,rsl-az yuma 2012 boys gold,Apache Junction Soccer Club 2012 Boys Blue,RSL-AZ Yuma 2012 Boys Gold,5,1,League Play,2025-03-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,chandler soccer club 2012 boys white,Apache Junction Soccer Club 2012 Boys Blue,Chandler Soccer Club 2012 Boys White,1,4,League Play,2025-06-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,chandler soccer club 2012 boys gold,Apache Junction Soccer Club 2012 Boys Blue,Chandler Soccer Club 2012 Boys Gold,2,2,League Play,2025-05-25,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,casa grande soccer club 2012 boys blue,Apache Junction Soccer Club 2012 Boys Blue,Casa Grande Soccer Club 2012 Boys Blue,3,1,League Play,2025-02-03,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
apache junction soccer club 2012 boys blue,goodyear soccer club 2012 boys blue,Apache Junction Soccer Club 2012 Boys Blue,Goodyear Soccer Club 2012 Boys Blue,1,0,League Play,2024-10-30,az_boys_u14,https://rankings.gotsport.com/teams/u14_33
tempe soccer club 2012 boys blue,surprise soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Surprise Soccer Club 2012 Boys Gold,2,0,League Play,2025-06-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,casa grande soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Casa Grande Soccer Club 2012 Boys Blue,2,0,League Play,2024-11-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,tempe soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Tempe Soccer Club 2012 Boys Black,0,3,League Play,2025-04-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,goodyear soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Goodyear Soccer Club 2012 Boys Gold,2,3,League Play,2025-06-12,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,scottsdale soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Scottsdale Soccer Club 2012 Boys Black,1,1,League Play,2025-05-21,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,az soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,AZ Soccer Club 2012 Boys Gold,4,2,League Play,2025-08-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,avondale soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Avondale Soccer Club 2012 Boys Black,1,0,League Play,2025-03-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,mesa soccer club 2012 boys white,Tempe Soccer Club 2012 Boys Blue,Mesa Soccer Club 2012 Boys White,4,4,League Play,2025-07-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,casa grande soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Casa Grande Soccer Club 2012 Boys Gold,5,0,League Play,2025-02-25,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,rsl-az yuma 2012 boys red,Tempe Soccer Club 2012 Boys Blue,RSL-AZ Yuma 2012 Boys Red,1,5,League Play,2024-10-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,az soccer club 2012 boys red,Tempe Soccer Club 2012 Boys Blue,AZ Soccer Club 2012 Boys Red,2,0,League Play,2025-05-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,phoenix rising fc 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Phoenix Rising FC 2012 Boys Blue,5,0,League Play,2025-08-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,glendale soccer club 2012 boys red,Tempe Soccer Club 2012 Boys Blue,Glendale Soccer Club 2012 Boys Red,2,5,League Play,2024-10-23,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,queen creek soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys Gold,5,3,League Play,2025-08-14,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,cave creek soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Cave Creek Soccer Club 2012 Boys Black,4,4,League Play,2024-10-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,desert sc 2012 boys red,Tempe Soccer Club 2012 Boys Blue,Desert SC 2012 Boys Red,3,0,League Play,2025-03-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,valley united fc 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Valley United FC 2012 Boys Black,3,5,League Play,2025-01-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,fc elite arizona 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,FC Elite Arizona 2012 Boys Gold,4,2,League Play,2025-09-30,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,cave creek soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Cave Creek Soccer Club 2012 Boys Black,1,4,League Play,2025-03-16,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,chandler soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Chandler Soccer Club 2012 Boys Gold,1,1,League Play,2025-03-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,apache junction soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Apache Junction Soccer Club 2012 Boys Gold,4,3,League Play,2025-06-01,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,paradise valley soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Paradise Valley Soccer Club 2012 Boys Black,4,2,League Play,2025-01-14,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,phoenix premier fc 2012 boys red,Tempe Soccer Club 2012 Boys Blue,Phoenix Premier FC 2012 Boys Red,2,1,League Play,2024-12-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,paradise valley soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Paradise Valley Soccer Club 2012 Boys Black,1,5,League Play,2024-11-12,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,gilbert soccer club 2012 boys white,Tempe Soccer Club 2012 Boys Blue,Gilbert Soccer Club 2012 Boys White,3,0,League Play,2025-05-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,scottsdale soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Scottsdale Soccer Club 2012 Boys Black,0,2,League Play,2025-04-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
tempe soccer club 2012 boys blue,cave creek soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Cave Creek Soccer Club 2012 Boys Black,3,3,League Play,2025-05-05,az_boys_u14,https://rankings.gotsport.com/teams/u14_34
