Team A,Team B,Score A,Score B,Date
scottsdale soccer club 2013 boys white,surprise soccer club 2013 boys red,5,0,2025-07-22
scottsdale soccer club 2013 boys white,casa grande soccer club 2013 boys blue,0,5,2024-11-27
scottsdale soccer club 2013 boys white,peoria soccer club 2013 boys gold,5,1,2024-11-02
scottsdale soccer club 2013 boys white,gilbert soccer club 2013 boys red,4,4,2024-12-17
scottsdale soccer club 2013 boys white,az arsenal soccer club 2013 boys black,4,2,2025-02-24
scottsdale soccer club 2013 boys white,fc tucson youth soccer 2013 boys blue,3,2,2025-03-22
scottsdale soccer club 2013 boys white,goodyear soccer club 2013 boys red,0,4,2025-10-05
scottsdale soccer club 2013 boys white,phoenix rising fc 2013 boys black,4,3,2024-11-04
scottsdale soccer club 2013 boys white,cave creek soccer club 2013 boys blue,0,4,2025-04-25
scottsdale soccer club 2013 boys white,queen creek soccer club 2013 boys black,2,5,2025-03-17
scottsdale soccer club 2013 boys white,az arsenal soccer club 2013 boys black,3,5,2025-08-13
scottsdale soccer club 2013 boys white,chandler soccer club 2013 boys white,2,0,2025-06-03
scottsdale soccer club 2013 boys white,az soccer club 2013 boys blue,5,5,2024-10-19
scottsdale soccer club 2013 boys white,rsl-az west valley 2013 boys white,2,2,2024-12-02
scottsdale soccer club 2013 boys white,apache junction soccer club 2013 boys black,2,1,2025-04-23
scottsdale soccer club 2013 boys white,goodyear soccer club 2013 boys red,2,2,2025-05-12
scottsdale soccer club 2013 boys white,az soccer club 2013 boys gold,0,5,2025-02-06
scottsdale soccer club 2013 boys white,fountain hills soccer club 2013 boys blue,3,2,2025-03-18
scottsdale soccer club 2013 boys white,gilbert soccer club 2013 boys red,2,4,2024-10-15
az arsenal soccer club 2013 boys black,peoria soccer club 2013 boys gold,1,5,2025-03-12
az arsenal soccer club 2013 boys black,gilbert soccer club 2013 boys blue,5,0,2025-06-22
az arsenal soccer club 2013 boys black,buckeye soccer club 2013 boys gold,0,2,2024-11-21
az arsenal soccer club 2013 boys black,fc tucson youth soccer 2013 boys white,4,3,2025-04-25
az arsenal soccer club 2013 boys black,phoenix rising fc 2013 boys gold,1,3,2024-12-21
az arsenal soccer club 2013 boys black,fc tucson youth soccer 2013 boys white,5,1,2024-12-25
az arsenal soccer club 2013 boys black,phoenix rising fc 2013 boys gold,4,0,2024-10-28
az arsenal soccer club 2013 boys black,rsl-az south 2013 boys blue,4,3,2024-11-03
az arsenal soccer club 2013 boys black,gilbert soccer club 2013 boys white,5,4,2025-03-03
az arsenal soccer club 2013 boys black,az arsenal soccer club 2013 boys red,2,0,2025-10-01
az arsenal soccer club 2013 boys black,desert sc 2013 boys white,3,3,2025-08-21
az arsenal soccer club 2013 boys black,fountain hills soccer club 2013 boys white,5,3,2025-06-29
az arsenal soccer club 2013 boys black,phoenix rising fc 2013 boys black,1,0,2025-02-27
az arsenal soccer club 2013 boys black,rsl-az west valley 2013 boys blue,2,1,2025-04-30
az arsenal soccer club 2013 boys black,phoenix premier fc 2013 boys white,1,5,2025-06-22
az arsenal soccer club 2013 boys black,buckeye soccer club 2013 boys blue,4,1,2025-02-19
az arsenal soccer club 2013 boys black,phoenix rising fc 2013 boys blue,2,1,2025-05-22
az arsenal soccer club 2013 boys black,paradise valley soccer club 2013 boys blue,1,0,2025-03-29
az arsenal soccer club 2013 boys black,scottsdale soccer club 2013 boys red,2,3,2025-01-13
az arsenal soccer club 2013 boys black,rsl-az west valley 2013 boys gold,1,4,2024-11-15
az arsenal soccer club 2013 boys black,apache junction soccer club 2013 boys white,2,0,2025-02-04
az arsenal soccer club 2013 boys black,fc elite arizona 2013 boys red,3,2,2024-12-22
az arsenal soccer club 2013 boys black,apache junction soccer club 2013 boys blue,3,4,2025-08-22
az arsenal soccer club 2013 boys black,fc tucson youth soccer 2013 boys blue,1,4,2025-06-20
az arsenal soccer club 2013 boys black,rsl-az west valley 2013 boys black,1,5,2025-02-12
az arsenal soccer club 2013 boys black,surprise soccer club 2013 boys gold,3,1,2025-04-09
az arsenal soccer club 2013 boys black,buckeye soccer club 2013 boys gold,4,3,2024-11-07
az arsenal soccer club 2013 boys black,fc elite arizona 2013 boys blue,4,2,2024-10-25
mesa soccer club 2013 boys black,buckeye soccer club 2013 boys blue,0,5,2024-12-18
mesa soccer club 2013 boys black,fc tucson youth soccer 2013 boys red,5,2,2024-11-04
mesa soccer club 2013 boys black,queen creek soccer club 2013 boys gold,0,0,2025-09-20
mesa soccer club 2013 boys black,gilbert soccer club 2013 boys white,5,2,2025-07-17
mesa soccer club 2013 boys black,goodyear soccer club 2013 boys red,3,0,2025-01-23
mesa soccer club 2013 boys black,maricopa soccer club 2013 boys red,1,1,2025-05-14
mesa soccer club 2013 boys black,desert sc 2013 boys white,1,4,2025-07-13
mesa soccer club 2013 boys black,chandler soccer club 2013 boys gold,4,3,2024-10-19
mesa soccer club 2013 boys black,phoenix premier fc 2013 boys white,0,3,2025-10-06
mesa soccer club 2013 boys black,avondale soccer club 2013 boys gold,0,3,2025-09-27
mesa soccer club 2013 boys black,casa grande soccer club 2013 boys blue,4,5,2025-02-19
mesa soccer club 2013 boys black,rsl-az west valley 2013 boys white,3,3,2025-02-26
mesa soccer club 2013 boys black,mesa soccer club 2013 boys gold,4,2,2024-11-09
mesa soccer club 2013 boys black,az arsenal soccer club 2013 boys black,2,3,2025-01-23
mesa soccer club 2013 boys black,queen creek soccer club 2013 boys black,0,3,2024-11-23
mesa soccer club 2013 boys black,fc tucson youth soccer 2013 boys red,5,5,2025-02-12
mesa soccer club 2013 boys black,paradise valley soccer club 2013 boys gold,3,3,2025-03-03
mesa soccer club 2013 boys black,rsl-az south 2013 boys blue,3,5,2025-08-28
mesa soccer club 2013 boys black,goodyear soccer club 2013 boys red,4,1,2025-06-25
mesa soccer club 2013 boys black,avondale soccer club 2013 boys gold,2,5,2025-09-04
mesa soccer club 2013 boys black,apache junction soccer club 2013 boys white,3,4,2025-03-12
mesa soccer club 2013 boys black,scottsdale soccer club 2013 boys red,4,4,2024-11-02
mesa soccer club 2013 boys black,cave creek soccer club 2013 boys white,0,3,2025-06-24
mesa soccer club 2013 boys black,goodyear soccer club 2013 boys black,5,1,2025-03-16
mesa soccer club 2013 boys black,paradise valley soccer club 2013 boys gold,4,3,2025-07-09
mesa soccer club 2013 boys black,queen creek soccer club 2013 boys gold,1,1,2024-12-13
mesa soccer club 2013 boys black,az arsenal soccer club 2013 boys white,5,1,2025-03-30
mesa soccer club 2013 boys black,paradise valley soccer club 2013 boys gold,2,0,2025-07-23
fc tucson youth soccer 2013 boys white,phoenix rising fc 2013 boys gold,4,4,2025-09-11
fc tucson youth soccer 2013 boys white,buckeye soccer club 2013 boys gold,4,0,2024-11-28
fc tucson youth soccer 2013 boys white,goodyear soccer club 2013 boys white,0,3,2025-08-10
fc tucson youth soccer 2013 boys white,mesa soccer club 2013 boys black,1,5,2025-06-10
fc tucson youth soccer 2013 boys white,gilbert soccer club 2013 boys gold,5,2,2025-06-05
fc tucson youth soccer 2013 boys white,rsl-az west valley 2013 boys black,4,5,2024-12-02
fc tucson youth soccer 2013 boys white,goodyear soccer club 2013 boys blue,2,3,2025-01-06
fc tucson youth soccer 2013 boys white,az soccer club 2013 boys blue,5,2,2025-06-15
fc tucson youth soccer 2013 boys white,mesa soccer club 2013 boys red,4,3,2025-07-29
fc tucson youth soccer 2013 boys white,paradise valley soccer club 2013 boys gold,0,1,2024-12-03
fc tucson youth soccer 2013 boys white,paradise valley soccer club 2013 boys gold,5,5,2025-08-09
fc tucson youth soccer 2013 boys white,fc elite arizona 2013 boys red,1,3,2025-08-31
fc tucson youth soccer 2013 boys white,queen creek soccer club 2013 boys red,5,2,2025-06-10
fc tucson youth soccer 2013 boys white,gilbert soccer club 2013 boys blue,0,3,2025-01-12
fc tucson youth soccer 2013 boys white,fc tucson youth soccer 2013 boys red,2,1,2024-12-16
fc tucson youth soccer 2013 boys white,scottsdale soccer club 2013 boys white,0,1,2025-09-23
fc tucson youth soccer 2013 boys white,desert sc 2013 boys white,4,1,2024-11-05
fc tucson youth soccer 2013 boys white,rsl-az west valley 2013 boys white,5,2,2024-10-23
fc tucson youth soccer 2013 boys white,rsl-az south 2013 boys red,3,5,2025-07-06
fc tucson youth soccer 2013 boys white,gilbert soccer club 2013 boys blue,0,3,2025-06-08
fc tucson youth soccer 2013 boys white,buckeye soccer club 2013 boys gold,4,4,2025-08-31
fc tucson youth soccer 2013 boys white,casa grande soccer club 2013 boys blue,4,5,2025-06-23
fc tucson youth soccer 2013 boys white,cave creek soccer club 2013 boys gold,5,5,2025-06-29
fc tucson youth soccer 2013 boys white,buckeye soccer club 2013 boys white,2,5,2024-10-15
fc tucson youth soccer 2013 boys white,avondale soccer club 2013 boys blue,4,3,2025-02-16
fc tucson youth soccer 2013 boys white,chandler soccer club 2013 boys gold,2,1,2025-09-29
fc tucson youth soccer 2013 boys white,gilbert soccer club 2013 boys blue,4,4,2024-11-07
fc tucson youth soccer 2013 boys white,rsl-az north 2013 boys red,1,0,2025-05-09
apache junction soccer club 2013 boys blue,avondale soccer club 2013 boys blue,4,3,2025-03-20
apache junction soccer club 2013 boys blue,apache junction soccer club 2013 boys black,4,2,2025-09-20
apache junction soccer club 2013 boys blue,scottsdale soccer club 2013 boys white,4,1,2024-11-07
apache junction soccer club 2013 boys blue,avondale soccer club 2013 boys gold,3,0,2025-04-19
apache junction soccer club 2013 boys blue,cave creek soccer club 2013 boys gold,5,2,2025-01-29
apache junction soccer club 2013 boys blue,fountain hills soccer club 2013 boys blue,5,5,2025-09-21
apache junction soccer club 2013 boys blue,az arsenal soccer club 2013 boys gold,0,4,2025-09-21
apache junction soccer club 2013 boys blue,phoenix rising fc 2013 boys gold,3,5,2025-01-07
apache junction soccer club 2013 boys blue,rsl-az west valley 2013 boys black,1,5,2025-04-11
apache junction soccer club 2013 boys blue,peoria soccer club 2013 boys white,5,2,2025-09-28
apache junction soccer club 2013 boys blue,rsl-az west valley 2013 boys black,4,3,2025-08-01
apache junction soccer club 2013 boys blue,fc tucson youth soccer 2013 boys blue,2,5,2025-04-27
apache junction soccer club 2013 boys blue,casa grande soccer club 2013 boys gold,2,2,2025-04-29
apache junction soccer club 2013 boys blue,goodyear soccer club 2013 boys red,2,1,2025-09-17
apache junction soccer club 2013 boys blue,paradise valley soccer club 2013 boys blue,2,4,2024-12-30
apache junction soccer club 2013 boys blue,rsl-az south 2013 boys blue,2,1,2025-02-15
apache junction soccer club 2013 boys blue,surprise soccer club 2013 boys gold,4,3,2025-03-23
apache junction soccer club 2013 boys blue,chandler soccer club 2013 boys white,5,1,2025-02-09
apache junction soccer club 2013 boys blue,rsl-az south 2013 boys red,2,0,2025-07-26
apache junction soccer club 2013 boys blue,buckeye soccer club 2013 boys gold,1,3,2025-09-08
apache junction soccer club 2013 boys blue,queen creek soccer club 2013 boys red,2,2,2025-05-29
apache junction soccer club 2013 boys blue,gilbert soccer club 2013 boys gold,5,2,2024-12-05
apache junction soccer club 2013 boys blue,az arsenal soccer club 2013 boys red,3,0,2025-04-27
apache junction soccer club 2013 boys blue,goodyear soccer club 2013 boys red,4,1,2025-02-05
apache junction soccer club 2013 boys blue,cave creek soccer club 2013 boys white,4,1,2024-10-17
apache junction soccer club 2013 boys blue,goodyear soccer club 2013 boys red,4,5,2025-06-16
apache junction soccer club 2013 boys blue,buckeye soccer club 2013 boys gold,1,2,2025-06-12
apache junction soccer club 2013 boys blue,queen creek soccer club 2013 boys black,4,3,2025-07-20
surprise soccer club 2013 boys red,cave creek soccer club 2013 boys gold,1,2,2024-12-02
surprise soccer club 2013 boys red,fountain hills soccer club 2013 boys white,0,5,2025-05-09
surprise soccer club 2013 boys red,rsl-az south 2013 boys blue,2,0,2025-03-05
surprise soccer club 2013 boys red,scottsdale soccer club 2013 boys white,1,5,2025-06-11
surprise soccer club 2013 boys red,phoenix premier fc 2013 boys red,3,5,2025-09-25
surprise soccer club 2013 boys red,avondale soccer club 2013 boys red,4,2,2025-07-23
surprise soccer club 2013 boys red,az arsenal soccer club 2013 boys red,1,4,2025-09-19
surprise soccer club 2013 boys red,buckeye soccer club 2013 boys blue,5,3,2024-12-06
surprise soccer club 2013 boys red,gilbert soccer club 2013 boys gold,3,1,2025-04-17
surprise soccer club 2013 boys red,fc elite arizona 2013 boys red,1,4,2025-01-07
surprise soccer club 2013 boys red,chandler soccer club 2013 boys red,5,5,2025-09-18
surprise soccer club 2013 boys red,rsl-az south 2013 boys blue,1,0,2025-02-25
surprise soccer club 2013 boys red,glendale soccer club 2013 boys gold,3,3,2025-01-13
surprise soccer club 2013 boys red,rsl-az west valley 2013 boys black,2,2,2025-08-20
surprise soccer club 2013 boys red,buckeye soccer club 2013 boys gold,2,1,2024-10-29
surprise soccer club 2013 boys red,az arsenal soccer club 2013 boys gold,1,1,2025-06-04
surprise soccer club 2013 boys red,casa grande soccer club 2013 boys gold,1,3,2025-02-27
surprise soccer club 2013 boys red,fc tucson youth soccer 2013 boys white,0,5,2025-04-27
surprise soccer club 2013 boys red,mesa soccer club 2013 boys black,3,2,2024-10-19
surprise soccer club 2013 boys red,rsl-az west valley 2013 boys blue,4,1,2025-03-05
surprise soccer club 2013 boys red,cave creek soccer club 2013 boys blue,4,3,2025-05-20
surprise soccer club 2013 boys red,mesa soccer club 2013 boys gold,1,5,2025-05-12
surprise soccer club 2013 boys red,goodyear soccer club 2013 boys red,2,1,2025-06-08
surprise soccer club 2013 boys red,phoenix rising fc 2013 boys black,4,4,2024-12-31
surprise soccer club 2013 boys red,casa grande soccer club 2013 boys white,0,0,2024-11-14
surprise soccer club 2013 boys red,goodyear soccer club 2013 boys red,1,5,2024-12-23
surprise soccer club 2013 boys red,fc tucson youth soccer 2013 boys blue,3,1,2025-05-09
surprise soccer club 2013 boys red,gilbert soccer club 2013 boys blue,1,4,2024-12-06
buckeye soccer club 2013 boys white,az arsenal soccer club 2013 boys gold,3,2,2025-01-28
buckeye soccer club 2013 boys white,mesa soccer club 2013 boys black,4,4,2025-04-30
buckeye soccer club 2013 boys white,casa grande soccer club 2013 boys white,3,4,2024-11-25
buckeye soccer club 2013 boys white,phoenix premier fc 2013 boys white,2,2,2025-03-14
buckeye soccer club 2013 boys white,goodyear soccer club 2013 boys blue,2,5,2025-07-16
buckeye soccer club 2013 boys white,cave creek soccer club 2013 boys blue,4,0,2025-09-05
buckeye soccer club 2013 boys white,phoenix rising fc 2013 boys blue,1,3,2025-02-08
buckeye soccer club 2013 boys white,fc elite arizona 2013 boys red,4,1,2025-09-16
buckeye soccer club 2013 boys white,fc tucson youth soccer 2013 boys blue,4,0,2025-05-24
buckeye soccer club 2013 boys white,fc tucson youth soccer 2013 boys black,4,0,2025-08-31
buckeye soccer club 2013 boys white,cave creek soccer club 2013 boys gold,0,4,2025-07-10
buckeye soccer club 2013 boys white,cave creek soccer club 2013 boys gold,3,4,2025-04-17
buckeye soccer club 2013 boys white,az arsenal soccer club 2013 boys gold,5,1,2025-02-02
buckeye soccer club 2013 boys white,fc elite arizona 2013 boys blue,2,4,2025-05-08
buckeye soccer club 2013 boys white,fc tucson youth soccer 2013 boys white,0,2,2025-08-20
buckeye soccer club 2013 boys white,rsl-az west valley 2013 boys gold,1,1,2025-03-29
buckeye soccer club 2013 boys white,buckeye soccer club 2013 boys blue,3,4,2025-05-26
buckeye soccer club 2013 boys white,fc tucson youth soccer 2013 boys white,3,0,2025-05-09
buckeye soccer club 2013 boys white,mesa soccer club 2013 boys white,0,1,2025-03-11
buckeye soccer club 2013 boys white,mesa soccer club 2013 boys red,0,3,2025-09-11
buckeye soccer club 2013 boys white,casa grande soccer club 2013 boys blue,5,2,2025-05-20
buckeye soccer club 2013 boys white,mesa soccer club 2013 boys white,0,0,2024-12-13
buckeye soccer club 2013 boys white,cave creek soccer club 2013 boys blue,2,5,2025-05-15
buckeye soccer club 2013 boys white,rsl-az west valley 2013 boys gold,0,5,2025-05-16
buckeye soccer club 2013 boys white,rsl-az west valley 2013 boys white,5,3,2025-08-07
buckeye soccer club 2013 boys white,rsl-az west valley 2013 boys gold,4,2,2024-11-14
buckeye soccer club 2013 boys white,casa grande soccer club 2013 boys blue,3,0,2025-01-18
buckeye soccer club 2013 boys white,apache junction soccer club 2013 boys blue,3,0,2025-02-22
rsl-az west valley 2013 boys blue,paradise valley soccer club 2013 boys blue,1,4,2024-12-23
rsl-az west valley 2013 boys blue,apache junction soccer club 2013 boys black,1,1,2024-11-26
rsl-az west valley 2013 boys blue,rsl-az south 2013 boys blue,3,4,2025-07-02
rsl-az west valley 2013 boys blue,fc elite arizona 2013 boys blue,5,0,2025-07-19
rsl-az west valley 2013 boys blue,chandler soccer club 2013 boys gold,1,0,2025-08-05
rsl-az west valley 2013 boys blue,fc tucson youth soccer 2013 boys red,1,2,2024-12-17
rsl-az west valley 2013 boys blue,fountain hills soccer club 2013 boys white,1,3,2024-10-20
rsl-az west valley 2013 boys blue,queen creek soccer club 2013 boys gold,3,3,2024-10-28
rsl-az west valley 2013 boys blue,fc elite arizona 2013 boys red,3,4,2025-09-07
rsl-az west valley 2013 boys blue,az arsenal soccer club 2013 boys white,4,1,2025-07-17
rsl-az west valley 2013 boys blue,apache junction soccer club 2013 boys black,1,5,2025-06-07
rsl-az west valley 2013 boys blue,queen creek soccer club 2013 boys black,3,4,2025-09-22
rsl-az west valley 2013 boys blue,mesa soccer club 2013 boys red,0,1,2024-12-11
rsl-az west valley 2013 boys blue,surprise soccer club 2013 boys gold,4,0,2025-01-19
rsl-az west valley 2013 boys blue,mesa soccer club 2013 boys black,3,0,2024-11-15
rsl-az west valley 2013 boys blue,fountain hills soccer club 2013 boys blue,5,4,2025-08-01
rsl-az west valley 2013 boys blue,scottsdale soccer club 2013 boys blue,0,2,2025-08-01
rsl-az west valley 2013 boys blue,fc tucson youth soccer 2013 boys red,5,0,2024-11-29
rsl-az west valley 2013 boys blue,cave creek soccer club 2013 boys gold,2,4,2025-10-01
rsl-az west valley 2013 boys blue,rsl-az west valley 2013 boys white,1,2,2025-07-10
rsl-az west valley 2013 boys blue,phoenix premier fc 2013 boys white,2,5,2025-03-25
rsl-az west valley 2013 boys blue,paradise valley soccer club 2013 boys gold,4,0,2025-08-19
rsl-az west valley 2013 boys blue,paradise valley soccer club 2013 boys gold,3,0,2025-10-10
rsl-az west valley 2013 boys blue,scottsdale soccer club 2013 boys white,2,4,2025-06-06
rsl-az west valley 2013 boys blue,gilbert soccer club 2013 boys white,3,0,2025-04-24
rsl-az west valley 2013 boys blue,chandler soccer club 2013 boys white,4,0,2025-06-10
rsl-az west valley 2013 boys blue,chandler soccer club 2013 boys white,0,0,2025-07-19
rsl-az west valley 2013 boys blue,casa grande soccer club 2013 boys white,0,3,2025-03-26
gilbert soccer club 2013 boys blue,mesa soccer club 2013 boys red,4,3,2025-09-25
gilbert soccer club 2013 boys blue,rsl-az west valley 2013 boys blue,0,5,2024-10-11
gilbert soccer club 2013 boys blue,gilbert soccer club 2013 boys black,2,4,2025-04-27
gilbert soccer club 2013 boys blue,rsl-az west valley 2013 boys white,3,0,2025-02-26
gilbert soccer club 2013 boys blue,surprise soccer club 2013 boys red,0,0,2025-03-27
gilbert soccer club 2013 boys blue,apache junction soccer club 2013 boys black,3,2,2025-04-26
gilbert soccer club 2013 boys blue,mesa soccer club 2013 boys white,1,4,2025-09-11
gilbert soccer club 2013 boys blue,apache junction soccer club 2013 boys white,1,5,2024-12-25
gilbert soccer club 2013 boys blue,apache junction soccer club 2013 boys black,1,0,2025-02-28
gilbert soccer club 2013 boys blue,cave creek soccer club 2013 boys gold,0,0,2025-05-07
gilbert soccer club 2013 boys blue,paradise valley soccer club 2013 boys gold,2,3,2025-03-24
gilbert soccer club 2013 boys blue,chandler soccer club 2013 boys white,5,4,2025-07-09
gilbert soccer club 2013 boys blue,goodyear soccer club 2013 boys white,1,4,2025-06-27
gilbert soccer club 2013 boys blue,fc tucson youth soccer 2013 boys white,0,2,2025-09-30
gilbert soccer club 2013 boys blue,buckeye soccer club 2013 boys white,0,0,2024-10-21
gilbert soccer club 2013 boys blue,cave creek soccer club 2013 boys gold,2,1,2024-11-27
gilbert soccer club 2013 boys blue,rsl-az north 2013 boys red,1,1,2025-09-24
gilbert soccer club 2013 boys blue,scottsdale soccer club 2013 boys red,5,3,2024-11-14
gilbert soccer club 2013 boys blue,az soccer club 2013 boys gold,1,5,2024-11-01
gilbert soccer club 2013 boys blue,az soccer club 2013 boys blue,5,4,2025-03-13
gilbert soccer club 2013 boys blue,az soccer club 2013 boys white,3,2,2025-09-11
gilbert soccer club 2013 boys blue,mesa soccer club 2013 boys black,2,2,2025-03-28
gilbert soccer club 2013 boys blue,chandler soccer club 2013 boys white,4,4,2025-04-29
gilbert soccer club 2013 boys blue,casa grande soccer club 2013 boys gold,1,0,2024-11-15
gilbert soccer club 2013 boys blue,queen creek soccer club 2013 boys red,0,5,2025-03-01
gilbert soccer club 2013 boys blue,paradise valley soccer club 2013 boys gold,3,1,2025-08-30
gilbert soccer club 2013 boys blue,phoenix rising fc 2013 boys black,3,2,2025-02-19
gilbert soccer club 2013 boys blue,glendale soccer club 2013 boys gold,4,2,2025-09-29
chandler soccer club 2013 boys gold,az soccer club 2013 boys black,5,1,2025-03-28
chandler soccer club 2013 boys gold,rsl-az yuma 2013 boys gold,5,2,2024-12-04
chandler soccer club 2013 boys gold,buckeye soccer club 2013 boys gold,5,3,2025-01-22
chandler soccer club 2013 boys gold,goodyear soccer club 2013 boys red,2,5,2025-06-19
chandler soccer club 2013 boys gold,apache junction soccer club 2013 boys white,0,4,2025-08-19
chandler soccer club 2013 boys gold,az soccer club 2013 boys black,5,0,2025-10-10
chandler soccer club 2013 boys gold,maricopa soccer club 2013 boys red,1,5,2025-06-12
chandler soccer club 2013 boys gold,peoria soccer club 2013 boys gold,2,1,2025-08-24
chandler soccer club 2013 boys gold,apache junction soccer club 2013 boys white,3,5,2025-01-16
chandler soccer club 2013 boys gold,rsl-az west valley 2013 boys black,5,1,2025-06-02
chandler soccer club 2013 boys gold,casa grande soccer club 2013 boys gold,2,0,2024-12-07
chandler soccer club 2013 boys gold,rsl-az south 2013 boys red,1,5,2025-03-19
chandler soccer club 2013 boys gold,scottsdale soccer club 2013 boys white,2,5,2025-01-04
chandler soccer club 2013 boys gold,peoria soccer club 2013 boys blue,1,3,2025-10-01
chandler soccer club 2013 boys gold,glendale soccer club 2013 boys gold,4,0,2025-08-01
chandler soccer club 2013 boys gold,apache junction soccer club 2013 boys white,2,4,2025-09-04
chandler soccer club 2013 boys gold,queen creek soccer club 2013 boys black,3,2,2024-10-13
chandler soccer club 2013 boys gold,az arsenal soccer club 2013 boys red,1,1,2025-09-23
chandler soccer club 2013 boys gold,rsl-az south 2013 boys blue,3,2,2025-06-06
chandler soccer club 2013 boys gold,queen creek soccer club 2013 boys gold,4,3,2025-09-05
chandler soccer club 2013 boys gold,casa grande soccer club 2013 boys gold,2,1,2024-10-12
chandler soccer club 2013 boys gold,avondale soccer club 2013 boys red,5,2,2025-04-27
chandler soccer club 2013 boys gold,az arsenal soccer club 2013 boys white,4,3,2025-07-10
chandler soccer club 2013 boys gold,buckeye soccer club 2013 boys gold,3,3,2024-12-02
chandler soccer club 2013 boys gold,avondale soccer club 2013 boys blue,2,1,2025-01-28
chandler soccer club 2013 boys gold,cave creek soccer club 2013 boys gold,0,2,2025-01-16
chandler soccer club 2013 boys gold,surprise soccer club 2013 boys gold,5,3,2025-08-14
chandler soccer club 2013 boys gold,rsl-az north 2013 boys red,0,1,2025-02-28
buckeye soccer club 2013 boys blue,casa grande soccer club 2013 boys blue,0,1,2025-09-07
buckeye soccer club 2013 boys blue,fc tucson youth soccer 2013 boys red,2,1,2025-01-24
buckeye soccer club 2013 boys blue,gilbert soccer club 2013 boys blue,1,4,2025-05-09
buckeye soccer club 2013 boys blue,goodyear soccer club 2013 boys red,4,5,2025-02-19
buckeye soccer club 2013 boys blue,gilbert soccer club 2013 boys red,4,4,2025-08-31
buckeye soccer club 2013 boys blue,glendale soccer club 2013 boys gold,3,5,2025-03-21
buckeye soccer club 2013 boys blue,fc tucson youth soccer 2013 boys black,5,4,2025-07-17
buckeye soccer club 2013 boys blue,rsl-az north 2013 boys red,4,5,2024-12-23
buckeye soccer club 2013 boys blue,casa grande soccer club 2013 boys blue,1,0,2024-10-14
buckeye soccer club 2013 boys blue,avondale soccer club 2013 boys red,2,1,2025-03-01
buckeye soccer club 2013 boys blue,mesa soccer club 2013 boys black,1,4,2025-09-18
buckeye soccer club 2013 boys blue,apache junction soccer club 2013 boys white,1,4,2025-03-09
buckeye soccer club 2013 boys blue,rsl-az west valley 2013 boys gold,3,3,2025-01-17
buckeye soccer club 2013 boys blue,apache junction soccer club 2013 boys white,1,2,2024-12-20
buckeye soccer club 2013 boys blue,chandler soccer club 2013 boys red,0,2,2025-08-17
buckeye soccer club 2013 boys blue,paradise valley soccer club 2013 boys gold,1,2,2025-02-02
buckeye soccer club 2013 boys blue,rsl-az west valley 2013 boys gold,3,1,2025-08-18
buckeye soccer club 2013 boys blue,buckeye soccer club 2013 boys white,0,3,2024-10-14
buckeye soccer club 2013 boys blue,paradise valley soccer club 2013 boys gold,0,1,2025-01-24
buckeye soccer club 2013 boys blue,mesa soccer club 2013 boys black,3,3,2025-03-11
buckeye soccer club 2013 boys blue,scottsdale soccer club 2013 boys white,5,3,2025-03-06
buckeye soccer club 2013 boys blue,scottsdale soccer club 2013 boys blue,5,5,2025-05-17
buckeye soccer club 2013 boys blue,az arsenal soccer club 2013 boys gold,2,4,2024-11-10
buckeye soccer club 2013 boys blue,peoria soccer club 2013 boys blue,3,3,2025-01-13
buckeye soccer club 2013 boys blue,chandler soccer club 2013 boys red,4,0,2025-05-13
buckeye soccer club 2013 boys blue,surprise soccer club 2013 boys gold,0,2,2025-02-04
buckeye soccer club 2013 boys blue,fc elite arizona 2013 boys red,3,2,2024-12-16
buckeye soccer club 2013 boys blue,phoenix premier fc 2013 boys white,1,3,2024-10-28
peoria soccer club 2013 boys white,goodyear soccer club 2013 boys blue,1,3,2025-05-11
peoria soccer club 2013 boys white,gilbert soccer club 2013 boys white,4,1,2024-12-13
peoria soccer club 2013 boys white,buckeye soccer club 2013 boys white,1,0,2024-12-31
peoria soccer club 2013 boys white,buckeye soccer club 2013 boys gold,3,2,2024-11-08
peoria soccer club 2013 boys white,buckeye soccer club 2013 boys gold,2,1,2025-06-02
peoria soccer club 2013 boys white,az soccer club 2013 boys gold,4,1,2025-05-11
peoria soccer club 2013 boys white,buckeye soccer club 2013 boys gold,0,5,2025-03-29
peoria soccer club 2013 boys white,queen creek soccer club 2013 boys black,3,5,2025-04-06
peoria soccer club 2013 boys white,rsl-az west valley 2013 boys blue,5,4,2024-10-24
peoria soccer club 2013 boys white,desert sc 2013 boys white,1,3,2025-01-26
peoria soccer club 2013 boys white,peoria soccer club 2013 boys blue,4,2,2025-06-28
peoria soccer club 2013 boys white,chandler soccer club 2013 boys white,1,1,2025-10-01
peoria soccer club 2013 boys white,az arsenal soccer club 2013 boys black,0,1,2025-05-10
peoria soccer club 2013 boys white,buckeye soccer club 2013 boys gold,2,0,2025-08-07
peoria soccer club 2013 boys white,goodyear soccer club 2013 boys red,0,1,2025-10-02
peoria soccer club 2013 boys white,desert sc 2013 boys white,3,2,2025-04-09
peoria soccer club 2013 boys white,gilbert soccer club 2013 boys red,0,3,2025-09-11
peoria soccer club 2013 boys white,scottsdale soccer club 2013 boys red,5,2,2025-09-29
peoria soccer club 2013 boys white,avondale soccer club 2013 boys red,4,5,2025-06-29
peoria soccer club 2013 boys white,goodyear soccer club 2013 boys red,5,2,2025-10-05
