Team A,Team B,Score A,Score B,Date,Competition,SourceURL
peoria soccer club 2012 white,desert 2012 blue,1,5,2025-04-25,League Play,https://rankings.gotsport.com/teams/u14_21
cave creek soccer club 2012 black,phoenix rising 2012 black,5,5,2025-05-18,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,tempe soccer club 2012 black,3,0,2025-10-05,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,fountain hills soccer club 2012 black,5,1,2025-06-03,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,rsl-az yuma 2012 red,4,3,2025-03-20,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,phoenix premier 2012 red,4,3,2024-11-28,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,fountain hills soccer club 2012 white,3,5,2024-11-09,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,rsl-az north 2012 red,1,0,2025-06-06,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,buckeye soccer club 2012 blue,4,5,2024-10-12,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,glendale soccer club 2012 red,2,0,2025-07-08,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,desert 2012 red,2,4,2025-02-04,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,valley united 2012 black,0,4,2024-11-16,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,paradise valley soccer club 2012 black,0,5,2025-04-05,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,chandler soccer club 2012 white,1,5,2024-12-06,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,casa grande soccer club 2012 red,3,2,2025-02-26,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,queen creek soccer club 2012 black,5,0,2025-05-25,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,elite arizona 2012 gold,3,3,2025-09-08,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,tucson youth soccer 2012 white,3,3,2025-08-13,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,phoenix premier 2012 red,3,2,2025-07-14,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,mesa soccer club 2012 white,0,5,2024-11-04,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,mesa soccer club 2012 black,4,4,2024-12-15,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,cave creek soccer club 2012 gold,2,4,2025-07-19,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,tucson youth soccer 2012 red,1,1,2025-04-30,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,mesa soccer club 2012 white,0,5,2025-08-31,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,az soccer club 2012 red,1,0,2025-02-20,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,peoria soccer club 2012 gold,4,0,2025-07-29,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,chandler soccer club 2012 white,5,4,2025-03-25,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,tempe soccer club 2012 blue,5,3,2025-05-04,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,surprise soccer club 2012 gold,4,2,2025-02-01,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,tucson youth soccer 2012 red,1,1,2024-12-30,League Play,https://rankings.gotsport.com/teams/u14_22
cave creek soccer club 2012 black,rsl-az north 2012 blue,1,1,2024-11-21,League Play,https://rankings.gotsport.com/teams/u14_22
maricopa soccer club 2012 black,peoria soccer club 2012 white,5,1,2025-06-05,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,queen creek soccer club 2012 black,2,0,2024-11-04,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,peoria soccer club 2012 gold,1,3,2025-09-30,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,apache junction soccer club 2012 gold,0,5,2024-11-14,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,phoenix premier 2012 gold,4,3,2025-04-11,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,maricopa soccer club 2012 red,0,3,2024-12-15,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,queen creek soccer club 2012 white,4,2,2025-09-02,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,tempe soccer club 2012 blue,2,1,2024-12-01,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,az arsenal soccer club 2012 red,5,0,2024-12-13,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,desert 2012 gold,0,0,2025-10-10,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,rsl-az yuma 2012 red,4,0,2025-04-01,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,chandler soccer club 2012 white,2,2,2025-06-22,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,queen creek soccer club 2012 white,5,4,2025-04-02,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,buckeye soccer club 2012 blue,0,4,2025-10-07,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,fountain hills soccer club 2012 black,2,0,2025-04-29,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,chandler soccer club 2012 gold,1,5,2025-01-16,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,tempe soccer club 2012 black,4,2,2025-06-01,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,chandler soccer club 2012 gold,5,4,2025-01-19,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,tucson youth soccer 2012 white,0,1,2025-08-01,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,rsl-az west valley 2012 gold,2,3,2024-11-26,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,paradise valley soccer club 2012 blue,3,4,2025-09-05,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,paradise valley soccer club 2012 black,5,1,2025-04-08,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,mesa soccer club 2012 gold,2,4,2024-12-14,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,desert 2012 gold,5,0,2025-08-13,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,apache junction soccer club 2012 blue,3,3,2025-04-16,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,gilbert soccer club 2012 blue,3,2,2025-02-25,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,tucson youth soccer 2012 blue,1,1,2025-10-02,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,queen creek soccer club 2012 gold,0,1,2025-05-05,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,paradise valley soccer club 2012 black,0,4,2025-05-26,League Play,https://rankings.gotsport.com/teams/u14_23
maricopa soccer club 2012 black,mesa soccer club 2012 black,5,2,2024-12-30,League Play,https://rankings.gotsport.com/teams/u14_23
az soccer club 2012 blue,maricopa soccer club 2012 gold,4,2,2024-12-18,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,queen creek soccer club 2012 black,5,1,2025-05-24,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,queen creek soccer club 2012 black,5,3,2024-11-14,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,gilbert soccer club 2012 white,3,4,2025-10-09,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,rsl-az south 2012 blue,4,1,2025-08-30,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,goodyear soccer club 2012 blue,1,4,2025-08-10,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,tucson youth soccer 2012 blue,2,0,2025-09-09,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,tucson youth soccer 2012 red,5,1,2025-08-02,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,paradise valley soccer club 2012 black,0,5,2025-06-10,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,tempe soccer club 2012 blue,4,2,2024-11-30,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,az arsenal soccer club 2012 blue,1,2,2025-10-05,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,queen creek soccer club 2012 white,1,1,2024-12-04,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,elite arizona 2012 gold,4,2,2025-08-25,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,mesa soccer club 2012 gold,2,5,2025-04-29,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,rsl-az yuma 2012 red,3,4,2025-08-08,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,fountain hills soccer club 2012 blue,0,0,2025-08-30,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,tempe soccer club 2012 blue,3,3,2025-05-23,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,tempe soccer club 2012 blue,2,1,2024-12-21,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,glendale soccer club 2012 blue,4,4,2024-10-14,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,tempe soccer club 2012 black,2,2,2025-02-19,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,queen creek soccer club 2012 white,1,4,2025-01-21,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,mesa soccer club 2012 black,0,0,2025-06-26,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,desert 2012 black,2,5,2025-03-02,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,desert 2012 red,5,3,2025-10-06,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,apache junction soccer club 2012 gold,5,1,2025-08-14,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,surprise soccer club 2012 gold,0,1,2025-03-11,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,rsl-az south 2012 white,3,5,2025-06-18,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,elite arizona 2012 gold,1,3,2025-06-09,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,fountain hills soccer club 2012 black,4,5,2025-02-17,League Play,https://rankings.gotsport.com/teams/u14_24
az soccer club 2012 blue,desert 2012 gold,3,5,2025-05-06,League Play,https://rankings.gotsport.com/teams/u14_24
queen creek soccer club 2012 gold,az arsenal soccer club 2012 blue,4,0,2025-09-09,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,cave creek soccer club 2012 black,5,2,2024-12-12,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,glendale soccer club 2012 red,0,1,2024-11-22,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,phoenix rising 2012 blue,4,1,2024-11-03,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,peoria soccer club 2012 gold,0,5,2025-08-25,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,az soccer club 2012 blue,0,0,2025-04-03,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,glendale soccer club 2012 red,4,4,2025-05-06,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,queen creek soccer club 2012 white,4,5,2025-05-23,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,apache junction soccer club 2012 gold,2,0,2025-06-10,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,buckeye soccer club 2012 blue,5,3,2025-05-10,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,phoenix rising 2012 blue,4,3,2025-07-13,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,gilbert soccer club 2012 white,5,4,2024-12-20,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,queen creek soccer club 2012 white,1,4,2025-02-04,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,tucson youth soccer 2012 white,0,4,2025-06-19,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,rsl-az west valley 2012 gold,1,3,2024-12-09,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,fountain hills soccer club 2012 black,4,1,2025-08-10,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,cave creek soccer club 2012 black,0,3,2025-05-05,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,mesa soccer club 2012 white,1,4,2024-11-12,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,valley united 2012 black,3,5,2025-01-13,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,apache junction soccer club 2012 blue,3,1,2025-09-27,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,az arsenal soccer club 2012 white,4,2,2024-12-06,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,chandler soccer club 2012 red,1,2,2025-06-12,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,buckeye soccer club 2012 blue,0,1,2025-10-04,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,tempe soccer club 2012 black,1,3,2025-08-03,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,avondale soccer club 2012 black,5,3,2024-10-26,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,apache junction soccer club 2012 blue,2,0,2025-08-17,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,rsl-az yuma 2012 gold,1,1,2025-06-04,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,scottsdale soccer club 2012 black,2,0,2025-06-25,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,rsl-az north 2012 red,2,4,2025-04-03,League Play,https://rankings.gotsport.com/teams/u14_25
queen creek soccer club 2012 gold,peoria soccer club 2012 gold,3,1,2024-12-01,League Play,https://rankings.gotsport.com/teams/u14_25
casa grande soccer club 2012 red,rsl-az south 2012 white,5,2,2025-08-07,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,goodyear soccer club 2012 blue,0,1,2025-08-15,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,casa grande soccer club 2012 gold,1,0,2025-09-07,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,casa grande soccer club 2012 blue,0,1,2024-11-10,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,mesa soccer club 2012 black,1,3,2025-04-30,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,desert 2012 gold,1,2,2025-05-23,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,tempe soccer club 2012 blue,2,1,2025-05-26,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,queen creek soccer club 2012 gold,0,4,2024-11-02,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,valley united 2012 red,0,1,2025-04-20,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,fountain hills soccer club 2012 black,2,0,2024-10-21,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,avondale soccer club 2012 black,4,2,2025-03-06,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,queen creek soccer club 2012 white,2,5,2025-07-28,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,apache junction soccer club 2012 gold,3,1,2025-05-23,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,tempe soccer club 2012 blue,4,1,2025-01-06,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,rsl-az south 2012 blue,1,1,2025-04-23,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,tempe soccer club 2012 blue,4,1,2025-05-19,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,tempe soccer club 2012 blue,4,4,2025-05-14,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,rsl-az yuma 2012 red,1,0,2025-01-29,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,peoria soccer club 2012 gold,5,1,2025-08-07,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,paradise valley soccer club 2012 black,2,5,2025-02-06,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,queen creek soccer club 2012 white,0,1,2025-09-02,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,phoenix rising 2012 blue,1,5,2024-12-04,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,fountain hills soccer club 2012 black,5,1,2025-07-10,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,rsl-az yuma 2012 gold,1,1,2025-08-31,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,tempe soccer club 2012 white,2,1,2025-02-17,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,fountain hills soccer club 2012 black,2,2,2025-08-15,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,cave creek soccer club 2012 gold,4,5,2025-10-02,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,paradise valley soccer club 2012 black,2,2,2025-03-22,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,queen creek soccer club 2012 black,1,4,2025-04-24,League Play,https://rankings.gotsport.com/teams/u14_26
casa grande soccer club 2012 red,paradise valley soccer club 2012 black,5,2,2025-01-11,League Play,https://rankings.gotsport.com/teams/u14_26
phoenix premier 2012 red,queen creek soccer club 2012 gold,3,5,2024-11-12,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,valley united 2012 black,2,3,2024-10-11,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,goodyear soccer club 2012 blue,3,1,2025-08-04,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,tempe soccer club 2012 blue,1,1,2025-07-02,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,phoenix rising 2012 black,5,2,2025-07-01,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,mesa soccer club 2012 black,4,4,2025-07-02,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,tempe soccer club 2012 blue,2,1,2025-02-10,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,tucson youth soccer 2012 blue,0,0,2025-09-14,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,casa grande soccer club 2012 gold,2,3,2025-03-25,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,mesa soccer club 2012 black,1,5,2024-10-25,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,az soccer club 2012 blue,4,3,2025-03-17,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,cave creek soccer club 2012 black,3,4,2025-09-03,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,glendale soccer club 2012 blue,1,0,2025-04-03,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,chandler soccer club 2012 red,2,5,2025-04-05,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,desert 2012 red,5,3,2025-07-03,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,fountain hills soccer club 2012 black,4,0,2024-11-16,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,valley united 2012 black,5,3,2025-03-29,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,az arsenal soccer club 2012 blue,5,0,2024-11-05,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,tucson youth soccer 2012 blue,2,2,2025-06-26,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,rsl-az north 2012 red,5,5,2025-10-09,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,desert 2012 red,0,5,2025-06-28,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,tempe soccer club 2012 blue,1,0,2025-07-27,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,maricopa soccer club 2012 gold,5,1,2025-03-12,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,tucson youth soccer 2012 blue,2,2,2025-06-01,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,az arsenal soccer club 2012 blue,4,3,2025-01-07,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,goodyear soccer club 2012 red,5,2,2025-08-25,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,tucson youth soccer 2012 blue,5,2,2025-05-28,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,chandler soccer club 2012 red,2,1,2025-04-09,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,mesa soccer club 2012 black,3,2,2025-07-07,League Play,https://rankings.gotsport.com/teams/u14_27
phoenix premier 2012 red,desert 2012 blue,2,2,2025-02-18,League Play,https://rankings.gotsport.com/teams/u14_27
maricopa soccer club 2012 red,valley united 2012 red,3,4,2025-07-30,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,az soccer club 2012 gold,4,5,2024-12-29,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,chandler soccer club 2012 white,2,1,2024-11-04,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,gilbert soccer club 2012 blue,1,5,2025-09-26,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,queen creek soccer club 2012 white,0,5,2025-08-21,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,paradise valley soccer club 2012 blue,4,4,2024-12-28,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,avondale soccer club 2012 black,3,2,2025-03-31,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,paradise valley soccer club 2012 black,5,5,2025-01-21,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,casa grande soccer club 2012 red,1,4,2025-05-29,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,peoria soccer club 2012 gold,2,1,2025-02-04,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,fountain hills soccer club 2012 blue,4,5,2025-04-24,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,cave creek soccer club 2012 black,1,4,2025-07-11,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,tempe soccer club 2012 blue,4,3,2025-05-25,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,phoenix premier 2012 red,0,2,2025-01-04,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,desert 2012 gold,0,5,2025-05-18,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,chandler soccer club 2012 red,5,4,2024-11-19,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,goodyear soccer club 2012 red,5,3,2025-09-23,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,az arsenal soccer club 2012 red,1,1,2025-01-17,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,glendale soccer club 2012 blue,3,4,2025-09-02,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,tempe soccer club 2012 blue,0,1,2025-08-05,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,phoenix rising 2012 blue,1,5,2025-01-22,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,fountain hills soccer club 2012 white,4,2,2025-07-26,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,maricopa soccer club 2012 black,0,2,2024-10-30,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,valley united 2012 red,2,3,2025-09-12,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,desert 2012 black,2,2,2024-10-28,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,rsl-az north 2012 white,3,2,2025-03-19,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,cave creek soccer club 2012 gold,1,3,2024-10-28,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,mesa soccer club 2012 gold,1,0,2025-07-12,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,tucson youth soccer 2012 blue,4,4,2025-06-28,League Play,https://rankings.gotsport.com/teams/u14_28
maricopa soccer club 2012 red,tucson youth soccer 2012 blue,1,4,2025-04-01,League Play,https://rankings.gotsport.com/teams/u14_28
casa grande soccer club 2012 blue,phoenix rising 2012 blue,1,5,2025-03-16,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,queen creek soccer club 2012 gold,4,2,2025-06-03,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,az soccer club 2012 gold,5,5,2025-06-14,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,rsl-az north 2012 red,2,1,2024-12-23,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,rsl-az south 2012 blue,1,3,2025-05-15,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,phoenix premier 2012 gold,4,4,2024-10-21,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,tucson youth soccer 2012 blue,4,0,2025-04-06,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,apache junction soccer club 2012 gold,0,3,2025-09-12,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,rsl-az south 2012 white,4,1,2025-06-12,League Play,https://rankings.gotsport.com/teams/u14_29
casa grande soccer club 2012 blue,maricopa soccer club 2012 gold,4,0,2024-12-05,League Play,https://rankings.gotsport.com/teams/u14_29
