Team A,Team B,Score A,Score B,Date
maricopa soccer club 2012 boys black,gilbert soccer club 2012 boys blue,3,2,2025-02-25
maricopa soccer club 2012 boys black,fc tucson youth soccer 2012 boys blue,1,1,2025-10-02
maricopa soccer club 2012 boys black,queen creek soccer club 2012 boys gold,0,1,2025-05-05
maricopa soccer club 2012 boys black,paradise valley soccer club 2012 boys black,0,4,2025-05-26
maricopa soccer club 2012 boys black,mesa soccer club 2012 boys black,5,2,2024-12-30
az soccer club 2012 boys blue,maricopa soccer club 2012 boys gold,4,2,2024-12-18
az soccer club 2012 boys blue,queen creek soccer club 2012 boys black,5,1,2025-05-24
az soccer club 2012 boys blue,queen creek soccer club 2012 boys black,5,3,2024-11-14
az soccer club 2012 boys blue,gilbert soccer club 2012 boys white,3,4,2025-10-09
az soccer club 2012 boys blue,rsl-az south 2012 boys blue,4,1,2025-08-30
az soccer club 2012 boys blue,goodyear soccer club 2012 boys blue,1,4,2025-08-10
az soccer club 2012 boys blue,fc tucson youth soccer 2012 boys blue,2,0,2025-09-09
az soccer club 2012 boys blue,fc tucson youth soccer 2012 boys red,5,1,2025-08-02
az soccer club 2012 boys blue,paradise valley soccer club 2012 boys black,0,5,2025-06-10
az soccer club 2012 boys blue,tempe soccer club 2012 boys blue,4,2,2024-11-30
az soccer club 2012 boys blue,az arsenal soccer club 2012 boys blue,1,2,2025-10-05
az soccer club 2012 boys blue,queen creek soccer club 2012 boys white,1,1,2024-12-04
az soccer club 2012 boys blue,fc elite arizona 2012 boys gold,4,2,2025-08-25
az soccer club 2012 boys blue,mesa soccer club 2012 boys gold,2,5,2025-04-29
az soccer club 2012 boys blue,rsl-az yuma 2012 boys red,3,4,2025-08-08
az soccer club 2012 boys blue,fountain hills soccer club 2012 boys blue,0,0,2025-08-30
az soccer club 2012 boys blue,tempe soccer club 2012 boys blue,3,3,2025-05-23
az soccer club 2012 boys blue,tempe soccer club 2012 boys blue,2,1,2024-12-21
az soccer club 2012 boys blue,glendale soccer club 2012 boys blue,4,4,2024-10-14
az soccer club 2012 boys blue,tempe soccer club 2012 boys black,2,2,2025-02-19
az soccer club 2012 boys blue,queen creek soccer club 2012 boys white,1,4,2025-01-21
az soccer club 2012 boys blue,mesa soccer club 2012 boys black,0,0,2025-06-26
az soccer club 2012 boys blue,desert sc 2012 boys black,2,5,2025-03-02
az soccer club 2012 boys blue,desert sc 2012 boys red,5,3,2025-10-06
az soccer club 2012 boys blue,apache junction soccer club 2012 boys gold,5,1,2025-08-14
az soccer club 2012 boys blue,surprise soccer club 2012 boys gold,0,1,2025-03-11
az soccer club 2012 boys blue,rsl-az south 2012 boys white,3,5,2025-06-18
az soccer club 2012 boys blue,fc elite arizona 2012 boys gold,1,3,2025-06-09
az soccer club 2012 boys blue,fountain hills soccer club 2012 boys black,4,5,2025-02-17
az soccer club 2012 boys blue,desert sc 2012 boys gold,3,5,2025-05-06
queen creek soccer club 2012 boys gold,az arsenal soccer club 2012 boys blue,4,0,2025-09-09
queen creek soccer club 2012 boys gold,cave creek soccer club 2012 boys black,5,2,2024-12-12
queen creek soccer club 2012 boys gold,glendale soccer club 2012 boys red,0,1,2024-11-22
queen creek soccer club 2012 boys gold,phoenix rising fc 2012 boys blue,4,1,2024-11-03
queen creek soccer club 2012 boys gold,peoria soccer club 2012 boys gold,0,5,2025-08-25
queen creek soccer club 2012 boys gold,az soccer club 2012 boys blue,0,0,2025-04-03
queen creek soccer club 2012 boys gold,glendale soccer club 2012 boys red,4,4,2025-05-06
queen creek soccer club 2012 boys gold,queen creek soccer club 2012 boys white,4,5,2025-05-23
queen creek soccer club 2012 boys gold,apache junction soccer club 2012 boys gold,2,0,2025-06-10
queen creek soccer club 2012 boys gold,buckeye soccer club 2012 boys blue,5,3,2025-05-10
queen creek soccer club 2012 boys gold,phoenix rising fc 2012 boys blue,4,3,2025-07-13
queen creek soccer club 2012 boys gold,gilbert soccer club 2012 boys white,5,4,2024-12-20
queen creek soccer club 2012 boys gold,queen creek soccer club 2012 boys white,1,4,2025-02-04
queen creek soccer club 2012 boys gold,fc tucson youth soccer 2012 boys white,0,4,2025-06-19
queen creek soccer club 2012 boys gold,rsl-az west valley 2012 boys gold,1,3,2024-12-09
queen creek soccer club 2012 boys gold,fountain hills soccer club 2012 boys black,4,1,2025-08-10
queen creek soccer club 2012 boys gold,cave creek soccer club 2012 boys black,0,3,2025-05-05
queen creek soccer club 2012 boys gold,mesa soccer club 2012 boys white,1,4,2024-11-12
queen creek soccer club 2012 boys gold,valley united fc 2012 boys black,3,5,2025-01-13
queen creek soccer club 2012 boys gold,apache junction soccer club 2012 boys blue,3,1,2025-09-27
queen creek soccer club 2012 boys gold,az arsenal soccer club 2012 boys white,4,2,2024-12-06
queen creek soccer club 2012 boys gold,chandler soccer club 2012 boys red,1,2,2025-06-12
queen creek soccer club 2012 boys gold,buckeye soccer club 2012 boys blue,0,1,2025-10-04
queen creek soccer club 2012 boys gold,tempe soccer club 2012 boys black,1,3,2025-08-03
queen creek soccer club 2012 boys gold,avondale soccer club 2012 boys black,5,3,2024-10-26
queen creek soccer club 2012 boys gold,apache junction soccer club 2012 boys blue,2,0,2025-08-17
queen creek soccer club 2012 boys gold,rsl-az yuma 2012 boys gold,1,1,2025-06-04
queen creek soccer club 2012 boys gold,scottsdale soccer club 2012 boys black,2,0,2025-06-25
queen creek soccer club 2012 boys gold,rsl-az north 2012 boys red,2,4,2025-04-03
queen creek soccer club 2012 boys gold,peoria soccer club 2012 boys gold,3,1,2024-12-01
casa grande soccer club 2012 boys red,rsl-az south 2012 boys white,5,2,2025-08-07
casa grande soccer club 2012 boys red,goodyear soccer club 2012 boys blue,0,1,2025-08-15
casa grande soccer club 2012 boys red,casa grande soccer club 2012 boys gold,1,0,2025-09-07
casa grande soccer club 2012 boys red,casa grande soccer club 2012 boys blue,0,1,2024-11-10
casa grande soccer club 2012 boys red,mesa soccer club 2012 boys black,1,3,2025-04-30
casa grande soccer club 2012 boys red,desert sc 2012 boys gold,1,2,2025-05-23
casa grande soccer club 2012 boys red,tempe soccer club 2012 boys blue,2,1,2025-05-26
casa grande soccer club 2012 boys red,queen creek soccer club 2012 boys gold,0,4,2024-11-02
casa grande soccer club 2012 boys red,valley united fc 2012 boys red,0,1,2025-04-20
casa grande soccer club 2012 boys red,fountain hills soccer club 2012 boys black,2,0,2024-10-21
casa grande soccer club 2012 boys red,avondale soccer club 2012 boys black,4,2,2025-03-06
casa grande soccer club 2012 boys red,queen creek soccer club 2012 boys white,2,5,2025-07-28
casa grande soccer club 2012 boys red,apache junction soccer club 2012 boys gold,3,1,2025-05-23
casa grande soccer club 2012 boys red,tempe soccer club 2012 boys blue,4,1,2025-01-06
casa grande soccer club 2012 boys red,rsl-az south 2012 boys blue,1,1,2025-04-23
casa grande soccer club 2012 boys red,tempe soccer club 2012 boys blue,4,1,2025-05-19
casa grande soccer club 2012 boys red,tempe soccer club 2012 boys blue,4,4,2025-05-14
casa grande soccer club 2012 boys red,rsl-az yuma 2012 boys red,1,0,2025-01-29
casa grande soccer club 2012 boys red,peoria soccer club 2012 boys gold,5,1,2025-08-07
casa grande soccer club 2012 boys red,paradise valley soccer club 2012 boys black,2,5,2025-02-06
casa grande soccer club 2012 boys red,queen creek soccer club 2012 boys white,0,1,2025-09-02
casa grande soccer club 2012 boys red,phoenix rising fc 2012 boys blue,1,5,2024-12-04
casa grande soccer club 2012 boys red,fountain hills soccer club 2012 boys black,5,1,2025-07-10
casa grande soccer club 2012 boys red,rsl-az yuma 2012 boys gold,1,1,2025-08-31
casa grande soccer club 2012 boys red,tempe soccer club 2012 boys white,2,1,2025-02-17
casa grande soccer club 2012 boys red,fountain hills soccer club 2012 boys black,2,2,2025-08-15
casa grande soccer club 2012 boys red,cave creek soccer club 2012 boys gold,4,5,2025-10-02
casa grande soccer club 2012 boys red,paradise valley soccer club 2012 boys black,2,2,2025-03-22
casa grande soccer club 2012 boys red,queen creek soccer club 2012 boys black,1,4,2025-04-24
casa grande soccer club 2012 boys red,paradise valley soccer club 2012 boys black,5,2,2025-01-11
phoenix premier fc 2012 boys red,queen creek soccer club 2012 boys gold,3,5,2024-11-12
phoenix premier fc 2012 boys red,valley united fc 2012 boys black,2,3,2024-10-11
phoenix premier fc 2012 boys red,goodyear soccer club 2012 boys blue,3,1,2025-08-04
phoenix premier fc 2012 boys red,tempe soccer club 2012 boys blue,1,1,2025-07-02
phoenix premier fc 2012 boys red,phoenix rising fc 2012 boys black,5,2,2025-07-01
phoenix premier fc 2012 boys red,mesa soccer club 2012 boys black,4,4,2025-07-02
phoenix premier fc 2012 boys red,tempe soccer club 2012 boys blue,2,1,2025-02-10
phoenix premier fc 2012 boys red,fc tucson youth soccer 2012 boys blue,0,0,2025-09-14
phoenix premier fc 2012 boys red,casa grande soccer club 2012 boys gold,2,3,2025-03-25
phoenix premier fc 2012 boys red,mesa soccer club 2012 boys black,1,5,2024-10-25
phoenix premier fc 2012 boys red,az soccer club 2012 boys blue,4,3,2025-03-17
phoenix premier fc 2012 boys red,cave creek soccer club 2012 boys black,3,4,2025-09-03
phoenix premier fc 2012 boys red,glendale soccer club 2012 boys blue,1,0,2025-04-03
phoenix premier fc 2012 boys red,chandler soccer club 2012 boys red,2,5,2025-04-05
phoenix premier fc 2012 boys red,desert sc 2012 boys red,5,3,2025-07-03
phoenix premier fc 2012 boys red,fountain hills soccer club 2012 boys black,4,0,2024-11-16
phoenix premier fc 2012 boys red,valley united fc 2012 boys black,5,3,2025-03-29
phoenix premier fc 2012 boys red,az arsenal soccer club 2012 boys blue,5,0,2024-11-05
phoenix premier fc 2012 boys red,fc tucson youth soccer 2012 boys blue,2,2,2025-06-26
phoenix premier fc 2012 boys red,rsl-az north 2012 boys red,5,5,2025-10-09
phoenix premier fc 2012 boys red,desert sc 2012 boys red,0,5,2025-06-28
phoenix premier fc 2012 boys red,tempe soccer club 2012 boys blue,1,0,2025-07-27
phoenix premier fc 2012 boys red,maricopa soccer club 2012 boys gold,5,1,2025-03-12
phoenix premier fc 2012 boys red,fc tucson youth soccer 2012 boys blue,2,2,2025-06-01
phoenix premier fc 2012 boys red,az arsenal soccer club 2012 boys blue,4,3,2025-01-07
phoenix premier fc 2012 boys red,goodyear soccer club 2012 boys red,5,2,2025-08-25
phoenix premier fc 2012 boys red,fc tucson youth soccer 2012 boys blue,5,2,2025-05-28
phoenix premier fc 2012 boys red,chandler soccer club 2012 boys red,2,1,2025-04-09
phoenix premier fc 2012 boys red,mesa soccer club 2012 boys black,3,2,2025-07-07
phoenix premier fc 2012 boys red,desert sc 2012 boys blue,2,2,2025-02-18
maricopa soccer club 2012 boys red,valley united fc 2012 boys red,3,4,2025-07-30
maricopa soccer club 2012 boys red,az soccer club 2012 boys gold,4,5,2024-12-29
maricopa soccer club 2012 boys red,chandler soccer club 2012 boys white,2,1,2024-11-04
maricopa soccer club 2012 boys red,gilbert soccer club 2012 boys blue,1,5,2025-09-26
maricopa soccer club 2012 boys red,queen creek soccer club 2012 boys white,0,5,2025-08-21
maricopa soccer club 2012 boys red,paradise valley soccer club 2012 boys blue,4,4,2024-12-28
maricopa soccer club 2012 boys red,avondale soccer club 2012 boys black,3,2,2025-03-31
maricopa soccer club 2012 boys red,paradise valley soccer club 2012 boys black,5,5,2025-01-21
maricopa soccer club 2012 boys red,casa grande soccer club 2012 boys red,1,4,2025-05-29
maricopa soccer club 2012 boys red,peoria soccer club 2012 boys gold,2,1,2025-02-04
maricopa soccer club 2012 boys red,fountain hills soccer club 2012 boys blue,4,5,2025-04-24
maricopa soccer club 2012 boys red,cave creek soccer club 2012 boys black,1,4,2025-07-11
maricopa soccer club 2012 boys red,tempe soccer club 2012 boys blue,4,3,2025-05-25
maricopa soccer club 2012 boys red,phoenix premier fc 2012 boys red,0,2,2025-01-04
maricopa soccer club 2012 boys red,desert sc 2012 boys gold,0,5,2025-05-18
maricopa soccer club 2012 boys red,chandler soccer club 2012 boys red,5,4,2024-11-19
maricopa soccer club 2012 boys red,goodyear soccer club 2012 boys red,5,3,2025-09-23
maricopa soccer club 2012 boys red,az arsenal soccer club 2012 boys red,1,1,2025-01-17
maricopa soccer club 2012 boys red,glendale soccer club 2012 boys blue,3,4,2025-09-02
maricopa soccer club 2012 boys red,tempe soccer club 2012 boys blue,0,1,2025-08-05
maricopa soccer club 2012 boys red,phoenix rising fc 2012 boys blue,1,5,2025-01-22
maricopa soccer club 2012 boys red,fountain hills soccer club 2012 boys white,4,2,2025-07-26
maricopa soccer club 2012 boys red,maricopa soccer club 2012 boys black,0,2,2024-10-30
maricopa soccer club 2012 boys red,valley united fc 2012 boys red,2,3,2025-09-12
maricopa soccer club 2012 boys red,desert sc 2012 boys black,2,2,2024-10-28
maricopa soccer club 2012 boys red,rsl-az north 2012 boys white,3,2,2025-03-19
maricopa soccer club 2012 boys red,cave creek soccer club 2012 boys gold,1,3,2024-10-28
maricopa soccer club 2012 boys red,mesa soccer club 2012 boys gold,1,0,2025-07-12
maricopa soccer club 2012 boys red,fc tucson youth soccer 2012 boys blue,4,4,2025-06-28
maricopa soccer club 2012 boys red,fc tucson youth soccer 2012 boys blue,1,4,2025-04-01
casa grande soccer club 2012 boys blue,phoenix rising fc 2012 boys blue,1,5,2025-03-16
casa grande soccer club 2012 boys blue,queen creek soccer club 2012 boys gold,4,2,2025-06-03
casa grande soccer club 2012 boys blue,az soccer club 2012 boys gold,5,5,2025-06-14
casa grande soccer club 2012 boys blue,rsl-az north 2012 boys red,2,1,2024-12-23
casa grande soccer club 2012 boys blue,rsl-az south 2012 boys blue,1,3,2025-05-15
casa grande soccer club 2012 boys blue,phoenix premier fc 2012 boys gold,4,4,2024-10-21
casa grande soccer club 2012 boys blue,fc tucson youth soccer 2012 boys blue,4,0,2025-04-06
casa grande soccer club 2012 boys blue,apache junction soccer club 2012 boys gold,0,3,2025-09-12
casa grande soccer club 2012 boys blue,rsl-az south 2012 boys white,4,1,2025-06-12
casa grande soccer club 2012 boys blue,maricopa soccer club 2012 boys gold,4,0,2024-12-05
casa grande soccer club 2012 boys blue,mesa soccer club 2012 boys black,4,3,2025-01-05
casa grande soccer club 2012 boys blue,glendale soccer club 2012 boys red,3,3,2024-11-13
casa grande soccer club 2012 boys blue,fc tucson youth soccer 2012 boys red,3,0,2025-06-18
casa grande soccer club 2012 boys blue,peoria soccer club 2012 boys white,0,0,2024-10-15
casa grande soccer club 2012 boys blue,rsl-az south 2012 boys white,4,0,2024-10-16
casa grande soccer club 2012 boys blue,casa grande soccer club 2012 boys gold,0,5,2025-07-06
casa grande soccer club 2012 boys blue,rsl-az north 2012 boys blue,5,1,2025-04-09
casa grande soccer club 2012 boys blue,fountain hills soccer club 2012 boys black,5,4,2025-04-17
casa grande soccer club 2012 boys blue,casa grande soccer club 2012 boys gold,5,0,2025-04-21
casa grande soccer club 2012 boys blue,mesa soccer club 2012 boys black,3,4,2025-09-28
casa grande soccer club 2012 boys blue,casa grande soccer club 2012 boys red,5,0,2024-10-18
casa grande soccer club 2012 boys blue,cave creek soccer club 2012 boys black,4,3,2025-08-12
casa grande soccer club 2012 boys blue,rsl-az west valley 2012 boys gold,1,0,2025-05-14
casa grande soccer club 2012 boys blue,rsl-az north 2012 boys white,1,2,2025-04-06
casa grande soccer club 2012 boys blue,goodyear soccer club 2012 boys red,0,1,2025-05-06
casa grande soccer club 2012 boys blue,peoria soccer club 2012 boys white,2,3,2025-01-17
casa grande soccer club 2012 boys blue,peoria soccer club 2012 boys gold,4,3,2024-11-06
casa grande soccer club 2012 boys blue,apache junction soccer club 2012 boys blue,5,3,2025-06-23
casa grande soccer club 2012 boys blue,goodyear soccer club 2012 boys gold,1,0,2025-06-28
casa grande soccer club 2012 boys blue,az soccer club 2012 boys gold,2,3,2025-08-13
paradise valley soccer club 2012 boys blue,rsl-az yuma 2012 boys red,0,3,2025-05-16
paradise valley soccer club 2012 boys blue,az arsenal soccer club 2012 boys red,1,4,2025-02-18
paradise valley soccer club 2012 boys blue,az arsenal soccer club 2012 boys white,0,2,2025-01-07
paradise valley soccer club 2012 boys blue,tempe soccer club 2012 boys blue,2,3,2024-10-22
paradise valley soccer club 2012 boys blue,fountain hills soccer club 2012 boys blue,3,4,2025-05-31
paradise valley soccer club 2012 boys blue,tempe soccer club 2012 boys blue,1,2,2025-08-16
paradise valley soccer club 2012 boys blue,tempe soccer club 2012 boys blue,3,3,2024-10-26
paradise valley soccer club 2012 boys blue,cave creek soccer club 2012 boys gold,0,1,2025-07-21
paradise valley soccer club 2012 boys blue,phoenix premier fc 2012 boys red,1,1,2025-03-07
paradise valley soccer club 2012 boys blue,tempe soccer club 2012 boys blue,0,1,2024-12-29
paradise valley soccer club 2012 boys blue,desert sc 2012 boys gold,1,1,2025-07-14
paradise valley soccer club 2012 boys blue,az soccer club 2012 boys red,4,2,2024-12-14
paradise valley soccer club 2012 boys blue,queen creek soccer club 2012 boys white,2,5,2025-04-03
paradise valley soccer club 2012 boys blue,rsl-az yuma 2012 boys red,4,3,2025-06-17
paradise valley soccer club 2012 boys blue,az soccer club 2012 boys gold,1,1,2025-09-08
paradise valley soccer club 2012 boys blue,mesa soccer club 2012 boys black,2,0,2025-07-05
paradise valley soccer club 2012 boys blue,desert sc 2012 boys red,2,2,2025-09-11
paradise valley soccer club 2012 boys blue,chandler soccer club 2012 boys red,3,1,2025-07-18
paradise valley soccer club 2012 boys blue,chandler soccer club 2012 boys gold,4,0,2025-06-21
paradise valley soccer club 2012 boys blue,paradise valley soccer club 2012 boys black,3,2,2024-11-08
paradise valley soccer club 2012 boys blue,tempe soccer club 2012 boys white,4,5,2025-09-22
paradise valley soccer club 2012 boys blue,desert sc 2012 boys blue,2,2,2025-01-23
paradise valley soccer club 2012 boys blue,cave creek soccer club 2012 boys gold,0,1,2025-02-11
paradise valley soccer club 2012 boys blue,mesa soccer club 2012 boys gold,0,0,2025-10-04
paradise valley soccer club 2012 boys blue,valley united fc 2012 boys red,1,5,2025-01-10
paradise valley soccer club 2012 boys blue,mesa soccer club 2012 boys gold,2,4,2025-08-17
paradise valley soccer club 2012 boys blue,apache junction soccer club 2012 boys blue,0,5,2025-03-08
paradise valley soccer club 2012 boys blue,chandler soccer club 2012 boys red,5,4,2025-05-13
paradise valley soccer club 2012 boys blue,mesa soccer club 2012 boys white,2,5,2024-10-29
paradise valley soccer club 2012 boys blue,casa grande soccer club 2012 boys gold,1,2,2025-09-24
paradise valley soccer club 2012 boys black,fountain hills soccer club 2012 boys white,2,5,2025-04-22
paradise valley soccer club 2012 boys black,chandler soccer club 2012 boys white,3,5,2025-09-27
paradise valley soccer club 2012 boys black,queen creek soccer club 2012 boys white,2,2,2025-01-28
paradise valley soccer club 2012 boys black,queen creek soccer club 2012 boys black,0,1,2025-07-19
paradise valley soccer club 2012 boys black,maricopa soccer club 2012 boys red,0,0,2025-05-31
paradise valley soccer club 2012 boys black,queen creek soccer club 2012 boys white,2,5,2024-10-31
paradise valley soccer club 2012 boys black,az arsenal soccer club 2012 boys blue,1,4,2025-03-02
paradise valley soccer club 2012 boys black,az soccer club 2012 boys gold,0,3,2025-04-22
paradise valley soccer club 2012 boys black,az arsenal soccer club 2012 boys red,1,4,2025-07-02
paradise valley soccer club 2012 boys black,rsl-az yuma 2012 boys red,3,3,2025-06-21
paradise valley soccer club 2012 boys black,fc tucson youth soccer 2012 boys white,0,2,2024-12-29
paradise valley soccer club 2012 boys black,mesa soccer club 2012 boys black,4,4,2024-10-30
paradise valley soccer club 2012 boys black,phoenix premier fc 2012 boys red,2,2,2025-05-11
paradise valley soccer club 2012 boys black,desert sc 2012 boys blue,5,1,2025-07-18
paradise valley soccer club 2012 boys black,mesa soccer club 2012 boys black,5,2,2025-06-22
paradise valley soccer club 2012 boys black,queen creek soccer club 2012 boys gold,3,1,2025-04-22
paradise valley soccer club 2012 boys black,rsl-az yuma 2012 boys gold,3,2,2025-08-11
paradise valley soccer club 2012 boys black,phoenix rising fc 2012 boys blue,4,2,2025-09-05
paradise valley soccer club 2012 boys black,chandler soccer club 2012 boys white,4,1,2025-05-31
paradise valley soccer club 2012 boys black,peoria soccer club 2012 boys white,5,0,2025-06-10
paradise valley soccer club 2012 boys black,rsl-az north 2012 boys red,0,2,2025-01-01
paradise valley soccer club 2012 boys black,tempe soccer club 2012 boys blue,5,1,2025-02-19
paradise valley soccer club 2012 boys black,tempe soccer club 2012 boys white,2,1,2025-10-06
paradise valley soccer club 2012 boys black,az soccer club 2012 boys gold,4,0,2025-09-14
paradise valley soccer club 2012 boys black,apache junction soccer club 2012 boys gold,4,5,2025-04-03
paradise valley soccer club 2012 boys black,phoenix premier fc 2012 boys red,1,2,2025-05-26
paradise valley soccer club 2012 boys black,casa grande soccer club 2012 boys gold,2,3,2025-06-26
paradise valley soccer club 2012 boys black,mesa soccer club 2012 boys black,1,5,2025-05-03
paradise valley soccer club 2012 boys black,valley united fc 2012 boys red,5,4,2025-01-10
paradise valley soccer club 2012 boys black,glendale soccer club 2012 boys red,1,1,2025-08-12
goodyear soccer club 2012 boys blue,fc tucson youth soccer 2012 boys red,2,2,2025-05-06
goodyear soccer club 2012 boys blue,goodyear soccer club 2012 boys gold,5,0,2024-11-10
goodyear soccer club 2012 boys blue,az soccer club 2012 boys red,3,2,2025-03-17
goodyear soccer club 2012 boys blue,apache junction soccer club 2012 boys gold,3,1,2025-01-16
goodyear soccer club 2012 boys blue,rsl-az south 2012 boys blue,5,0,2024-12-30
goodyear soccer club 2012 boys blue,tempe soccer club 2012 boys black,5,0,2025-09-17
goodyear soccer club 2012 boys blue,az arsenal soccer club 2012 boys red,5,1,2024-12-24
goodyear soccer club 2012 boys blue,tempe soccer club 2012 boys blue,0,4,2025-05-23
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys gold,2,1,2024-10-23
goodyear soccer club 2012 boys blue,paradise valley soccer club 2012 boys blue,0,4,2025-03-02
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys black,4,1,2025-08-18
goodyear soccer club 2012 boys blue,fc elite arizona 2012 boys gold,5,5,2024-12-08
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys black,3,5,2025-06-13
goodyear soccer club 2012 boys blue,paradise valley soccer club 2012 boys blue,4,1,2025-04-23
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys black,2,0,2025-09-14
goodyear soccer club 2012 boys blue,peoria soccer club 2012 boys white,2,5,2024-12-23
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys white,5,0,2025-07-31
goodyear soccer club 2012 boys blue,tempe soccer club 2012 boys blue,2,4,2025-04-11
goodyear soccer club 2012 boys blue,queen creek soccer club 2012 boys gold,3,3,2025-08-11
goodyear soccer club 2012 boys blue,fountain hills soccer club 2012 boys blue,0,5,2025-07-01
goodyear soccer club 2012 boys blue,desert sc 2012 boys blue,5,0,2024-10-22
goodyear soccer club 2012 boys blue,phoenix rising fc 2012 boys blue,4,0,2024-10-22
goodyear soccer club 2012 boys blue,chandler soccer club 2012 boys white,2,5,2025-02-18
goodyear soccer club 2012 boys blue,cave creek soccer club 2012 boys black,2,0,2025-01-29
goodyear soccer club 2012 boys blue,fountain hills soccer club 2012 boys black,4,1,2025-06-08
goodyear soccer club 2012 boys blue,fc tucson youth soccer 2012 boys blue,4,5,2025-03-28
goodyear soccer club 2012 boys blue,desert sc 2012 boys red,4,5,2025-09-28
goodyear soccer club 2012 boys blue,phoenix premier fc 2012 boys gold,0,1,2024-10-31
goodyear soccer club 2012 boys blue,fountain hills soccer club 2012 boys white,0,0,2024-10-19
goodyear soccer club 2012 boys blue,tempe soccer club 2012 boys black,1,5,2024-12-04
apache junction soccer club 2012 boys blue,paradise valley soccer club 2012 boys blue,4,5,2024-11-13
apache junction soccer club 2012 boys blue,phoenix premier fc 2012 boys gold,5,2,2024-12-04
apache junction soccer club 2012 boys blue,tempe soccer club 2012 boys blue,2,1,2024-11-02
apache junction soccer club 2012 boys blue,peoria soccer club 2012 boys white,4,1,2025-08-24
apache junction soccer club 2012 boys blue,phoenix premier fc 2012 boys gold,2,2,2025-02-18
apache junction soccer club 2012 boys blue,queen creek soccer club 2012 boys white,1,2,2025-10-04
apache junction soccer club 2012 boys blue,rsl-az south 2012 boys white,5,2,2025-02-09
apache junction soccer club 2012 boys blue,casa grande soccer club 2012 boys blue,4,1,2025-09-09
apache junction soccer club 2012 boys blue,desert sc 2012 boys gold,4,2,2025-07-25
apache junction soccer club 2012 boys blue,desert sc 2012 boys gold,4,3,2025-03-13
apache junction soccer club 2012 boys blue,cave creek soccer club 2012 boys black,3,2,2025-10-07
apache junction soccer club 2012 boys blue,fc elite arizona 2012 boys gold,3,4,2025-07-08
apache junction soccer club 2012 boys blue,desert sc 2012 boys blue,5,0,2024-12-29
apache junction soccer club 2012 boys blue,mesa soccer club 2012 boys red,0,0,2025-01-19
apache junction soccer club 2012 boys blue,az arsenal soccer club 2012 boys blue,1,1,2025-06-07
apache junction soccer club 2012 boys blue,phoenix premier fc 2012 boys gold,3,0,2025-04-27
apache junction soccer club 2012 boys blue,goodyear soccer club 2012 boys red,4,2,2024-11-08
apache junction soccer club 2012 boys blue,phoenix rising fc 2012 boys black,4,5,2025-09-26
apache junction soccer club 2012 boys blue,desert sc 2012 boys gold,0,3,2025-05-21
apache junction soccer club 2012 boys blue,rsl-az north 2012 boys red,5,3,2025-08-24
apache junction soccer club 2012 boys blue,glendale soccer club 2012 boys red,5,5,2025-09-07
apache junction soccer club 2012 boys blue,mesa soccer club 2012 boys red,5,4,2024-11-16
apache junction soccer club 2012 boys blue,maricopa soccer club 2012 boys red,2,3,2024-12-06
apache junction soccer club 2012 boys blue,buckeye soccer club 2012 boys blue,3,1,2024-10-12
apache junction soccer club 2012 boys blue,mesa soccer club 2012 boys black,2,1,2025-09-24
apache junction soccer club 2012 boys blue,rsl-az yuma 2012 boys gold,5,1,2025-03-02
apache junction soccer club 2012 boys blue,chandler soccer club 2012 boys white,1,4,2025-06-26
apache junction soccer club 2012 boys blue,chandler soccer club 2012 boys gold,2,2,2025-05-25
apache junction soccer club 2012 boys blue,casa grande soccer club 2012 boys blue,3,1,2025-02-03
apache junction soccer club 2012 boys blue,goodyear soccer club 2012 boys blue,1,0,2024-10-30
tempe soccer club 2012 boys blue,surprise soccer club 2012 boys gold,2,0,2025-06-19
tempe soccer club 2012 boys blue,casa grande soccer club 2012 boys blue,2,0,2024-11-17
tempe soccer club 2012 boys blue,tempe soccer club 2012 boys black,0,3,2025-04-19
tempe soccer club 2012 boys blue,goodyear soccer club 2012 boys gold,2,3,2025-06-12
tempe soccer club 2012 boys blue,scottsdale soccer club 2012 boys black,1,1,2025-05-21
tempe soccer club 2012 boys blue,az soccer club 2012 boys gold,4,2,2025-08-17
tempe soccer club 2012 boys blue,avondale soccer club 2012 boys black,1,0,2025-03-10
tempe soccer club 2012 boys blue,mesa soccer club 2012 boys white,4,4,2025-07-02
tempe soccer club 2012 boys blue,casa grande soccer club 2012 boys gold,5,0,2025-02-25
tempe soccer club 2012 boys blue,rsl-az yuma 2012 boys red,1,5,2024-10-19
tempe soccer club 2012 boys blue,az soccer club 2012 boys red,2,0,2025-05-19
tempe soccer club 2012 boys blue,phoenix rising fc 2012 boys blue,5,0,2025-08-17
tempe soccer club 2012 boys blue,glendale soccer club 2012 boys red,2,5,2024-10-23
tempe soccer club 2012 boys blue,queen creek soccer club 2012 boys gold,5,3,2025-08-14
tempe soccer club 2012 boys blue,cave creek soccer club 2012 boys black,4,4,2024-10-18
tempe soccer club 2012 boys blue,desert sc 2012 boys red,3,0,2025-03-07
tempe soccer club 2012 boys blue,valley united fc 2012 boys black,3,5,2025-01-07
