Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
avondale soccer club 2013 boys red,paradise valley soccer club 2013 boys gold,Avondale Soccer Club 2013 Boys Red,Paradise Valley Soccer Club 2013 Boys Gold,1,1,League Play,2025-09-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,fc tucson youth soccer 2013 boys blue,Avondale Soccer Club 2013 Boys Red,FC Tucson Youth Soccer 2013 Boys Blue,1,3,League Play,2025-06-01,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,buckeye soccer club 2013 boys blue,Avondale Soccer Club 2013 Boys Red,Buckeye Soccer Club 2013 Boys Blue,2,2,League Play,2025-03-10,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,peoria soccer club 2013 boys white,Avondale Soccer Club 2013 Boys Red,Peoria Soccer Club 2013 Boys White,5,0,League Play,2025-06-14,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,peoria soccer club 2013 boys gold,Avondale Soccer Club 2013 Boys Red,Peoria Soccer Club 2013 Boys Gold,2,3,League Play,2025-09-18,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,casa grande soccer club 2013 boys blue,Avondale Soccer Club 2013 Boys Red,Casa Grande Soccer Club 2013 Boys Blue,2,3,League Play,2025-03-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,gilbert soccer club 2013 boys blue,Avondale Soccer Club 2013 Boys Red,Gilbert Soccer Club 2013 Boys Blue,5,1,League Play,2025-05-05,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,mesa soccer club 2013 boys white,Avondale Soccer Club 2013 Boys Red,Mesa Soccer Club 2013 Boys White,3,5,League Play,2025-09-25,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,scottsdale soccer club 2013 boys red,Avondale Soccer Club 2013 Boys Red,Scottsdale Soccer Club 2013 Boys Red,0,1,League Play,2025-04-09,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,rsl-az west valley 2013 boys blue,Avondale Soccer Club 2013 Boys Red,RSL-AZ West Valley 2013 Boys Blue,1,0,League Play,2025-01-11,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,rsl-az south 2013 boys blue,Avondale Soccer Club 2013 Boys Red,RSL-AZ South 2013 Boys Blue,4,1,League Play,2025-09-14,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,apache junction soccer club 2013 boys white,Avondale Soccer Club 2013 Boys Red,Apache Junction Soccer Club 2013 Boys White,0,0,League Play,2024-12-21,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,fc tucson youth soccer 2013 boys white,Avondale Soccer Club 2013 Boys Red,FC Tucson Youth Soccer 2013 Boys White,1,5,League Play,2025-06-13,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,rsl-az north 2013 boys red,Avondale Soccer Club 2013 Boys Red,RSL-AZ North 2013 Boys Red,4,1,League Play,2024-10-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,gilbert soccer club 2013 boys blue,Avondale Soccer Club 2013 Boys Red,Gilbert Soccer Club 2013 Boys Blue,1,4,League Play,2025-04-07,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,az arsenal soccer club 2013 boys red,Avondale Soccer Club 2013 Boys Red,AZ Arsenal Soccer Club 2013 Boys Red,1,5,League Play,2025-03-29,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,maricopa soccer club 2013 boys red,Avondale Soccer Club 2013 Boys Red,Maricopa Soccer Club 2013 Boys Red,0,2,League Play,2024-11-08,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,goodyear soccer club 2013 boys red,Avondale Soccer Club 2013 Boys Red,Goodyear Soccer Club 2013 Boys Red,4,4,League Play,2025-04-13,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,az soccer club 2013 boys black,Avondale Soccer Club 2013 Boys Red,AZ Soccer Club 2013 Boys Black,0,4,League Play,2025-04-09,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,buckeye soccer club 2013 boys blue,Avondale Soccer Club 2013 Boys Red,Buckeye Soccer Club 2013 Boys Blue,4,0,League Play,2024-11-24,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,cave creek soccer club 2013 boys white,Avondale Soccer Club 2013 Boys Red,Cave Creek Soccer Club 2013 Boys White,2,5,League Play,2025-03-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,surprise soccer club 2013 boys gold,Avondale Soccer Club 2013 Boys Red,Surprise Soccer Club 2013 Boys Gold,4,4,League Play,2025-02-28,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,fc elite arizona 2013 boys blue,Avondale Soccer Club 2013 Boys Red,FC Elite Arizona 2013 Boys Blue,4,1,League Play,2024-10-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
avondale soccer club 2013 boys red,chandler soccer club 2013 boys red,Avondale Soccer Club 2013 Boys Red,Chandler Soccer Club 2013 Boys Red,5,3,League Play,2024-11-20,az_boys_u13,https://rankings.gotsport.com/teams/u13_23
apache junction soccer club 2013 boys white,rsl-az west valley 2013 boys white,Apache Junction Soccer Club 2013 Boys White,RSL-AZ West Valley 2013 Boys White,0,2,League Play,2025-08-10,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,mesa soccer club 2013 boys red,Apache Junction Soccer Club 2013 Boys White,Mesa Soccer Club 2013 Boys Red,3,1,League Play,2025-01-30,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,az arsenal soccer club 2013 boys red,Apache Junction Soccer Club 2013 Boys White,AZ Arsenal Soccer Club 2013 Boys Red,1,0,League Play,2025-09-05,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,az soccer club 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,AZ Soccer Club 2013 Boys Gold,3,4,League Play,2024-12-29,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,queen creek soccer club 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,Queen Creek Soccer Club 2013 Boys Gold,5,5,League Play,2025-08-05,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,chandler soccer club 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,Chandler Soccer Club 2013 Boys Gold,4,2,League Play,2024-11-17,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,paradise valley soccer club 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,Paradise Valley Soccer Club 2013 Boys Gold,0,4,League Play,2025-01-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,paradise valley soccer club 2013 boys blue,Apache Junction Soccer Club 2013 Boys White,Paradise Valley Soccer Club 2013 Boys Blue,3,1,League Play,2025-06-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,buckeye soccer club 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,Buckeye Soccer Club 2013 Boys Gold,0,1,League Play,2025-04-15,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,scottsdale soccer club 2013 boys blue,Apache Junction Soccer Club 2013 Boys White,Scottsdale Soccer Club 2013 Boys Blue,3,2,League Play,2025-04-20,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,mesa soccer club 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,Mesa Soccer Club 2013 Boys Gold,1,4,League Play,2025-09-13,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,rsl-az yuma 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,RSL-AZ Yuma 2013 Boys Gold,1,5,League Play,2024-11-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,mesa soccer club 2013 boys black,Apache Junction Soccer Club 2013 Boys White,Mesa Soccer Club 2013 Boys Black,1,4,League Play,2025-07-12,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,az soccer club 2013 boys black,Apache Junction Soccer Club 2013 Boys White,AZ Soccer Club 2013 Boys Black,5,1,League Play,2025-07-28,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,queen creek soccer club 2013 boys red,Apache Junction Soccer Club 2013 Boys White,Queen Creek Soccer Club 2013 Boys Red,4,4,League Play,2024-12-15,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,glendale soccer club 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,Glendale Soccer Club 2013 Boys Gold,2,4,League Play,2025-03-10,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,phoenix premier fc 2013 boys red,Apache Junction Soccer Club 2013 Boys White,Phoenix Premier FC 2013 Boys Red,4,0,League Play,2025-05-25,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,glendale soccer club 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,Glendale Soccer Club 2013 Boys Gold,1,2,League Play,2025-09-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,buckeye soccer club 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,Buckeye Soccer Club 2013 Boys Gold,2,5,League Play,2025-10-08,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,rsl-az west valley 2013 boys white,Apache Junction Soccer Club 2013 Boys White,RSL-AZ West Valley 2013 Boys White,5,3,League Play,2025-03-11,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,phoenix rising fc 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,Phoenix Rising FC 2013 Boys Gold,1,3,League Play,2024-11-03,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,fc tucson youth soccer 2013 boys white,Apache Junction Soccer Club 2013 Boys White,FC Tucson Youth Soccer 2013 Boys White,4,3,League Play,2025-08-07,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,rsl-az west valley 2013 boys white,Apache Junction Soccer Club 2013 Boys White,RSL-AZ West Valley 2013 Boys White,0,2,League Play,2025-07-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,phoenix premier fc 2013 boys white,Apache Junction Soccer Club 2013 Boys White,Phoenix Premier FC 2013 Boys White,0,1,League Play,2025-08-09,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,rsl-az west valley 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,RSL-AZ West Valley 2013 Boys Gold,2,4,League Play,2025-07-01,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,glendale soccer club 2013 boys gold,Apache Junction Soccer Club 2013 Boys White,Glendale Soccer Club 2013 Boys Gold,4,1,League Play,2024-11-01,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,fc tucson youth soccer 2013 boys red,Apache Junction Soccer Club 2013 Boys White,FC Tucson Youth Soccer 2013 Boys Red,4,4,League Play,2024-11-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
apache junction soccer club 2013 boys white,scottsdale soccer club 2013 boys blue,Apache Junction Soccer Club 2013 Boys White,Scottsdale Soccer Club 2013 Boys Blue,5,0,League Play,2024-12-28,az_boys_u13,https://rankings.gotsport.com/teams/u13_24
mesa soccer club 2013 boys black,surprise soccer club 2013 boys gold,Mesa Soccer Club 2013 Boys Black,Surprise Soccer Club 2013 Boys Gold,3,4,League Play,2025-01-14,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,rsl-az yuma 2013 boys gold,Mesa Soccer Club 2013 Boys Black,RSL-AZ Yuma 2013 Boys Gold,0,4,League Play,2025-08-03,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,chandler soccer club 2013 boys gold,Mesa Soccer Club 2013 Boys Black,Chandler Soccer Club 2013 Boys Gold,1,1,League Play,2025-07-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,paradise valley soccer club 2013 boys blue,Mesa Soccer Club 2013 Boys Black,Paradise Valley Soccer Club 2013 Boys Blue,0,5,League Play,2025-06-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,gilbert soccer club 2013 boys black,Mesa Soccer Club 2013 Boys Black,Gilbert Soccer Club 2013 Boys Black,0,0,League Play,2025-06-05,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,buckeye soccer club 2013 boys blue,Mesa Soccer Club 2013 Boys Black,Buckeye Soccer Club 2013 Boys Blue,0,5,League Play,2025-07-24,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,gilbert soccer club 2013 boys white,Mesa Soccer Club 2013 Boys Black,Gilbert Soccer Club 2013 Boys White,2,5,League Play,2024-12-11,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,az soccer club 2013 boys blue,Mesa Soccer Club 2013 Boys Black,AZ Soccer Club 2013 Boys Blue,0,3,League Play,2025-02-01,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,goodyear soccer club 2013 boys blue,Mesa Soccer Club 2013 Boys Black,Goodyear Soccer Club 2013 Boys Blue,1,3,League Play,2025-09-16,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,scottsdale soccer club 2013 boys white,Mesa Soccer Club 2013 Boys Black,Scottsdale Soccer Club 2013 Boys White,2,4,League Play,2025-01-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,buckeye soccer club 2013 boys gold,Mesa Soccer Club 2013 Boys Black,Buckeye Soccer Club 2013 Boys Gold,5,0,League Play,2025-06-30,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,cave creek soccer club 2013 boys gold,Mesa Soccer Club 2013 Boys Black,Cave Creek Soccer Club 2013 Boys Gold,3,4,League Play,2025-05-12,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,tempe soccer club 2013 boys white,Mesa Soccer Club 2013 Boys Black,Tempe Soccer Club 2013 Boys White,1,4,League Play,2025-08-21,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,rsl-az west valley 2013 boys blue,Mesa Soccer Club 2013 Boys Black,RSL-AZ West Valley 2013 Boys Blue,5,1,League Play,2024-10-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,rsl-az west valley 2013 boys gold,Mesa Soccer Club 2013 Boys Black,RSL-AZ West Valley 2013 Boys Gold,1,1,League Play,2024-11-03,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,az arsenal soccer club 2013 boys gold,Mesa Soccer Club 2013 Boys Black,AZ Arsenal Soccer Club 2013 Boys Gold,3,4,League Play,2025-10-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,az arsenal soccer club 2013 boys black,Mesa Soccer Club 2013 Boys Black,AZ Arsenal Soccer Club 2013 Boys Black,4,1,League Play,2025-03-20,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,fc tucson youth soccer 2013 boys white,Mesa Soccer Club 2013 Boys Black,FC Tucson Youth Soccer 2013 Boys White,0,2,League Play,2025-10-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,surprise soccer club 2013 boys red,Mesa Soccer Club 2013 Boys Black,Surprise Soccer Club 2013 Boys Red,3,5,League Play,2025-04-08,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,scottsdale soccer club 2013 boys blue,Mesa Soccer Club 2013 Boys Black,Scottsdale Soccer Club 2013 Boys Blue,3,2,League Play,2025-03-18,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,az arsenal soccer club 2013 boys gold,Mesa Soccer Club 2013 Boys Black,AZ Arsenal Soccer Club 2013 Boys Gold,1,5,League Play,2025-08-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,paradise valley soccer club 2013 boys gold,Mesa Soccer Club 2013 Boys Black,Paradise Valley Soccer Club 2013 Boys Gold,2,5,League Play,2025-08-08,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,tempe soccer club 2013 boys white,Mesa Soccer Club 2013 Boys Black,Tempe Soccer Club 2013 Boys White,4,4,League Play,2025-06-29,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,fountain hills soccer club 2013 boys white,Mesa Soccer Club 2013 Boys Black,Fountain Hills Soccer Club 2013 Boys White,4,4,League Play,2025-09-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,az arsenal soccer club 2013 boys red,Mesa Soccer Club 2013 Boys Black,AZ Arsenal Soccer Club 2013 Boys Red,4,0,League Play,2024-11-02,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,scottsdale soccer club 2013 boys blue,Mesa Soccer Club 2013 Boys Black,Scottsdale Soccer Club 2013 Boys Blue,4,5,League Play,2024-11-12,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,fc tucson youth soccer 2013 boys black,Mesa Soccer Club 2013 Boys Black,FC Tucson Youth Soccer 2013 Boys Black,3,2,League Play,2024-11-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
mesa soccer club 2013 boys black,apache junction soccer club 2013 boys black,Mesa Soccer Club 2013 Boys Black,Apache Junction Soccer Club 2013 Boys Black,1,2,League Play,2025-05-05,az_boys_u13,https://rankings.gotsport.com/teams/u13_25
scottsdale soccer club 2013 boys white,fc tucson youth soccer 2013 boys white,Scottsdale Soccer Club 2013 Boys White,FC Tucson Youth Soccer 2013 Boys White,4,2,League Play,2024-12-12,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,avondale soccer club 2013 boys blue,Scottsdale Soccer Club 2013 Boys White,Avondale Soccer Club 2013 Boys Blue,3,3,League Play,2024-10-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,paradise valley soccer club 2013 boys gold,Scottsdale Soccer Club 2013 Boys White,Paradise Valley Soccer Club 2013 Boys Gold,5,2,League Play,2025-04-21,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,scottsdale soccer club 2013 boys blue,Scottsdale Soccer Club 2013 Boys White,Scottsdale Soccer Club 2013 Boys Blue,5,5,League Play,2025-02-18,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,apache junction soccer club 2013 boys white,Scottsdale Soccer Club 2013 Boys White,Apache Junction Soccer Club 2013 Boys White,0,4,League Play,2025-02-05,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,mesa soccer club 2013 boys white,Scottsdale Soccer Club 2013 Boys White,Mesa Soccer Club 2013 Boys White,5,2,League Play,2025-05-18,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,gilbert soccer club 2013 boys red,Scottsdale Soccer Club 2013 Boys White,Gilbert Soccer Club 2013 Boys Red,3,0,League Play,2025-01-11,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,fc elite arizona 2013 boys red,Scottsdale Soccer Club 2013 Boys White,FC Elite Arizona 2013 Boys Red,4,1,League Play,2025-05-20,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,az arsenal soccer club 2013 boys gold,Scottsdale Soccer Club 2013 Boys White,AZ Arsenal Soccer Club 2013 Boys Gold,5,1,League Play,2025-01-17,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,surprise soccer club 2013 boys red,Scottsdale Soccer Club 2013 Boys White,Surprise Soccer Club 2013 Boys Red,5,0,League Play,2025-07-22,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,casa grande soccer club 2013 boys blue,Scottsdale Soccer Club 2013 Boys White,Casa Grande Soccer Club 2013 Boys Blue,0,5,League Play,2024-11-27,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,peoria soccer club 2013 boys gold,Scottsdale Soccer Club 2013 Boys White,Peoria Soccer Club 2013 Boys Gold,5,1,League Play,2024-11-02,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,gilbert soccer club 2013 boys red,Scottsdale Soccer Club 2013 Boys White,Gilbert Soccer Club 2013 Boys Red,4,4,League Play,2024-12-17,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,az arsenal soccer club 2013 boys black,Scottsdale Soccer Club 2013 Boys White,AZ Arsenal Soccer Club 2013 Boys Black,4,2,League Play,2025-02-24,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,fc tucson youth soccer 2013 boys blue,Scottsdale Soccer Club 2013 Boys White,FC Tucson Youth Soccer 2013 Boys Blue,3,2,League Play,2025-03-22,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,goodyear soccer club 2013 boys red,Scottsdale Soccer Club 2013 Boys White,Goodyear Soccer Club 2013 Boys Red,0,4,League Play,2025-10-05,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,phoenix rising fc 2013 boys black,Scottsdale Soccer Club 2013 Boys White,Phoenix Rising FC 2013 Boys Black,4,3,League Play,2024-11-04,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,cave creek soccer club 2013 boys blue,Scottsdale Soccer Club 2013 Boys White,Cave Creek Soccer Club 2013 Boys Blue,0,4,League Play,2025-04-25,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,queen creek soccer club 2013 boys black,Scottsdale Soccer Club 2013 Boys White,Queen Creek Soccer Club 2013 Boys Black,2,5,League Play,2025-03-17,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,az arsenal soccer club 2013 boys black,Scottsdale Soccer Club 2013 Boys White,AZ Arsenal Soccer Club 2013 Boys Black,3,5,League Play,2025-08-13,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,chandler soccer club 2013 boys white,Scottsdale Soccer Club 2013 Boys White,Chandler Soccer Club 2013 Boys White,2,0,League Play,2025-06-03,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,az soccer club 2013 boys blue,Scottsdale Soccer Club 2013 Boys White,AZ Soccer Club 2013 Boys Blue,5,5,League Play,2024-10-19,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,rsl-az west valley 2013 boys white,Scottsdale Soccer Club 2013 Boys White,RSL-AZ West Valley 2013 Boys White,2,2,League Play,2024-12-02,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,apache junction soccer club 2013 boys black,Scottsdale Soccer Club 2013 Boys White,Apache Junction Soccer Club 2013 Boys Black,2,1,League Play,2025-04-23,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,goodyear soccer club 2013 boys red,Scottsdale Soccer Club 2013 Boys White,Goodyear Soccer Club 2013 Boys Red,2,2,League Play,2025-05-12,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,az soccer club 2013 boys gold,Scottsdale Soccer Club 2013 Boys White,AZ Soccer Club 2013 Boys Gold,0,5,League Play,2025-02-06,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,fountain hills soccer club 2013 boys blue,Scottsdale Soccer Club 2013 Boys White,Fountain Hills Soccer Club 2013 Boys Blue,3,2,League Play,2025-03-18,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
scottsdale soccer club 2013 boys white,gilbert soccer club 2013 boys red,Scottsdale Soccer Club 2013 Boys White,Gilbert Soccer Club 2013 Boys Red,2,4,League Play,2024-10-15,az_boys_u13,https://rankings.gotsport.com/teams/u13_26
az arsenal soccer club 2013 boys black,peoria soccer club 2013 boys gold,AZ Arsenal Soccer Club 2013 Boys Black,Peoria Soccer Club 2013 Boys Gold,1,5,League Play,2025-03-12,az_boys_u13,https://rankings.gotsport.com/teams/u13_27
az arsenal soccer club 2013 boys black,gilbert soccer club 2013 boys blue,AZ Arsenal Soccer Club 2013 Boys Black,Gilbert Soccer Club 2013 Boys Blue,5,0,League Play,2025-06-22,az_boys_u13,https://rankings.gotsport.com/teams/u13_27
az arsenal soccer club 2013 boys black,buckeye soccer club 2013 boys gold,AZ Arsenal Soccer Club 2013 Boys Black,Buckeye Soccer Club 2013 Boys Gold,0,2,League Play,2024-11-21,az_boys_u13,https://rankings.gotsport.com/teams/u13_27
az arsenal soccer club 2013 boys black,fc tucson youth soccer 2013 boys white,AZ Arsenal Soccer Club 2013 Boys Black,FC Tucson Youth Soccer 2013 Boys White,4,3,League Play,2025-04-25,az_boys_u13,https://rankings.gotsport.com/teams/u13_27
az arsenal soccer club 2013 boys black,phoenix rising fc 2013 boys gold,AZ Arsenal Soccer Club 2013 Boys Black,Phoenix Rising FC 2013 Boys Gold,1,3,League Play,2024-12-21,az_boys_u13,https://rankings.gotsport.com/teams/u13_27
az arsenal soccer club 2013 boys black,fc tucson youth soccer 2013 boys white,AZ Arsenal Soccer Club 2013 Boys Black,FC Tucson Youth Soccer 2013 Boys White,5,1,League Play,2024-12-25,az_boys_u13,https://rankings.gotsport.com/teams/u13_27
az arsenal soccer club 2013 boys black,phoenix rising fc 2013 boys gold,AZ Arsenal Soccer Club 2013 Boys Black,Phoenix Rising FC 2013 Boys Gold,4,0,League Play,2024-10-28,az_boys_u13,https://rankings.gotsport.com/teams/u13_27
az arsenal soccer club 2013 boys black,rsl-az south 2013 boys blue,AZ Arsenal Soccer Club 2013 Boys Black,RSL-AZ South 2013 Boys Blue,4,3,League Play,2024-11-03,az_boys_u13,https://rankings.gotsport.com/teams/u13_27
az arsenal soccer club 2013 boys black,gilbert soccer club 2013 boys white,AZ Arsenal Soccer Club 2013 Boys Black,Gilbert Soccer Club 2013 Boys White,5,4,League Play,2025-03-03,az_boys_u13,https://rankings.gotsport.com/teams/u13_27
