Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
az arsenal soccer club 2015 boys blue,thunderbird fc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Blue,Thunderbird FC 2015 Boys Blue,3,1,Arizona U11 State League,2025-10-06,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,united latinos sc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Blue,United Latinos SC 2015 Boys Blue,4,3,Desert Classic,2025-08-22,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,sc union maricopa academy 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Blue,SC Union Maricopa Academy 2015 Boys White,3,0,Phoenix Premier League,2025-08-15,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,synergy fc az 2015 boys red,AZ Arsenal Soccer Club 2015 Boys Blue,Synergy FC AZ 2015 Boys Red,1,3,Desert Classic,2025-07-07,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,thunderbird fc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Blue,Thunderbird FC 2015 Boys Blue,2,4,Cactus Cup,2025-05-18,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,epic soccer club 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Blue,Epic Soccer Club 2015 Boys White,4,3,Desert Classic,2025-04-20,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,sun warriors azfc 2015 boys black,AZ Arsenal Soccer Club 2015 Boys Blue,Sun Warriors AZFC 2015 Boys Black,1,0,Desert Classic,2024-11-30,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,la academia fc 2015 boys black,AZ Arsenal Soccer Club 2015 Boys Blue,La Academia FC 2015 Boys Black,1,4,Phoenix Premier League,2025-01-29,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,fc sonora 2015 boys red,AZ Arsenal Soccer Club 2015 Boys Blue,FC Sonora 2015 Boys Red,3,2,AZ Cup,2025-05-08,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,ayso 350 alliance 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Blue,AYSO 350 Alliance 2015 Boys Blue,4,3,Desert Classic,2025-07-10,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,madison fc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Blue,Madison FC 2015 Boys Blue,0,0,Desert Classic,2024-11-20,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,state 48 fc 2015 boys,AZ Arsenal Soccer Club 2015 Boys Blue,State 48 FC 2015 Boys,0,4,Valley Championship,2025-02-04,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,vail sc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Blue,Vail SC 2015 Boys Blue,2,1,Arizona U11 State League,2025-04-02,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,phoenix rising fc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Blue,Phoenix Rising FC 2015 Boys Blue,4,1,Valley Championship,2025-01-04,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys blue,rsl-az yuma 2015 boys red,AZ Arsenal Soccer Club 2015 Boys Blue,RSL-AZ Yuma 2015 Boys Red,1,0,Valley Championship,2025-09-12,az_boys_u11,https://rankings.gotsport.com/teams/u11_23
az arsenal soccer club 2015 boys white,la academia fc 2015 boys red,AZ Arsenal Soccer Club 2015 Boys White,La Academia FC 2015 Boys Red,4,3,Cactus Cup,2025-07-14,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,phoenix united futbol club 2015 boys,AZ Arsenal Soccer Club 2015 Boys White,Phoenix United Futbol Club 2015 Boys,3,4,Cactus Cup,2024-10-30,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,fc deportivo arizona 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys White,FC Deportivo Arizona 2015 Boys Blue,3,4,Arizona U11 State League,2025-02-12,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,fbsl 2015 boys white,AZ Arsenal Soccer Club 2015 Boys White,FBSL 2015 Boys White,0,4,Valley Championship,2025-05-13,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,ayso 350 alliance 2015 boys white,AZ Arsenal Soccer Club 2015 Boys White,AYSO 350 Alliance 2015 Boys White,0,0,AZ Cup,2025-08-04,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,fc batavia 2015 boys,AZ Arsenal Soccer Club 2015 Boys White,FC Batavia 2015 Boys,2,0,Desert Classic,2024-12-04,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,fc elite arizona 2015 boys white,AZ Arsenal Soccer Club 2015 Boys White,FC Elite Arizona 2015 Boys White,4,1,Valley Championship,2024-11-04,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,fbsl 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys White,FBSL 2015 Boys Blue,4,4,Cactus Cup,2025-06-21,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,synergy fc az 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys White,Synergy FC AZ 2015 Boys Blue,2,4,Phoenix Premier League,2024-12-14,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,kingman sc 2015 boys,AZ Arsenal Soccer Club 2015 Boys White,Kingman SC 2015 Boys,4,2,Cactus Cup,2025-03-15,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,rsl-az south 2015 boys white,AZ Arsenal Soccer Club 2015 Boys White,RSL-AZ South 2015 Boys White,0,1,Phoenix Premier League,2025-01-14,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,scottsdale city fc 2015 boys red,AZ Arsenal Soccer Club 2015 Boys White,Scottsdale City FC 2015 Boys Red,2,1,Valley Championship,2025-07-18,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,spartans fc (az) 2015 boys white,AZ Arsenal Soccer Club 2015 Boys White,Spartans FC (AZ) 2015 Boys White,0,3,Valley Championship,2025-04-07,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,spartans fc (az) 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys White,Spartans FC (AZ) 2015 Boys Blue,1,1,Desert Classic,2025-05-16,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,amore soccer 2015 boys,AZ Arsenal Soccer Club 2015 Boys White,Amore Soccer 2015 Boys,2,4,Valley Championship,2024-10-28,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,phoenix premier fc 2015 boys red,AZ Arsenal Soccer Club 2015 Boys White,Phoenix Premier FC 2015 Boys Red,1,4,Arizona U11 State League,2025-03-26,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,thunderbird fc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys White,Thunderbird FC 2015 Boys Blue,1,2,Desert Classic,2024-11-12,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,spartak academy 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys White,Spartak Academy 2015 Boys Blue,3,4,Phoenix Premier League,2024-11-26,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,dynamos sc 2015 boys red,AZ Arsenal Soccer Club 2015 Boys White,Dynamos SC 2015 Boys Red,3,3,Phoenix Premier League,2024-12-24,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,fc arizona 2015 boys white,AZ Arsenal Soccer Club 2015 Boys White,FC Arizona 2015 Boys White,4,1,Desert Classic,2025-05-15,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,rsl-az south 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys White,RSL-AZ South 2015 Boys Blue,1,0,Cactus Cup,2025-04-17,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,kingman sc 2015 boys,AZ Arsenal Soccer Club 2015 Boys White,Kingman SC 2015 Boys,3,1,Phoenix Premier League,2025-04-25,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,phoenix rush 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys White,Phoenix Rush 2015 Boys Blue,0,4,AZ Cup,2025-03-18,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,phoenix rising fc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys White,Phoenix Rising FC 2015 Boys Blue,2,0,Valley Championship,2025-10-09,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,next level soccer (az) 2015 boys,AZ Arsenal Soccer Club 2015 Boys White,Next Level Soccer (AZ) 2015 Boys,0,0,Phoenix Premier League,2025-03-06,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,arizona soccer club 2015 boys black,AZ Arsenal Soccer Club 2015 Boys White,Arizona Soccer Club 2015 Boys Black,1,2,Desert Classic,2025-02-20,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,phoenix rising fc 2015 boys white,AZ Arsenal Soccer Club 2015 Boys White,Phoenix Rising FC 2015 Boys White,1,3,Cactus Cup,2025-03-29,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,phoenix rising fc 2015 boys white,AZ Arsenal Soccer Club 2015 Boys White,Phoenix Rising FC 2015 Boys White,1,3,Cactus Cup,2025-01-04,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,rsl-az north 2015 boys black,AZ Arsenal Soccer Club 2015 Boys White,RSL-AZ North 2015 Boys Black,3,1,Desert Classic,2025-07-16,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,fc arizona 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys White,FC Arizona 2015 Boys Blue,4,4,Desert Classic,2025-04-13,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,brazas futebol club 2015 boys,AZ Arsenal Soccer Club 2015 Boys White,Brazas Futebol Club 2015 Boys,3,2,AZ Cup,2024-12-13,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,ayso united (az) 2015 boys white,AZ Arsenal Soccer Club 2015 Boys White,AYSO United (AZ) 2015 Boys White,3,1,Desert Classic,2025-05-29,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,arizona soccer club 2015 boys white,AZ Arsenal Soccer Club 2015 Boys White,Arizona Soccer Club 2015 Boys White,4,4,Desert Classic,2024-11-30,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,real arizona fc 2015 boys white,AZ Arsenal Soccer Club 2015 Boys White,Real Arizona FC 2015 Boys White,4,0,Desert Classic,2025-01-20,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,az inferno 2015 boys,AZ Arsenal Soccer Club 2015 Boys White,AZ Inferno 2015 Boys,0,3,Desert Classic,2025-09-16,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys white,canyon del oro soccer club 2015 boys red,AZ Arsenal Soccer Club 2015 Boys White,Canyon Del Oro Soccer Club 2015 Boys Red,0,3,Valley Championship,2024-11-27,az_boys_u11,https://rankings.gotsport.com/teams/u11_24
az arsenal soccer club 2015 boys red,rsl-az west valley 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Red,RSL-AZ West Valley 2015 Boys Blue,4,4,Arizona U11 State League,2024-12-29,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,fc sonora 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Red,FC Sonora 2015 Boys Blue,4,2,Arizona U11 State League,2025-03-30,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,vail sc 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Red,Vail SC 2015 Boys White,3,0,Phoenix Premier League,2025-04-25,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,epic soccer club 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Red,Epic Soccer Club 2015 Boys White,0,1,Arizona U11 State League,2025-01-03,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,canyon del oro soccer club 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Red,Canyon Del Oro Soccer Club 2015 Boys White,4,2,Phoenix Premier League,2024-10-12,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,fbsl 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Red,FBSL 2015 Boys White,0,2,Cactus Cup,2025-06-30,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,la academia fc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Red,La Academia FC 2015 Boys Blue,1,2,AZ Cup,2024-12-18,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,arizona soccer academy 2015 boys,AZ Arsenal Soccer Club 2015 Boys Red,Arizona Soccer Academy 2015 Boys,0,0,Valley Championship,2025-01-07,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,pima county surf soccer club 2015 boys,AZ Arsenal Soccer Club 2015 Boys Red,Pima County Surf Soccer Club 2015 Boys,0,2,AZ Cup,2025-03-25,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,spartans fc (az) 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Red,Spartans FC (AZ) 2015 Boys White,2,4,Desert Classic,2025-06-05,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,arizona soccer club 2015 boys red,AZ Arsenal Soccer Club 2015 Boys Red,Arizona Soccer Club 2015 Boys Red,4,1,Valley Championship,2025-10-01,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,fc arizona 2015 boys black,AZ Arsenal Soccer Club 2015 Boys Red,FC Arizona 2015 Boys Black,3,4,Arizona U11 State League,2025-06-18,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,spartans fc (az) 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Red,Spartans FC (AZ) 2015 Boys Blue,4,2,Cactus Cup,2025-01-02,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,united latinos sc 2015 boys black,AZ Arsenal Soccer Club 2015 Boys Red,United Latinos SC 2015 Boys Black,1,2,Cactus Cup,2024-12-18,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,rsl-az yuma 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Red,RSL-AZ Yuma 2015 Boys Blue,0,2,Arizona U11 State League,2025-07-06,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,fc arizona 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Red,FC Arizona 2015 Boys White,4,4,Phoenix Premier League,2025-02-25,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,dynamos sc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Red,Dynamos SC 2015 Boys Blue,3,2,AZ Cup,2025-03-16,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,sun warriors azfc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Red,Sun Warriors AZFC 2015 Boys Blue,2,3,AZ Cup,2025-03-17,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,rsl-az yuma 2015 boys black,AZ Arsenal Soccer Club 2015 Boys Red,RSL-AZ Yuma 2015 Boys Black,2,0,AZ Cup,2025-09-22,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,state 48 fc 2015 boys,AZ Arsenal Soccer Club 2015 Boys Red,State 48 FC 2015 Boys,1,1,AZ Cup,2025-04-12,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,rsl-az south 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Red,RSL-AZ South 2015 Boys Blue,0,4,Arizona U11 State League,2025-08-09,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,united latinos sc 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Red,United Latinos SC 2015 Boys White,0,4,Phoenix Premier League,2025-08-13,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,dynamos sc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Red,Dynamos SC 2015 Boys Blue,0,3,Valley Championship,2024-11-01,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,amore soccer 2015 boys,AZ Arsenal Soccer Club 2015 Boys Red,Amore Soccer 2015 Boys,3,4,Arizona U11 State League,2024-10-21,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,az arsenal soccer club 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Red,AZ Arsenal Soccer Club 2015 Boys White,0,3,Arizona U11 State League,2025-03-24,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,la academia fc 2015 boys red,AZ Arsenal Soccer Club 2015 Boys Red,La Academia FC 2015 Boys Red,4,3,Cactus Cup,2025-06-17,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,synergy fc az 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Red,Synergy FC AZ 2015 Boys Blue,3,3,Arizona U11 State League,2024-12-23,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,fc sonora 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Red,FC Sonora 2015 Boys Blue,1,4,Cactus Cup,2025-08-16,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,phoenix premier fc 2015 boys black,AZ Arsenal Soccer Club 2015 Boys Red,Phoenix Premier FC 2015 Boys Black,0,2,Cactus Cup,2025-08-31,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys red,ayso united (az) 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Red,AYSO United (AZ) 2015 Boys White,1,1,Arizona U11 State League,2025-07-19,az_boys_u11,https://rankings.gotsport.com/teams/u11_25
az arsenal soccer club 2015 boys black,amore soccer 2015 boys,AZ Arsenal Soccer Club 2015 Boys Black,Amore Soccer 2015 Boys,2,4,AZ Cup,2025-08-11,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,vail sc 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Black,Vail SC 2015 Boys White,2,2,Valley Championship,2025-05-19,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,la academia fc 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Black,La Academia FC 2015 Boys White,0,0,Desert Classic,2025-07-19,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,sun warriors azfc 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Black,Sun Warriors AZFC 2015 Boys White,0,1,AZ Cup,2024-12-01,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,rsl-az south 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Black,RSL-AZ South 2015 Boys White,1,3,Desert Classic,2025-03-10,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,fc arizona 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Black,FC Arizona 2015 Boys Blue,0,4,Valley Championship,2025-01-05,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,bala fc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Black,Bala FC 2015 Boys Blue,1,0,Valley Championship,2025-03-04,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,vail sc 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Black,Vail SC 2015 Boys White,2,0,Cactus Cup,2025-02-28,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,fc deportivo arizona 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Black,FC Deportivo Arizona 2015 Boys Blue,0,3,Cactus Cup,2025-08-24,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,bala fc 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Black,Bala FC 2015 Boys White,2,0,AZ Cup,2025-08-08,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,fc batavia 2015 boys,AZ Arsenal Soccer Club 2015 Boys Black,FC Batavia 2015 Boys,4,4,AZ Cup,2025-08-09,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,synergy fc az 2015 boys red,AZ Arsenal Soccer Club 2015 Boys Black,Synergy FC AZ 2015 Boys Red,4,4,Desert Classic,2025-02-15,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,united latinos sc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Black,United Latinos SC 2015 Boys Blue,1,1,Arizona U11 State League,2025-09-21,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,real arizona fc 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Black,Real Arizona FC 2015 Boys Blue,3,1,Phoenix Premier League,2024-12-19,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,fc arizona 2015 boys red,AZ Arsenal Soccer Club 2015 Boys Black,FC Arizona 2015 Boys Red,2,4,Phoenix Premier League,2025-09-07,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,renegades soccer club 2015 boys,AZ Arsenal Soccer Club 2015 Boys Black,Renegades Soccer Club 2015 Boys,4,3,Phoenix Premier League,2025-04-28,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,vail sc 2015 boys white,AZ Arsenal Soccer Club 2015 Boys Black,Vail SC 2015 Boys White,3,1,Phoenix Premier League,2025-04-13,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
az arsenal soccer club 2015 boys black,fc tucson youth soccer 2015 boys blue,AZ Arsenal Soccer Club 2015 Boys Black,FC Tucson Youth Soccer 2015 Boys Blue,0,4,Arizona U11 State League,2024-12-23,az_boys_u11,https://rankings.gotsport.com/teams/u11_26
fbsl 2015 boys blue,thunderbird fc 2015 boys blue,FBSL 2015 Boys Blue,Thunderbird FC 2015 Boys Blue,4,0,Cactus Cup,2025-02-21,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,rsl-az west valley 2015 boys blue,FBSL 2015 Boys Blue,RSL-AZ West Valley 2015 Boys Blue,2,0,Cactus Cup,2025-04-14,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,phoenix premier fc 2015 boys red,FBSL 2015 Boys Blue,Phoenix Premier FC 2015 Boys Red,3,4,Desert Classic,2024-12-17,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,phoenix premier fc 2015 boys red,FBSL 2015 Boys Blue,Phoenix Premier FC 2015 Boys Red,3,3,Arizona U11 State League,2025-06-26,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,canyon del oro soccer club 2015 boys blue,FBSL 2015 Boys Blue,Canyon Del Oro Soccer Club 2015 Boys Blue,1,2,Cactus Cup,2025-08-27,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,north scottsdale soccer club 2015 boys,FBSL 2015 Boys Blue,North Scottsdale Soccer Club 2015 Boys,2,3,Arizona U11 State League,2024-12-27,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,thunderbird fc 2015 boys blue,FBSL 2015 Boys Blue,Thunderbird FC 2015 Boys Blue,3,0,Phoenix Premier League,2025-08-11,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,rsl-az west valley 2015 boys blue,FBSL 2015 Boys Blue,RSL-AZ West Valley 2015 Boys Blue,1,0,Valley Championship,2025-02-19,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,ccv stars 2015 boys white,FBSL 2015 Boys Blue,CCV STARS 2015 Boys White,1,1,Arizona U11 State League,2025-02-27,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,phoenix rush 2015 boys white,FBSL 2015 Boys Blue,Phoenix Rush 2015 Boys White,3,3,Desert Classic,2024-11-05,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,dynamos sc 2015 boys blue,FBSL 2015 Boys Blue,Dynamos SC 2015 Boys Blue,4,0,Cactus Cup,2025-05-02,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,fc sonora 2015 boys red,FBSL 2015 Boys Blue,FC Sonora 2015 Boys Red,0,3,Valley Championship,2025-02-18,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,ccv stars 2015 boys white,FBSL 2015 Boys Blue,CCV STARS 2015 Boys White,1,2,Valley Championship,2024-11-04,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,az arsenal soccer club 2015 boys blue,FBSL 2015 Boys Blue,AZ Arsenal Soccer Club 2015 Boys Blue,3,2,Cactus Cup,2025-04-15,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,synergy fc az 2015 boys red,FBSL 2015 Boys Blue,Synergy FC AZ 2015 Boys Red,0,1,Arizona U11 State League,2025-02-09,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,sun warriors azfc 2015 boys white,FBSL 2015 Boys Blue,Sun Warriors AZFC 2015 Boys White,0,2,Phoenix Premier League,2025-03-05,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
fbsl 2015 boys blue,la academia fc 2015 boys blue,FBSL 2015 Boys Blue,La Academia FC 2015 Boys Blue,3,3,Valley Championship,2024-12-16,az_boys_u11,https://rankings.gotsport.com/teams/u11_27
