Team A,Team B,Score A,Score B,Date
peoria soccer club 2016 boys white,paradise valley soccer club 2016 boys blue,4,3,2025-06-08
peoria soccer club 2016 boys white,avondale soccer club 2016 boys white,1,1,2025-08-13
peoria soccer club 2016 boys white,az arsenal soccer club 2016 boys blue,0,1,2025-06-28
peoria soccer club 2016 boys white,scottsdale soccer club 2016 boys white,3,3,2025-03-08
peoria soccer club 2016 boys white,buckeye soccer club 2016 boys gold,0,1,2025-05-30
peoria soccer club 2016 boys white,gilbert soccer club 2016 boys blue,2,3,2025-03-05
peoria soccer club 2016 boys white,buckeye soccer club 2016 boys black,2,3,2025-07-28
peoria soccer club 2016 boys white,valley united fc 2016 boys white,2,4,2025-03-11
peoria soccer club 2016 boys white,buckeye soccer club 2016 boys blue,0,1,2025-01-02
peoria soccer club 2016 boys white,gilbert soccer club 2016 boys white,3,1,2025-07-08
peoria soccer club 2016 boys white,rsl-az south 2016 boys gold,3,4,2025-04-27
peoria soccer club 2016 boys white,fountain hills soccer club 2016 boys red,1,1,2025-06-02
peoria soccer club 2016 boys white,fc tucson youth soccer 2016 boys red,2,3,2025-06-26
az arsenal soccer club 2016 boys gold,chandler soccer club 2016 boys red,2,0,2025-05-30
az arsenal soccer club 2016 boys gold,rsl-az yuma 2016 boys gold,1,3,2025-03-06
az arsenal soccer club 2016 boys gold,az soccer club 2016 boys white,0,1,2025-06-08
az arsenal soccer club 2016 boys gold,apache junction soccer club 2016 boys red,2,1,2025-08-08
az arsenal soccer club 2016 boys gold,queen creek soccer club 2016 boys gold,1,4,2025-09-19
az arsenal soccer club 2016 boys gold,glendale soccer club 2016 boys black,4,1,2025-06-04
az arsenal soccer club 2016 boys gold,scottsdale soccer club 2016 boys black,2,1,2025-06-02
az arsenal soccer club 2016 boys gold,queen creek soccer club 2016 boys gold,3,2,2025-05-07
az arsenal soccer club 2016 boys gold,gilbert soccer club 2016 boys blue,0,1,2025-02-10
az arsenal soccer club 2016 boys gold,scottsdale soccer club 2016 boys gold,2,3,2025-09-03
az arsenal soccer club 2016 boys gold,fc tucson youth soccer 2016 boys white,3,4,2025-05-24
az arsenal soccer club 2016 boys gold,peoria soccer club 2016 boys black,1,1,2025-05-21
az arsenal soccer club 2016 boys gold,fountain hills soccer club 2016 boys white,4,4,2025-08-24
az arsenal soccer club 2016 boys gold,peoria soccer club 2016 boys black,1,1,2025-07-01
az arsenal soccer club 2016 boys gold,glendale soccer club 2016 boys white,0,4,2024-12-15
az arsenal soccer club 2016 boys gold,rsl-az yuma 2016 boys gold,0,4,2025-01-15
az arsenal soccer club 2016 boys gold,queen creek soccer club 2016 boys gold,1,1,2025-08-06
az arsenal soccer club 2016 boys gold,fc tucson youth soccer 2016 boys red,2,1,2025-10-10
az arsenal soccer club 2016 boys gold,rsl-az west valley 2016 boys gold,4,1,2025-01-18
az arsenal soccer club 2016 boys gold,glendale soccer club 2016 boys blue,1,1,2025-05-30
az arsenal soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,2,1,2025-06-01
az arsenal soccer club 2016 boys gold,fc tucson youth soccer 2016 boys red,0,2,2025-08-27
az arsenal soccer club 2016 boys gold,phoenix premier fc 2016 boys red,4,2,2024-12-16
az arsenal soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,4,4,2025-01-23
az arsenal soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,2,1,2025-06-13
rsl-az west valley 2016 boys white,casa grande soccer club 2016 boys gold,1,4,2025-03-26
rsl-az west valley 2016 boys white,paradise valley soccer club 2016 boys gold,0,3,2025-04-26
rsl-az west valley 2016 boys white,az arsenal soccer club 2016 boys gold,3,1,2025-08-12
rsl-az west valley 2016 boys white,chandler soccer club 2016 boys blue,2,1,2025-07-06
rsl-az west valley 2016 boys white,az soccer club 2016 boys red,2,2,2025-05-05
rsl-az west valley 2016 boys white,gilbert soccer club 2016 boys blue,1,2,2025-06-16
rsl-az west valley 2016 boys white,glendale soccer club 2016 boys blue,2,3,2024-12-24
rsl-az west valley 2016 boys white,rsl-az yuma 2016 boys red,1,0,2025-02-17
rsl-az west valley 2016 boys white,rsl-az west valley 2016 boys black,1,3,2025-07-02
rsl-az west valley 2016 boys white,peoria soccer club 2016 boys white,1,4,2025-08-19
rsl-az west valley 2016 boys white,goodyear soccer club 2016 boys gold,3,4,2024-12-31
rsl-az west valley 2016 boys white,queen creek soccer club 2016 boys blue,4,0,2025-09-18
rsl-az west valley 2016 boys white,surprise soccer club 2016 boys red,3,2,2025-03-12
rsl-az west valley 2016 boys white,rsl-az yuma 2016 boys gold,2,0,2025-05-10
rsl-az west valley 2016 boys white,rsl-az west valley 2016 boys red,4,4,2025-04-24
rsl-az west valley 2016 boys white,casa grande soccer club 2016 boys gold,1,1,2025-04-01
rsl-az west valley 2016 boys white,az arsenal soccer club 2016 boys gold,3,4,2024-12-23
rsl-az west valley 2016 boys white,gilbert soccer club 2016 boys blue,1,1,2024-12-23
rsl-az west valley 2016 boys white,rsl-az yuma 2016 boys red,0,4,2025-03-30
rsl-az west valley 2016 boys white,paradise valley soccer club 2016 boys blue,4,2,2025-06-01
rsl-az west valley 2016 boys white,az arsenal soccer club 2016 boys blue,4,1,2025-04-09
rsl-az west valley 2016 boys white,fc tucson youth soccer 2016 boys gold,3,0,2024-12-17
rsl-az west valley 2016 boys white,scottsdale soccer club 2016 boys white,2,1,2025-04-19
rsl-az west valley 2016 boys white,rsl-az yuma 2016 boys red,3,2,2025-03-06
rsl-az west valley 2016 boys white,queen creek soccer club 2016 boys blue,3,0,2025-07-09
chandler soccer club 2016 boys red,gilbert soccer club 2016 boys red,2,0,2025-04-13
chandler soccer club 2016 boys red,az soccer club 2016 boys red,4,1,2025-06-03
chandler soccer club 2016 boys red,fc tucson youth soccer 2016 boys gold,0,4,2025-04-02
chandler soccer club 2016 boys red,queen creek soccer club 2016 boys blue,2,2,2025-06-28
chandler soccer club 2016 boys red,queen creek soccer club 2016 boys white,0,2,2025-09-07
chandler soccer club 2016 boys red,rsl-az west valley 2016 boys red,2,3,2025-01-29
chandler soccer club 2016 boys red,cave creek soccer club 2016 boys black,4,2,2025-01-04
chandler soccer club 2016 boys red,queen creek soccer club 2016 boys blue,4,2,2025-06-05
chandler soccer club 2016 boys red,chandler soccer club 2016 boys blue,0,0,2025-08-14
chandler soccer club 2016 boys red,cave creek soccer club 2016 boys white,3,0,2025-07-15
chandler soccer club 2016 boys red,fc tucson youth soccer 2016 boys gold,3,2,2025-03-18
chandler soccer club 2016 boys red,fc elite arizona 2016 boys blue,4,1,2025-09-18
chandler soccer club 2016 boys red,peoria soccer club 2016 boys black,3,1,2025-10-09
chandler soccer club 2016 boys red,fc tucson youth soccer 2016 boys gold,1,3,2025-05-23
chandler soccer club 2016 boys red,scottsdale soccer club 2016 boys blue,3,1,2025-04-01
chandler soccer club 2016 boys red,rsl-az north 2016 boys white,3,2,2025-06-29
chandler soccer club 2016 boys red,desert sc 2016 boys white,0,3,2025-09-21
chandler soccer club 2016 boys red,casa grande soccer club 2016 boys gold,4,2,2025-03-01
chandler soccer club 2016 boys red,peoria soccer club 2016 boys gold,4,0,2025-08-04
chandler soccer club 2016 boys red,mesa soccer club 2016 boys blue,2,3,2025-09-30
chandler soccer club 2016 boys red,az arsenal soccer club 2016 boys blue,3,2,2025-01-23
chandler soccer club 2016 boys red,chandler soccer club 2016 boys blue,0,0,2025-08-31
chandler soccer club 2016 boys red,rsl-az north 2016 boys black,2,1,2025-06-07
chandler soccer club 2016 boys red,casa grande soccer club 2016 boys white,3,2,2025-03-25
chandler soccer club 2016 boys red,az soccer club 2016 boys gold,3,2,2025-04-07
queen creek soccer club 2016 boys white,buckeye soccer club 2016 boys gold,1,1,2025-07-23
queen creek soccer club 2016 boys white,paradise valley soccer club 2016 boys blue,0,1,2024-12-27
queen creek soccer club 2016 boys white,glendale soccer club 2016 boys black,0,0,2025-04-10
queen creek soccer club 2016 boys white,casa grande soccer club 2016 boys gold,0,0,2025-01-19
queen creek soccer club 2016 boys white,fountain hills soccer club 2016 boys white,1,4,2025-04-02
queen creek soccer club 2016 boys white,fc tucson youth soccer 2016 boys gold,0,1,2025-03-30
queen creek soccer club 2016 boys white,rsl-az north 2016 boys black,4,4,2025-09-02
queen creek soccer club 2016 boys white,phoenix premier fc 2016 boys black,3,3,2025-08-08
queen creek soccer club 2016 boys white,glendale soccer club 2016 boys white,2,3,2025-08-06
queen creek soccer club 2016 boys white,rsl-az west valley 2016 boys red,3,3,2024-12-17
queen creek soccer club 2016 boys white,chandler soccer club 2016 boys red,4,0,2025-05-15
queen creek soccer club 2016 boys white,rsl-az yuma 2016 boys gold,1,1,2025-03-13
queen creek soccer club 2016 boys white,fountain hills soccer club 2016 boys white,0,2,2024-12-17
queen creek soccer club 2016 boys white,glendale soccer club 2016 boys blue,2,4,2025-08-31
queen creek soccer club 2016 boys white,valley united fc 2016 boys white,0,4,2025-04-25
queen creek soccer club 2016 boys white,apache junction soccer club 2016 boys red,0,1,2025-04-06
queen creek soccer club 2016 boys white,rsl-az west valley 2016 boys red,2,0,2025-02-22
queen creek soccer club 2016 boys white,tempe soccer club 2016 boys black,1,3,2025-02-13
queen creek soccer club 2016 boys white,maricopa soccer club 2016 boys red,0,2,2025-01-17
queen creek soccer club 2016 boys white,apache junction soccer club 2016 boys red,2,0,2025-02-26
queen creek soccer club 2016 boys white,glendale soccer club 2016 boys white,4,0,2025-01-26
queen creek soccer club 2016 boys white,fountain hills soccer club 2016 boys white,1,3,2025-01-24
queen creek soccer club 2016 boys white,paradise valley soccer club 2016 boys gold,0,4,2025-08-23
queen creek soccer club 2016 boys white,avondale soccer club 2016 boys white,1,2,2025-01-17
queen creek soccer club 2016 boys white,queen creek soccer club 2016 boys blue,2,1,2025-06-22
buckeye soccer club 2016 boys blue,maricopa soccer club 2016 boys black,3,3,2025-08-09
buckeye soccer club 2016 boys blue,queen creek soccer club 2016 boys white,2,0,2025-05-01
buckeye soccer club 2016 boys blue,rsl-az north 2016 boys white,0,3,2025-10-02
buckeye soccer club 2016 boys blue,phoenix premier fc 2016 boys gold,1,1,2025-07-07
buckeye soccer club 2016 boys blue,paradise valley soccer club 2016 boys blue,1,1,2025-06-15
buckeye soccer club 2016 boys blue,chandler soccer club 2016 boys gold,1,1,2025-07-31
buckeye soccer club 2016 boys blue,gilbert soccer club 2016 boys black,3,2,2025-01-06
buckeye soccer club 2016 boys blue,desert sc 2016 boys white,0,1,2025-08-27
buckeye soccer club 2016 boys blue,peoria soccer club 2016 boys white,0,4,2025-05-15
buckeye soccer club 2016 boys blue,chandler soccer club 2016 boys blue,1,3,2025-07-20
buckeye soccer club 2016 boys blue,fc tucson youth soccer 2016 boys gold,3,3,2025-05-23
buckeye soccer club 2016 boys blue,cave creek soccer club 2016 boys white,0,2,2025-03-03
buckeye soccer club 2016 boys blue,buckeye soccer club 2016 boys black,3,4,2025-02-24
buckeye soccer club 2016 boys blue,avondale soccer club 2016 boys red,0,1,2025-04-29
buckeye soccer club 2016 boys blue,cave creek soccer club 2016 boys white,2,0,2025-05-05
buckeye soccer club 2016 boys blue,peoria soccer club 2016 boys black,3,0,2025-01-13
buckeye soccer club 2016 boys blue,queen creek soccer club 2016 boys gold,4,0,2025-09-01
buckeye soccer club 2016 boys blue,rsl-az south 2016 boys gold,1,3,2025-03-20
buckeye soccer club 2016 boys blue,chandler soccer club 2016 boys blue,0,4,2025-07-07
buckeye soccer club 2016 boys blue,goodyear soccer club 2016 boys black,2,2,2025-05-02
buckeye soccer club 2016 boys blue,paradise valley soccer club 2016 boys white,0,2,2025-10-09
buckeye soccer club 2016 boys blue,cave creek soccer club 2016 boys black,1,2,2025-09-06
buckeye soccer club 2016 boys blue,fc elite arizona 2016 boys black,0,1,2024-12-24
buckeye soccer club 2016 boys blue,queen creek soccer club 2016 boys blue,0,4,2025-03-05
maricopa soccer club 2016 boys white,mesa soccer club 2016 boys gold,2,2,2025-04-29
maricopa soccer club 2016 boys white,paradise valley soccer club 2016 boys gold,1,4,2025-08-09
maricopa soccer club 2016 boys white,rsl-az south 2016 boys blue,2,2,2025-06-19
maricopa soccer club 2016 boys white,chandler soccer club 2016 boys gold,4,4,2025-01-30
maricopa soccer club 2016 boys white,queen creek soccer club 2016 boys blue,0,4,2024-12-20
maricopa soccer club 2016 boys white,gilbert soccer club 2016 boys blue,4,4,2025-07-28
maricopa soccer club 2016 boys white,cave creek soccer club 2016 boys white,3,3,2025-08-08
maricopa soccer club 2016 boys white,avondale soccer club 2016 boys white,4,4,2025-08-20
maricopa soccer club 2016 boys white,fc elite arizona 2016 boys blue,3,4,2025-03-13
maricopa soccer club 2016 boys white,surprise soccer club 2016 boys red,0,3,2025-08-12
maricopa soccer club 2016 boys white,buckeye soccer club 2016 boys black,1,0,2025-03-13
maricopa soccer club 2016 boys white,avondale soccer club 2016 boys white,3,0,2025-05-15
maricopa soccer club 2016 boys white,gilbert soccer club 2016 boys blue,3,2,2025-01-05
maricopa soccer club 2016 boys white,paradise valley soccer club 2016 boys blue,2,2,2025-10-06
maricopa soccer club 2016 boys white,maricopa soccer club 2016 boys gold,1,2,2025-06-24
maricopa soccer club 2016 boys white,maricopa soccer club 2016 boys red,1,4,2025-05-05
maricopa soccer club 2016 boys white,paradise valley soccer club 2016 boys blue,3,4,2025-05-20
maricopa soccer club 2016 boys white,gilbert soccer club 2016 boys blue,3,3,2025-08-10
maricopa soccer club 2016 boys white,surprise soccer club 2016 boys blue,2,3,2025-08-13
maricopa soccer club 2016 boys white,rsl-az west valley 2016 boys red,0,2,2025-03-27
maricopa soccer club 2016 boys white,cave creek soccer club 2016 boys white,4,3,2025-03-10
maricopa soccer club 2016 boys white,buckeye soccer club 2016 boys black,0,4,2025-08-26
maricopa soccer club 2016 boys white,glendale soccer club 2016 boys blue,1,4,2025-08-15
maricopa soccer club 2016 boys white,fc tucson youth soccer 2016 boys gold,0,0,2025-03-14
maricopa soccer club 2016 boys white,desert sc 2016 boys white,2,3,2025-05-17
glendale soccer club 2016 boys white,fc tucson youth soccer 2016 boys red,2,0,2025-02-09
glendale soccer club 2016 boys white,mesa soccer club 2016 boys gold,4,1,2025-07-08
glendale soccer club 2016 boys white,scottsdale soccer club 2016 boys black,0,4,2025-01-26
glendale soccer club 2016 boys white,rsl-az yuma 2016 boys gold,4,1,2025-08-16
glendale soccer club 2016 boys white,rsl-az north 2016 boys white,1,0,2025-03-15
glendale soccer club 2016 boys white,paradise valley soccer club 2016 boys white,2,4,2025-07-23
glendale soccer club 2016 boys white,scottsdale soccer club 2016 boys blue,1,0,2025-07-25
glendale soccer club 2016 boys white,apache junction soccer club 2016 boys red,2,4,2025-06-16
glendale soccer club 2016 boys white,scottsdale soccer club 2016 boys white,0,3,2025-05-16
glendale soccer club 2016 boys white,az arsenal soccer club 2016 boys gold,2,3,2025-02-03
glendale soccer club 2016 boys white,queen creek soccer club 2016 boys blue,4,4,2025-07-24
glendale soccer club 2016 boys white,chandler soccer club 2016 boys gold,3,2,2025-03-28
glendale soccer club 2016 boys white,phoenix rising fc 2016 boys gold,2,1,2025-06-27
glendale soccer club 2016 boys white,rsl-az north 2016 boys white,0,0,2025-02-21
glendale soccer club 2016 boys white,maricopa soccer club 2016 boys red,2,4,2025-05-28
glendale soccer club 2016 boys white,desert sc 2016 boys white,1,3,2025-03-03
glendale soccer club 2016 boys white,chandler soccer club 2016 boys gold,2,3,2025-06-25
glendale soccer club 2016 boys white,surprise soccer club 2016 boys blue,1,3,2025-03-12
glendale soccer club 2016 boys white,valley united fc 2016 boys white,2,1,2025-01-27
glendale soccer club 2016 boys white,chandler soccer club 2016 boys blue,4,2,2025-04-22
glendale soccer club 2016 boys white,mesa soccer club 2016 boys blue,3,0,2025-01-06
glendale soccer club 2016 boys white,fc tucson youth soccer 2016 boys gold,2,1,2025-04-17
glendale soccer club 2016 boys white,maricopa soccer club 2016 boys red,2,2,2025-01-14
glendale soccer club 2016 boys white,fountain hills soccer club 2016 boys red,1,3,2025-06-16
glendale soccer club 2016 boys white,az arsenal soccer club 2016 boys blue,1,2,2025-04-25
queen creek soccer club 2016 boys blue,tempe soccer club 2016 boys white,4,4,2025-06-07
queen creek soccer club 2016 boys blue,buckeye soccer club 2016 boys black,2,0,2025-03-05
queen creek soccer club 2016 boys blue,rsl-az north 2016 boys white,3,0,2025-08-19
queen creek soccer club 2016 boys blue,rsl-az west valley 2016 boys red,1,1,2025-06-02
queen creek soccer club 2016 boys blue,surprise soccer club 2016 boys blue,2,4,2025-09-19
queen creek soccer club 2016 boys blue,chandler soccer club 2016 boys red,4,0,2025-04-11
queen creek soccer club 2016 boys blue,glendale soccer club 2016 boys black,4,4,2025-05-14
queen creek soccer club 2016 boys blue,fountain hills soccer club 2016 boys white,2,3,2025-09-07
queen creek soccer club 2016 boys blue,casa grande soccer club 2016 boys red,1,2,2025-07-04
queen creek soccer club 2016 boys blue,avondale soccer club 2016 boys red,1,3,2025-02-21
queen creek soccer club 2016 boys blue,goodyear soccer club 2016 boys gold,1,3,2025-05-14
queen creek soccer club 2016 boys blue,glendale soccer club 2016 boys blue,3,4,2025-08-31
queen creek soccer club 2016 boys blue,mesa soccer club 2016 boys gold,1,4,2025-04-09
queen creek soccer club 2016 boys blue,desert sc 2016 boys white,4,2,2024-12-26
queen creek soccer club 2016 boys blue,apache junction soccer club 2016 boys red,0,1,2025-07-16
queen creek soccer club 2016 boys blue,fc elite arizona 2016 boys black,4,0,2025-01-05
queen creek soccer club 2016 boys blue,mesa soccer club 2016 boys gold,1,1,2025-05-22
queen creek soccer club 2016 boys blue,fc tucson youth soccer 2016 boys gold,2,1,2025-08-06
queen creek soccer club 2016 boys blue,rsl-az west valley 2016 boys red,1,2,2025-03-12
queen creek soccer club 2016 boys blue,chandler soccer club 2016 boys blue,4,1,2025-07-14
queen creek soccer club 2016 boys blue,rsl-az yuma 2016 boys red,0,3,2025-06-08
queen creek soccer club 2016 boys blue,avondale soccer club 2016 boys white,4,0,2025-10-08
queen creek soccer club 2016 boys blue,chandler soccer club 2016 boys red,4,1,2025-02-13
queen creek soccer club 2016 boys blue,rsl-az north 2016 boys white,1,3,2025-04-18
queen creek soccer club 2016 boys blue,rsl-az west valley 2016 boys gold,4,0,2025-08-16
rsl-az yuma 2016 boys red,tempe soccer club 2016 boys black,2,4,2025-07-07
rsl-az yuma 2016 boys red,az arsenal soccer club 2016 boys gold,2,2,2025-04-25
rsl-az yuma 2016 boys red,fountain hills soccer club 2016 boys red,2,1,2025-08-27
rsl-az yuma 2016 boys red,az arsenal soccer club 2016 boys blue,2,4,2025-09-22
rsl-az yuma 2016 boys red,rsl-az yuma 2016 boys gold,4,1,2025-07-27
rsl-az yuma 2016 boys red,scottsdale soccer club 2016 boys white,3,1,2025-08-21
rsl-az yuma 2016 boys red,phoenix premier fc 2016 boys red,0,2,2025-01-14
rsl-az yuma 2016 boys red,az soccer club 2016 boys white,1,0,2025-09-26
rsl-az yuma 2016 boys red,surprise soccer club 2016 boys red,0,4,2025-04-12
rsl-az yuma 2016 boys red,glendale soccer club 2016 boys black,0,3,2025-06-04
rsl-az yuma 2016 boys red,chandler soccer club 2016 boys gold,4,4,2025-03-06
rsl-az yuma 2016 boys red,casa grande soccer club 2016 boys red,4,0,2025-07-10
rsl-az yuma 2016 boys red,apache junction soccer club 2016 boys red,1,0,2025-01-12
rsl-az yuma 2016 boys red,az arsenal soccer club 2016 boys gold,3,1,2025-05-16
rsl-az yuma 2016 boys red,gilbert soccer club 2016 boys white,3,4,2024-12-27
rsl-az yuma 2016 boys red,fc tucson youth soccer 2016 boys gold,4,3,2025-04-26
rsl-az yuma 2016 boys red,casa grande soccer club 2016 boys blue,1,0,2025-06-26
rsl-az yuma 2016 boys red,fountain hills soccer club 2016 boys white,3,3,2025-02-11
rsl-az yuma 2016 boys red,rsl-az west valley 2016 boys gold,1,0,2025-06-03
rsl-az yuma 2016 boys red,fountain hills soccer club 2016 boys blue,2,2,2025-04-17
rsl-az yuma 2016 boys red,casa grande soccer club 2016 boys white,4,3,2025-08-17
rsl-az yuma 2016 boys red,casa grande soccer club 2016 boys gold,3,3,2025-08-22
rsl-az yuma 2016 boys red,maricopa soccer club 2016 boys black,1,1,2025-04-12
rsl-az yuma 2016 boys red,gilbert soccer club 2016 boys black,2,3,2025-02-16
rsl-az yuma 2016 boys red,scottsdale soccer club 2016 boys black,0,3,2025-01-14
casa grande soccer club 2016 boys white,az soccer club 2016 boys red,2,0,2025-06-12
casa grande soccer club 2016 boys white,apache junction soccer club 2016 boys red,1,3,2025-03-17
casa grande soccer club 2016 boys white,phoenix premier fc 2016 boys gold,3,3,2025-01-13
casa grande soccer club 2016 boys white,rsl-az yuma 2016 boys gold,0,0,2025-05-17
casa grande soccer club 2016 boys white,rsl-az north 2016 boys white,3,3,2025-02-08
casa grande soccer club 2016 boys white,rsl-az yuma 2016 boys red,1,2,2025-06-30
casa grande soccer club 2016 boys white,casa grande soccer club 2016 boys black,3,1,2025-09-04
casa grande soccer club 2016 boys white,scottsdale soccer club 2016 boys black,0,1,2024-12-29
casa grande soccer club 2016 boys white,cave creek soccer club 2016 boys white,2,3,2025-03-29
casa grande soccer club 2016 boys white,fc tucson youth soccer 2016 boys gold,4,1,2025-01-12
casa grande soccer club 2016 boys white,gilbert soccer club 2016 boys red,0,4,2025-04-23
casa grande soccer club 2016 boys white,mesa soccer club 2016 boys gold,4,0,2025-01-23
casa grande soccer club 2016 boys white,az arsenal soccer club 2016 boys gold,2,4,2025-05-13
casa grande soccer club 2016 boys white,chandler soccer club 2016 boys gold,3,3,2024-12-23
casa grande soccer club 2016 boys white,casa grande soccer club 2016 boys red,1,3,2025-03-04
casa grande soccer club 2016 boys white,buckeye soccer club 2016 boys blue,2,2,2025-06-02
casa grande soccer club 2016 boys white,cave creek soccer club 2016 boys white,3,1,2024-12-21
casa grande soccer club 2016 boys white,paradise valley soccer club 2016 boys blue,4,4,2025-06-26
casa grande soccer club 2016 boys white,buckeye soccer club 2016 boys blue,0,4,2025-08-24
casa grande soccer club 2016 boys white,valley united fc 2016 boys black,3,3,2025-01-23
casa grande soccer club 2016 boys white,fountain hills soccer club 2016 boys blue,3,3,2025-04-13
casa grande soccer club 2016 boys white,tempe soccer club 2016 boys black,2,1,2025-02-12
casa grande soccer club 2016 boys white,scottsdale soccer club 2016 boys white,3,0,2024-12-21
casa grande soccer club 2016 boys white,glendale soccer club 2016 boys black,4,2,2025-03-13
casa grande soccer club 2016 boys white,az soccer club 2016 boys white,0,0,2024-12-25
casa grande soccer club 2016 boys gold,rsl-az south 2016 boys blue,1,3,2025-01-23
casa grande soccer club 2016 boys gold,rsl-az west valley 2016 boys red,2,4,2025-09-22
casa grande soccer club 2016 boys gold,valley united fc 2016 boys black,2,3,2025-01-18
casa grande soccer club 2016 boys gold,az arsenal soccer club 2016 boys gold,3,0,2025-02-13
casa grande soccer club 2016 boys gold,cave creek soccer club 2016 boys white,0,2,2025-06-24
casa grande soccer club 2016 boys gold,phoenix rising fc 2016 boys red,3,3,2025-07-17
casa grande soccer club 2016 boys gold,phoenix premier fc 2016 boys black,1,4,2025-05-10
casa grande soccer club 2016 boys gold,casa grande soccer club 2016 boys blue,1,0,2025-08-19
casa grande soccer club 2016 boys gold,fc tucson youth soccer 2016 boys red,2,3,2025-10-01
casa grande soccer club 2016 boys gold,az soccer club 2016 boys white,4,3,2025-05-07
casa grande soccer club 2016 boys gold,peoria soccer club 2016 boys white,0,0,2025-08-12
casa grande soccer club 2016 boys gold,fc tucson youth soccer 2016 boys gold,1,0,2025-08-22
casa grande soccer club 2016 boys gold,rsl-az yuma 2016 boys gold,0,3,2025-08-26
casa grande soccer club 2016 boys gold,valley united fc 2016 boys white,3,3,2025-05-09
casa grande soccer club 2016 boys gold,apache junction soccer club 2016 boys red,2,1,2025-07-19
casa grande soccer club 2016 boys gold,peoria soccer club 2016 boys black,1,3,2025-03-23
casa grande soccer club 2016 boys gold,fountain hills soccer club 2016 boys white,2,4,2025-03-03
casa grande soccer club 2016 boys gold,peoria soccer club 2016 boys gold,2,4,2024-12-16
casa grande soccer club 2016 boys gold,casa grande soccer club 2016 boys black,4,4,2025-08-20
casa grande soccer club 2016 boys gold,gilbert soccer club 2016 boys blue,4,0,2025-05-08
casa grande soccer club 2016 boys gold,queen creek soccer club 2016 boys blue,0,1,2025-05-16
casa grande soccer club 2016 boys gold,paradise valley soccer club 2016 boys blue,0,4,2025-07-16
casa grande soccer club 2016 boys gold,avondale soccer club 2016 boys red,1,1,2025-04-06
casa grande soccer club 2016 boys gold,maricopa soccer club 2016 boys black,1,2,2025-08-08
casa grande soccer club 2016 boys gold,desert sc 2016 boys white,2,1,2025-06-14
phoenix rising fc 2016 boys gold,mesa soccer club 2016 boys blue,2,2,2025-05-10
phoenix rising fc 2016 boys gold,fc tucson youth soccer 2016 boys gold,2,3,2025-08-20
phoenix rising fc 2016 boys gold,rsl-az yuma 2016 boys gold,0,0,2025-04-26
phoenix rising fc 2016 boys gold,cave creek soccer club 2016 boys white,4,4,2025-01-12
phoenix rising fc 2016 boys gold,casa grande soccer club 2016 boys gold,0,2,2025-02-17
phoenix rising fc 2016 boys gold,chandler soccer club 2016 boys blue,4,1,2024-12-21
phoenix rising fc 2016 boys gold,rsl-az south 2016 boys gold,3,1,2025-06-06
phoenix rising fc 2016 boys gold,chandler soccer club 2016 boys blue,0,3,2025-07-28
phoenix rising fc 2016 boys gold,rsl-az west valley 2016 boys white,3,3,2025-07-25
phoenix rising fc 2016 boys gold,surprise soccer club 2016 boys red,4,1,2025-07-24
phoenix rising fc 2016 boys gold,phoenix premier fc 2016 boys black,1,4,2025-03-29
phoenix rising fc 2016 boys gold,az arsenal soccer club 2016 boys blue,3,3,2025-06-05
phoenix rising fc 2016 boys gold,mesa soccer club 2016 boys blue,2,0,2025-03-22
phoenix rising fc 2016 boys gold,az soccer club 2016 boys white,3,0,2025-02-06
phoenix rising fc 2016 boys gold,avondale soccer club 2016 boys red,2,1,2025-05-13
phoenix rising fc 2016 boys gold,phoenix premier fc 2016 boys gold,0,3,2025-03-05
phoenix rising fc 2016 boys gold,casa grande soccer club 2016 boys black,1,3,2025-08-26
phoenix rising fc 2016 boys gold,az soccer club 2016 boys red,4,3,2025-07-20
phoenix rising fc 2016 boys gold,fc tucson youth soccer 2016 boys gold,1,4,2025-05-06
phoenix rising fc 2016 boys gold,chandler soccer club 2016 boys gold,3,1,2025-07-02
phoenix rising fc 2016 boys gold,rsl-az north 2016 boys black,3,3,2025-06-22
phoenix rising fc 2016 boys gold,paradise valley soccer club 2016 boys gold,4,1,2025-08-07
phoenix rising fc 2016 boys gold,gilbert soccer club 2016 boys blue,3,4,2025-10-08
phoenix rising fc 2016 boys gold,surprise soccer club 2016 boys red,4,2,2024-12-30
phoenix rising fc 2016 boys gold,rsl-az yuma 2016 boys red,2,4,2025-01-18
phoenix premier fc 2016 boys black,paradise valley soccer club 2016 boys blue,1,2,2025-01-05
phoenix premier fc 2016 boys black,tempe soccer club 2016 boys black,1,0,2025-04-12
phoenix premier fc 2016 boys black,cave creek soccer club 2016 boys white,4,2,2025-09-29
phoenix premier fc 2016 boys black,peoria soccer club 2016 boys white,3,3,2025-10-09
phoenix premier fc 2016 boys black,rsl-az west valley 2016 boys white,3,4,2025-02-09
phoenix premier fc 2016 boys black,az soccer club 2016 boys black,0,0,2025-06-30
phoenix premier fc 2016 boys black,glendale soccer club 2016 boys blue,2,2,2025-07-19
phoenix premier fc 2016 boys black,goodyear soccer club 2016 boys black,1,1,2025-07-30
phoenix premier fc 2016 boys black,peoria soccer club 2016 boys gold,3,1,2025-01-13
