Team A,Team B,Score A,Score B,Date,Competition,SourceURL
peoria soccer club 2016 black,rsl-az yuma 2016 gold,3,3,2025-03-26,League Play,https://rankings.gotsport.com/teams/u10_20
peoria soccer club 2016 black,phoenix premier 2016 red,3,1,2025-02-05,League Play,https://rankings.gotsport.com/teams/u10_20
peoria soccer club 2016 black,glendale soccer club 2016 blue,4,1,2025-07-23,League Play,https://rankings.gotsport.com/teams/u10_20
peoria soccer club 2016 black,casa grande soccer club 2016 blue,4,1,2025-05-31,League Play,https://rankings.gotsport.com/teams/u10_20
peoria soccer club 2016 black,rsl-az north 2016 blue,4,2,2025-06-15,League Play,https://rankings.gotsport.com/teams/u10_20
peoria soccer club 2016 black,tucson youth soccer 2016 gold,4,2,2025-09-07,League Play,https://rankings.gotsport.com/teams/u10_20
peoria soccer club 2016 black,rsl-az north 2016 blue,0,3,2025-05-15,League Play,https://rankings.gotsport.com/teams/u10_20
peoria soccer club 2016 black,rsl-az west valley 2016 gold,2,0,2025-02-09,League Play,https://rankings.gotsport.com/teams/u10_20
peoria soccer club 2016 black,valley united 2016 white,3,4,2025-05-15,League Play,https://rankings.gotsport.com/teams/u10_20
mesa soccer club 2016 blue,gilbert soccer club 2016 black,4,3,2024-12-28,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,az soccer club 2016 white,1,4,2025-09-28,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,chandler soccer club 2016 gold,0,4,2025-02-20,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,rsl-az north 2016 white,4,4,2025-09-13,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,fountain hills soccer club 2016 blue,1,0,2024-12-17,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,peoria soccer club 2016 white,1,3,2025-09-11,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,paradise valley soccer club 2016 blue,4,4,2025-08-29,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,az soccer club 2016 black,3,2,2025-05-21,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,az arsenal soccer club 2016 gold,4,4,2025-08-24,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,gilbert soccer club 2016 white,1,2,2025-02-16,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,tucson youth soccer 2016 white,2,3,2025-01-05,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,maricopa soccer club 2016 white,4,1,2025-04-20,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,rsl-az north 2016 black,3,4,2025-02-20,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,buckeye soccer club 2016 black,3,0,2025-01-16,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,tempe soccer club 2016 black,0,4,2025-09-20,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,paradise valley soccer club 2016 blue,3,0,2025-02-26,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,rsl-az yuma 2016 gold,0,2,2025-03-08,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,tucson youth soccer 2016 gold,4,1,2025-05-13,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,chandler soccer club 2016 gold,3,2,2025-07-03,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,tucson youth soccer 2016 gold,1,2,2025-03-01,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,rsl-az west valley 2016 red,4,3,2025-01-11,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,queen creek soccer club 2016 white,4,0,2025-02-08,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,apache junction soccer club 2016 red,0,4,2025-04-29,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,tempe soccer club 2016 white,2,1,2025-02-08,League Play,https://rankings.gotsport.com/teams/u10_21
mesa soccer club 2016 blue,casa grande soccer club 2016 gold,2,3,2025-02-17,League Play,https://rankings.gotsport.com/teams/u10_21
scottsdale soccer club 2016 white,casa grande soccer club 2016 gold,2,4,2025-05-27,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,rsl-az south 2016 gold,4,1,2025-03-05,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,rsl-az north 2016 white,2,2,2025-02-05,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,chandler soccer club 2016 gold,3,0,2025-04-29,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,az soccer club 2016 red,1,4,2024-12-20,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,maricopa soccer club 2016 black,2,0,2025-01-02,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,apache junction soccer club 2016 red,3,2,2025-02-16,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,casa grande soccer club 2016 black,0,0,2025-04-27,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,az soccer club 2016 white,1,1,2025-04-11,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,buckeye soccer club 2016 gold,0,3,2025-05-26,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,avondale soccer club 2016 red,4,3,2025-03-09,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,scottsdale soccer club 2016 black,1,2,2025-07-06,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,glendale soccer club 2016 blue,0,4,2025-08-16,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,cave creek soccer club 2016 black,4,2,2025-09-30,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,goodyear soccer club 2016 black,3,4,2025-03-08,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,rsl-az north 2016 white,1,1,2025-09-27,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,chandler soccer club 2016 gold,1,0,2025-07-01,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,buckeye soccer club 2016 gold,3,3,2025-05-28,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,rsl-az north 2016 blue,1,4,2025-08-20,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,rsl-az south 2016 gold,3,0,2025-01-04,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,casa grande soccer club 2016 gold,2,4,2025-01-02,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,glendale soccer club 2016 blue,2,2,2025-05-19,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,gilbert soccer club 2016 blue,4,1,2025-09-15,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,chandler soccer club 2016 blue,2,1,2025-07-01,League Play,https://rankings.gotsport.com/teams/u10_22
scottsdale soccer club 2016 white,queen creek soccer club 2016 gold,3,0,2025-07-31,League Play,https://rankings.gotsport.com/teams/u10_22
az soccer club 2016 black,peoria soccer club 2016 white,2,3,2025-10-02,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,peoria soccer club 2016 black,2,4,2025-01-01,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,avondale soccer club 2016 white,0,2,2024-12-31,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,glendale soccer club 2016 black,1,1,2024-12-29,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,az arsenal soccer club 2016 blue,4,1,2025-10-08,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,rsl-az yuma 2016 gold,3,4,2025-08-26,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,scottsdale soccer club 2016 black,3,2,2025-08-11,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,tucson youth soccer 2016 red,4,4,2025-08-21,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,fountain hills soccer club 2016 white,3,4,2025-04-27,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,casa grande soccer club 2016 black,3,1,2025-06-19,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,fountain hills soccer club 2016 blue,1,3,2025-03-30,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,maricopa soccer club 2016 white,3,4,2025-09-10,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,scottsdale soccer club 2016 black,0,1,2025-02-24,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,cave creek soccer club 2016 white,3,2,2025-08-24,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,scottsdale soccer club 2016 white,2,0,2025-04-24,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,rsl-az yuma 2016 gold,3,4,2025-06-12,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,casa grande soccer club 2016 white,3,4,2025-05-01,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,maricopa soccer club 2016 gold,4,0,2025-02-26,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,rsl-az north 2016 blue,2,2,2025-09-09,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,paradise valley soccer club 2016 blue,3,2,2025-05-10,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,scottsdale soccer club 2016 black,3,1,2025-04-20,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,gilbert soccer club 2016 black,4,1,2025-04-05,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,casa grande soccer club 2016 gold,2,1,2025-06-24,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,mesa soccer club 2016 blue,0,0,2025-05-19,League Play,https://rankings.gotsport.com/teams/u10_23
az soccer club 2016 black,maricopa soccer club 2016 white,0,4,2025-05-11,League Play,https://rankings.gotsport.com/teams/u10_23
peoria soccer club 2016 gold,mesa soccer club 2016 gold,1,2,2025-06-02,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,casa grande soccer club 2016 gold,1,1,2025-06-15,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,queen creek soccer club 2016 blue,0,2,2025-06-04,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,maricopa soccer club 2016 gold,2,4,2025-03-09,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,rsl-az yuma 2016 red,1,4,2025-02-17,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,rsl-az north 2016 black,3,2,2025-08-20,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,rsl-az yuma 2016 red,4,0,2025-08-30,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,avondale soccer club 2016 white,4,3,2025-06-01,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,casa grande soccer club 2016 black,4,3,2025-06-28,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,paradise valley soccer club 2016 gold,4,3,2025-03-23,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,chandler soccer club 2016 blue,3,0,2025-10-08,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,casa grande soccer club 2016 red,2,2,2025-06-15,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,glendale soccer club 2016 black,2,1,2025-09-17,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,apache junction soccer club 2016 red,2,3,2025-09-11,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,tempe soccer club 2016 white,0,0,2025-03-17,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,valley united 2016 black,0,1,2025-10-03,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,rsl-az west valley 2016 red,1,4,2025-10-10,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,rsl-az west valley 2016 red,1,0,2025-01-13,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,cave creek soccer club 2016 white,4,3,2024-12-28,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,gilbert soccer club 2016 black,3,4,2025-09-15,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,maricopa soccer club 2016 white,2,1,2025-08-20,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,buckeye soccer club 2016 blue,3,4,2025-05-18,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,maricopa soccer club 2016 gold,2,3,2025-03-01,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,rsl-az north 2016 blue,2,4,2025-06-28,League Play,https://rankings.gotsport.com/teams/u10_24
peoria soccer club 2016 gold,paradise valley soccer club 2016 blue,4,0,2025-10-02,League Play,https://rankings.gotsport.com/teams/u10_24
maricopa soccer club 2016 gold,scottsdale soccer club 2016 white,1,0,2025-03-01,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,scottsdale soccer club 2016 gold,3,3,2025-06-20,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,valley united 2016 white,2,0,2025-07-28,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,gilbert soccer club 2016 blue,2,3,2025-02-10,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,desert 2016 blue,2,4,2025-07-31,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,cave creek soccer club 2016 black,3,4,2025-06-23,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,queen creek soccer club 2016 blue,0,3,2025-02-07,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,maricopa soccer club 2016 red,2,1,2025-02-24,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,casa grande soccer club 2016 gold,3,4,2025-02-10,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,tucson youth soccer 2016 gold,2,1,2025-02-24,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,fountain hills soccer club 2016 blue,1,2,2025-02-02,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,elite arizona 2016 blue,3,1,2025-07-12,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,avondale soccer club 2016 white,4,4,2025-10-05,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,rsl-az south 2016 gold,3,2,2025-09-02,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,az arsenal soccer club 2016 gold,4,1,2025-09-22,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,casa grande soccer club 2016 white,4,4,2025-09-03,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,fountain hills soccer club 2016 white,2,1,2025-08-19,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,fountain hills soccer club 2016 red,3,4,2025-05-24,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,scottsdale soccer club 2016 gold,4,1,2025-03-02,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,valley united 2016 white,1,4,2025-01-06,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,scottsdale soccer club 2016 gold,4,0,2025-04-14,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,phoenix rising 2016 gold,4,0,2025-08-15,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,tucson youth soccer 2016 gold,1,2,2025-03-07,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,az arsenal soccer club 2016 gold,4,2,2025-09-26,League Play,https://rankings.gotsport.com/teams/u10_25
maricopa soccer club 2016 gold,avondale soccer club 2016 white,3,4,2025-07-04,League Play,https://rankings.gotsport.com/teams/u10_25
chandler soccer club 2016 gold,rsl-az west valley 2016 red,1,4,2025-06-15,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,glendale soccer club 2016 black,2,0,2025-02-13,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,rsl-az south 2016 gold,3,4,2025-07-16,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,mesa soccer club 2016 blue,3,2,2025-09-17,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,mesa soccer club 2016 gold,4,1,2025-03-13,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,rsl-az west valley 2016 red,1,4,2025-05-20,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,casa grande soccer club 2016 black,4,3,2025-06-03,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,tucson youth soccer 2016 gold,4,0,2025-09-11,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,buckeye soccer club 2016 black,3,0,2025-09-26,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,tucson youth soccer 2016 red,0,0,2025-07-03,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,chandler soccer club 2016 blue,1,3,2025-06-19,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,az soccer club 2016 red,3,3,2025-04-17,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,casa grande soccer club 2016 black,2,4,2025-05-04,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,az arsenal soccer club 2016 gold,0,4,2025-04-06,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,gilbert soccer club 2016 blue,3,2,2025-03-23,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,casa grande soccer club 2016 red,1,3,2025-06-10,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,peoria soccer club 2016 gold,2,1,2025-08-16,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,tucson youth soccer 2016 gold,1,1,2025-07-05,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,glendale soccer club 2016 black,0,2,2025-07-24,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,maricopa soccer club 2016 gold,1,4,2025-08-08,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,casa grande soccer club 2016 black,1,3,2025-07-11,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,rsl-az north 2016 white,4,4,2025-06-10,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,glendale soccer club 2016 white,0,3,2025-03-25,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,tucson youth soccer 2016 red,3,0,2025-06-28,League Play,https://rankings.gotsport.com/teams/u10_26
chandler soccer club 2016 gold,tucson youth soccer 2016 red,0,1,2025-06-17,League Play,https://rankings.gotsport.com/teams/u10_26
tucson youth soccer 2016 gold,maricopa soccer club 2016 black,2,1,2025-03-25,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,valley united 2016 black,0,2,2025-09-21,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,rsl-az north 2016 black,1,0,2025-03-25,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,chandler soccer club 2016 blue,1,3,2025-05-12,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,tucson youth soccer 2016 red,1,3,2025-09-26,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,rsl-az south 2016 blue,0,0,2024-12-19,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,queen creek soccer club 2016 white,1,4,2025-02-14,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,maricopa soccer club 2016 gold,3,0,2025-04-16,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,paradise valley soccer club 2016 gold,3,4,2025-08-23,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,phoenix rising 2016 red,3,3,2025-04-04,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,phoenix premier 2016 red,0,0,2025-04-09,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,maricopa soccer club 2016 white,3,3,2025-03-20,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,fountain hills soccer club 2016 red,2,3,2025-05-05,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,fountain hills soccer club 2016 white,3,4,2025-03-13,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,cave creek soccer club 2016 white,4,4,2025-02-09,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,rsl-az west valley 2016 black,3,2,2025-07-07,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,phoenix premier 2016 black,3,2,2025-09-01,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,rsl-az north 2016 white,4,0,2025-04-08,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,cave creek soccer club 2016 white,2,1,2024-12-29,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,cave creek soccer club 2016 black,2,0,2025-02-15,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,rsl-az north 2016 blue,2,1,2025-02-25,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,rsl-az west valley 2016 white,3,0,2025-08-08,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,maricopa soccer club 2016 black,3,4,2025-05-08,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,rsl-az north 2016 black,0,1,2025-06-08,League Play,https://rankings.gotsport.com/teams/u10_27
tucson youth soccer 2016 gold,az soccer club 2016 red,4,1,2025-04-20,League Play,https://rankings.gotsport.com/teams/u10_27
queen creek soccer club 2016 blue,chandler soccer club 2016 blue,2,1,2025-06-26,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,mesa soccer club 2016 gold,4,1,2025-08-18,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,goodyear soccer club 2016 black,0,3,2025-07-06,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,gilbert soccer club 2016 red,1,2,2025-05-11,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,rsl-az north 2016 black,4,0,2024-12-17,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,surprise soccer club 2016 blue,1,4,2025-05-12,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,peoria soccer club 2016 gold,3,3,2025-05-21,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,tucson youth soccer 2016 gold,0,0,2025-07-19,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,fountain hills soccer club 2016 white,3,1,2025-04-22,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,buckeye soccer club 2016 gold,1,1,2025-04-22,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,buckeye soccer club 2016 black,3,2,2025-08-05,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,tucson youth soccer 2016 gold,1,2,2024-12-23,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,gilbert soccer club 2016 blue,2,3,2025-05-10,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,tempe soccer club 2016 white,1,0,2025-09-25,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,fountain hills soccer club 2016 blue,2,1,2025-05-03,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,casa grande soccer club 2016 blue,3,0,2024-12-21,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,maricopa soccer club 2016 gold,0,2,2025-08-02,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,fountain hills soccer club 2016 white,2,2,2025-01-10,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,az soccer club 2016 gold,3,3,2025-09-02,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,avondale soccer club 2016 red,3,2,2025-05-25,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,peoria soccer club 2016 gold,0,2,2025-04-10,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,casa grande soccer club 2016 black,2,3,2025-01-04,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,rsl-az south 2016 blue,1,1,2025-06-11,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,mesa soccer club 2016 blue,2,0,2025-02-27,League Play,https://rankings.gotsport.com/teams/u10_28
queen creek soccer club 2016 blue,chandler soccer club 2016 blue,2,4,2025-10-07,League Play,https://rankings.gotsport.com/teams/u10_28
maricopa soccer club 2016 red,az soccer club 2016 black,3,1,2024-12-17,League Play,https://rankings.gotsport.com/teams/u10_29
maricopa soccer club 2016 red,cave creek soccer club 2016 black,0,2,2025-04-19,League Play,https://rankings.gotsport.com/teams/u10_29
maricopa soccer club 2016 red,az soccer club 2016 black,2,1,2024-12-20,League Play,https://rankings.gotsport.com/teams/u10_29
maricopa soccer club 2016 red,rsl-az north 2016 black,4,0,2025-05-07,League Play,https://rankings.gotsport.com/teams/u10_29
maricopa soccer club 2016 red,az soccer club 2016 gold,4,3,2025-01-31,League Play,https://rankings.gotsport.com/teams/u10_29
maricopa soccer club 2016 red,desert 2016 white,4,0,2025-10-07,League Play,https://rankings.gotsport.com/teams/u10_29
maricopa soccer club 2016 red,scottsdale soccer club 2016 gold,1,2,2025-04-23,League Play,https://rankings.gotsport.com/teams/u10_29
maricopa soccer club 2016 red,az soccer club 2016 white,4,3,2025-09-09,League Play,https://rankings.gotsport.com/teams/u10_29
maricopa soccer club 2016 red,chandler soccer club 2016 gold,0,0,2025-03-27,League Play,https://rankings.gotsport.com/teams/u10_29
